Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,939,9,809,109
New York Harbor HCS,880,21,750,104
"Phoenix, AZ HCS",797,292,456,28
"North Chicago, IL HCS",781,140,633,8
"San Antonio, TX HCS",742,245,406,16
"New Orleans, LA HCS",729,29,631,57
"Houston, TX HCS",701,208,398,21
"Bronx, NY HCS",699,5,608,85
"Boston, MA HCS",614,9,518,77
"Orlando, FL HCS",605,281,296,5
"Washington, DC HCS",578,21,496,58
"Philadelphia, PA HCS",568,10,515,38
"Atlanta, GA HCS",559,153,362,25
Texas Valley Coastal Bend HCS,488,217,139,8
"Miami, FL HCS",449,107,304,8
"Columbia, SC HCS",443,108,308,14
"Chicago, IL HCS",437,20,392,25
"Tampa, FL HCS",427,152,262,5
"Cleveland, OH HCS",425,49,322,44
"Bay Pines, FL HCS",419,130,250,5
Connecticut HCS,397,10,355,31
"Aurora, CO HCS",385,24,332,28
"Charleston, SC HCS",383,137,217,1
"Long Beach, CA HCS",380,124,244,8
"Indianapolis, IN HCS",353,18,287,44
"Northport, NY HCS",348,6,306,35
"Greater Los Angeles, CA HCS",340,62,257,15
"Dallas, TX HCS",338,86,200,15
"Hines, IL HCS",334,17,291,26
"Detroit, MI HCS",317,9,268,38
"Loma Linda, CA HCS",316,99,199,5
"Temple, TX HCS",306,103,157,7
Western New York HCS,300,9,251,34
"Bedford, MA HCS",278,2,243,31
"St. Louis, MO HCS",266,24,217,19
"Baltimore, MD HCS",265,16,225,20
"West Palm Beach, FL HCS",264,62,164,17
"Hudson Valley, NY HCS",258,1,242,13
"Gainesville, FL HCS",251,90,136,5
"Las Vegas, NV HCS",248,95,132,6
Southern Arizona HCS,243,74,140,14
"Minneapolis, MN HCS",239,20,176,35
"Salisbury, NC HCS",237,44,171,20
"San Diego, CA HCS",230,51,166,7
Nebraska-W Iowa HCS,222,15,174,24
"Ann Arbor, MI HCS",212,12,173,25
Middle Tennessee HCS,212,59,140,6
"Richmond, VA HCS",209,13,179,17
"Jackson, MS HCS",202,27,146,15
"Fayetteville, NC HCS",198,27,160,11
"Lebanon, PA HCS",190,7,158,19
"Alexandria, LA HCS",187,17,115,5
"Milwaukee, WI HCS",185,26,150,8
Central Alabama HCS,183,38,134,3
"Shreveport, LA HCS",182,22,138,17
"Puget Sound, WA HCS",180,15,154,8
"Durham, NC HCS",175,27,142,6
"Wilmington, DE HCS",171,7,140,14
"Kansas City, MO HCS",170,31,124,5
"Dublin, GA HCS",163,11,139,4
"Birmingham, AL HCS",160,39,101,13
"Little Rock, AR HCS",156,39,106,7
"Augusta, GA HCS",152,54,83,13
"Palo Alto, CA HCS",145,45,85,8
"Providence, RI HCS",140,4,116,20
Central Western Massachusetts HCS,131,0,119,10
"Salt Lake City, UT HCS",129,25,96,8
"Cincinnati, OH HCS",127,25,97,4
N. California HCS,122,34,69,5
"Fresno, CA HCS",121,41,70,3
"Martinsburg, WV HCS",120,10,95,11
"Pittsburgh, PA HCS",120,40,74,3
"Wilkes-Barre, PA HCS",118,1,98,14
"El Paso, TX HCS",117,19,70,8
"Hampton, VA HCS",117,26,86,5
"Louisville, KY HCS",117,16,93,8
New Mexico HCS,108,10,83,13
"Portland, OR HCS",101,11,80,6
"Columbus, OH HCS",100,9,79,7
"Memphis, TN HCS",99,2,87,7
"Oklahoma City, OK HCS",98,21,66,10
"Gulf Coast, MS HCS",97,17,60,4
Northern Indiana HCS,97,4,77,7
"Muskogee, OK HCS",96,38,50,8
"Asheville, NC HCS",94,19,62,13
"Battle Creek, MI HCS",94,1,77,11
"Boise, ID HCS",94,33,56,2
"San Juan, PR HCS",86,6,78,2
Central Iowa HCS,85,14,64,7
"Coatesville, PA HCS",83,2,69,10
"Reno, NV HCS",82,17,52,10
"Tuscaloosa, AL HCS",81,11,62,5
"Dayton, OH HCS",80,13,63,4
Northern Arizona HCS,80,28,51,0
"Spokane, WA HCS",73,10,52,8
"Sioux Falls, SD HCS",69,5,57,4
"Walla Walla, WA HCS",68,4,49,2
Eastern Kansas HCS,67,25,42,0
"Madison, WI HCS",65,7,52,6
"Manchester, NH HCS",64,1,50,10
"Amarillo, TX HCS",63,9,47,0
"Fargo, ND HCS",63,4,44,12
"San Francisco, CA HCS",63,12,46,3
"Iowa City, IA HCS",56,12,43,1
"Mountain Home, TN HCS",55,15,30,0
"Saginaw, MI HCS",54,1,49,2
