Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",3792,256,3518,18
"Cleveland, OH HCS",3572,353,3073,146
"Phoenix, AZ HCS",3055,401,2529,125
"San Antonio, TX HCS",3004,378,2519,107
"Columbia, SC HCS",2977,421,2432,124
"Orlando, FL HCS",2856,318,2488,50
"Houston, TX HCS",2760,293,2377,90
"Atlanta, GA HCS",2744,344,2326,74
"Loma Linda, CA HCS",2743,408,2270,65
"Minneapolis, MN HCS",2629,161,2318,150
"Gainesville, FL HCS",2586,336,2158,92
"Dallas, TX HCS",2583,367,2124,92
Middle Tennessee HCS,2568,300,2180,88
"Temple, TX HCS",2416,333,2028,55
"Aurora, CO HCS",2412,140,2202,70
"Long Beach, CA HCS",2195,379,1765,51
"Milwaukee, WI HCS",2195,118,2016,61
"Bay Pines, FL HCS",2092,220,1812,60
"Tampa, FL HCS",2081,182,1816,83
"Mountain Home, TN HCS",2073,286,1695,92
"Greater Los Angeles, CA HCS",2055,360,1636,59
"Salisbury, NC HCS",1945,232,1635,78
"Las Vegas, NV HCS",1941,240,1643,58
"Hines, IL HCS",1929,118,1746,65
"Indianapolis, IN HCS",1903,214,1600,89
Texas Valley Coastal Bend HCS,1863,123,1626,114
"St. Louis, MO HCS",1846,138,1651,57
"Kansas City, MO HCS",1837,178,1586,73
"Charleston, SC HCS",1822,205,1585,32
N. California HCS,1812,243,1514,55
"Muskogee, OK HCS",1761,256,1407,98
"Little Rock, AR HCS",1758,272,1432,54
Nebraska-W Iowa HCS,1712,149,1474,89
"Columbia, MO HCS",1711,157,1455,99
"San Diego, CA HCS",1693,261,1408,24
"Birmingham, AL HCS",1630,228,1331,71
"Oklahoma City, OK HCS",1626,218,1308,100
"Miami, FL HCS",1613,100,1470,43
"Chicago, IL HCS",1602,81,1460,61
"Philadelphia, PA HCS",1571,90,1407,74
"New Orleans, LA HCS",1561,116,1365,80
"Washington, DC HCS",1548,135,1327,86
New Jersey HCS,1547,97,1323,127
"Fayetteville, NC HCS",1521,191,1289,41
"Durham, NC HCS",1493,168,1274,51
Southern Arizona HCS,1473,204,1183,86
"Boston, MA HCS",1472,157,1212,103
New York Harbor HCS,1410,81,1208,121
"Louisville, KY HCS",1406,181,1170,55
"Gulf Coast, MS HCS",1394,165,1182,47
Connecticut HCS,1354,131,1167,56
"Lebanon, PA HCS",1342,181,1083,78
"Madison, WI HCS",1308,69,1176,63
"Asheville, NC HCS",1306,216,1035,55
"Shreveport, LA HCS",1301,117,1112,72
"Boise, ID HCS",1288,95,1152,41
"Fayetteville, AR HCS",1278,179,1037,62
"Salt Lake City, UT HCS",1271,116,1108,47
"Ann Arbor, MI HCS",1262,103,1116,43
"Iowa City, IA HCS",1249,81,1118,50
"Cincinnati, OH HCS",1247,137,1077,33
"Dayton, OH HCS",1243,126,1080,37
"Bronx, NY HCS",1228,49,1073,106
"Pittsburgh, PA HCS",1225,135,1045,45
"West Palm Beach, FL HCS",1223,105,1071,47
"Palo Alto, CA HCS",1201,183,967,51
"Fargo, ND HCS",1200,40,1061,99
"Augusta, GA HCS",1172,169,944,59
"Fresno, CA HCS",1151,167,935,49
"Richmond, VA HCS",1151,154,939,58
New Mexico HCS,1150,115,970,65
Central Alabama HCS,1130,159,938,33
"Dublin, GA HCS",1095,132,935,28
"St. Cloud, MN HCS",1093,55,986,52
"Amarillo, TX HCS",1061,70,957,34
"El Paso, TX HCS",1060,51,936,73
"Puget Sound, WA HCS",1060,84,936,40
"Baltimore, MD HCS",1054,101,912,41
Northern Indiana HCS,1048,70,939,39
"Columbus, OH HCS",1047,108,908,31
"Sioux Falls, SD HCS",1039,62,914,63
"Wichita, KS HCS",1023,101,876,46
Eastern Kansas HCS,1015,107,889,19
Central Iowa HCS,998,65,890,43
Montana HCS,995,67,892,36
"Memphis, TN HCS",985,98,841,46
Western New York HCS,957,132,772,53
"Poplar Bluff, MO HCS",955,88,800,67
"Lexington, KY HCS",950,89,801,60
"San Juan, PR HCS",925,47,842,36
"Jackson, MS HCS",916,84,780,52
"Hampton, VA HCS",910,138,758,14
"Black Hills, SD HCS",907,36,835,36
"Portland, OR HCS",879,94,754,31
"Alexandria, LA HCS",873,76,759,38
"Martinsburg, WV HCS",845,127,688,30
"Battle Creek, MI HCS",829,55,731,43
"Reno, NV HCS",829,57,738,34
"Tomah, WI HCS",768,41,709,18
"Salem, VA HCS",753,106,608,39
"Providence, RI HCS",744,82,613,49
"Marion, IL HCS",740,80,626,34
"Altoona, PA HCS",737,83,618,36
"Detroit, MI HCS",706,22,613,71
"Wilkes-Barre, PA HCS",675,103,542,30
"Wilmington, DE HCS",662,70,568,24
"Danville, IL HCS",643,41,574,28
"Northport, NY HCS",633,65,517,51
Northern Arizona HCS,623,70,527,26
"Bedford, MA HCS",610,38,532,40
"Iron Mountain, MI HCS",601,32,544,25
"Hudson Valley, NY HCS",592,56,509,27
"Syracuse, NY HCS",576,131,424,21
"Anchorage, AK HCS",552,41,505,6
"Cheyenne, WY HCS",546,37,494,15
"Tuscaloosa, AL HCS",542,44,475,23
"Saginaw, MI HCS",537,46,461,30
"Huntington, WV HCS",531,77,417,37
"Erie, PA HCS",511,74,426,11
Central Western Massachusetts HCS,507,66,406,35
"San Francisco, CA HCS",473,57,400,16
"Finger Lakes, NY HCS",468,86,369,13
"Big Spring, TX HCS",467,50,388,29
"Chillicothe, OH HCS",427,59,362,6
"Butler, PA HCS",409,56,343,10
"Manchester, NH HCS",399,56,328,15
"Albany, NY HCS",368,87,258,23
"Coatesville, PA HCS",346,31,297,18
"Grand Junction, CO HCS",340,36,290,14
"Togus, ME HCS",333,48,272,13
"Walla Walla, WA HCS",314,26,272,16
"Sheridan, WY HCS",290,21,264,5
"Clarksburg, WV HCS",288,64,216,8
"Honolulu, HI HCS",252,15,225,12
"Spokane, WA HCS",248,1,228,19
"Beckley, WV HCS",171,40,125,6
"Roseburg, OR HCS",171,19,147,5
"White City, OR HCS",161,33,118,10
"White River Junction, VT HCS",118,26,88,4
"Manila, PI HCS",1,0,1,0
