Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,926,21,797,108
New York Harbor HCS,848,29,719,100
"Bronx, NY HCS",701,11,605,85
"North Chicago, IL HCS",681,118,555,8
"New Orleans, LA HCS",596,23,525,48
"Boston, MA HCS",593,28,492,73
"Phoenix, AZ HCS",567,323,223,21
"Washington, DC HCS",567,28,480,59
"Philadelphia, PA HCS",559,26,497,36
"San Antonio, TX HCS",548,346,192,10
"Houston, TX HCS",489,233,242,14
"Chicago, IL HCS",424,18,381,25
"Atlanta, GA HCS",413,76,314,23
"Orlando, FL HCS",395,225,165,5
Connecticut HCS,393,15,349,29
"Cleveland, OH HCS",387,55,288,44
"Aurora, CO HCS",368,21,320,27
"Columbia, SC HCS",355,84,258,13
"Miami, FL HCS",346,95,243,8
"Northport, NY HCS",346,10,302,34
"Indianapolis, IN HCS",339,19,279,41
"Detroit, MI HCS",331,20,269,42
"Bay Pines, FL HCS",321,153,163,5
"Hines, IL HCS",317,17,274,26
"Long Beach, CA HCS",301,124,170,7
"Tampa, FL HCS",301,154,142,5
Western New York HCS,285,19,232,34
"Bedford, MA HCS",282,9,238,35
"Greater Los Angeles, CA HCS",274,102,159,13
"Hudson Valley, NY HCS",264,2,247,15
"Baltimore, MD HCS",250,20,212,18
"St. Louis, MO HCS",250,34,197,19
"Dallas, TX HCS",249,83,154,12
Texas Valley Coastal Bend HCS,248,197,47,4
"West Palm Beach, FL HCS",232,64,154,14
"Charleston, SC HCS",230,116,114,0
"Loma Linda, CA HCS",220,86,129,5
"Minneapolis, MN HCS",219,21,164,34
"Salisbury, NC HCS",207,41,148,18
"Temple, TX HCS",205,100,99,6
Nebraska-W Iowa HCS,200,25,153,22
"Richmond, VA HCS",198,20,163,15
"Ann Arbor, MI HCS",196,9,165,22
"San Diego, CA HCS",188,62,120,6
"Lebanon, PA HCS",180,23,139,18
Southern Arizona HCS,179,73,94,12
"Jackson, MS HCS",177,33,129,15
"Fayetteville, NC HCS",173,14,149,10
"Las Vegas, NV HCS",171,68,100,3
Middle Tennessee HCS,170,49,115,6
"Puget Sound, WA HCS",169,19,142,8
"Shreveport, LA HCS",167,29,123,15
"Milwaukee, WI HCS",161,14,140,7
"Wilmington, DE HCS",160,12,134,14
"Durham, NC HCS",157,25,126,6
Central Alabama HCS,155,43,107,5
"Alexandria, LA HCS",149,66,79,4
"Gainesville, FL HCS",148,63,80,5
"Providence, RI HCS",142,7,115,20
"Dublin, GA HCS",140,18,119,3
"Kansas City, MO HCS",139,22,113,4
"Little Rock, AR HCS",130,44,80,6
Central Western Massachusetts HCS,129,5,115,9
"Birmingham, AL HCS",122,21,90,11
"Palo Alto, CA HCS",118,56,55,7
"Augusta, GA HCS",115,29,76,10
"Wilkes-Barre, PA HCS",115,6,95,14
