Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",4152,165,3964,23
"Cleveland, OH HCS",4136,195,3749,192
"Phoenix, AZ HCS",3744,251,3316,177
"Columbia, SC HCS",3689,246,3287,156
"San Antonio, TX HCS",3665,210,3326,129
"Atlanta, GA HCS",3453,256,3100,97
"Loma Linda, CA HCS",3409,202,3095,112
"Orlando, FL HCS",3354,216,3078,60
"Houston, TX HCS",3272,195,2969,108
"Dallas, TX HCS",3185,214,2851,120
"Gainesville, FL HCS",3107,175,2813,119
Middle Tennessee HCS,3074,165,2771,138
"Temple, TX HCS",3004,233,2695,76
"Minneapolis, MN HCS",2837,68,2601,168
"Greater Los Angeles, CA HCS",2695,179,2424,92
"Long Beach, CA HCS",2677,170,2426,81
"Aurora, CO HCS",2586,74,2433,79
"Milwaukee, WI HCS",2469,99,2294,76
"Tampa, FL HCS",2458,123,2235,100
"Salisbury, NC HCS",2444,137,2198,109
"Bay Pines, FL HCS",2436,131,2230,75
"Mountain Home, TN HCS",2431,105,2185,141
"Charleston, SC HCS",2311,171,2097,43
"Las Vegas, NV HCS",2239,124,2037,78
N. California HCS,2208,126,2003,79
"Indianapolis, IN HCS",2185,98,1985,102
"Little Rock, AR HCS",2123,168,1881,74
"Hines, IL HCS",2120,60,1982,78
Texas Valley Coastal Bend HCS,2098,71,1896,131
"San Diego, CA HCS",2082,153,1897,32
"Muskogee, OK HCS",2063,135,1806,122
"St. Louis, MO HCS",2057,88,1894,75
"Kansas City, MO HCS",2053,80,1888,85
"Birmingham, AL HCS",2006,130,1779,97
Nebraska-W Iowa HCS,1912,73,1732,107
"Columbia, MO HCS",1911,72,1721,118
"Fayetteville, NC HCS",1887,124,1710,53
"Oklahoma City, OK HCS",1866,86,1656,124
"Durham, NC HCS",1855,124,1662,69
Southern Arizona HCS,1853,137,1590,126
"Washington, DC HCS",1814,110,1604,100
"Miami, FL HCS",1799,79,1676,44
"Philadelphia, PA HCS",1760,61,1611,88
"New Orleans, LA HCS",1750,73,1587,90
"Boston, MA HCS",1747,107,1524,116
New Jersey HCS,1721,61,1519,141
"Chicago, IL HCS",1718,44,1602,72
"Gulf Coast, MS HCS",1673,92,1520,61
"Louisville, KY HCS",1673,99,1502,72
"Asheville, NC HCS",1665,123,1464,78
"Fayetteville, AR HCS",1638,119,1433,86
Connecticut HCS,1613,104,1438,71
New York Harbor HCS,1597,74,1399,124
"Lebanon, PA HCS",1594,98,1402,94
"Shreveport, LA HCS",1509,94,1332,83
"Cincinnati, OH HCS",1493,103,1349,41
"Palo Alto, CA HCS",1486,85,1329,72
"Augusta, GA HCS",1480,114,1296,70
"Richmond, VA HCS",1470,121,1282,67
"Madison, WI HCS",1442,61,1311,70
"Boise, ID HCS",1435,56,1326,53
"Dayton, OH HCS",1431,77,1304,50
"Salt Lake City, UT HCS",1430,64,1312,54
"Ann Arbor, MI HCS",1424,62,1310,52
"Pittsburgh, PA HCS",1410,60,1287,63
"West Palm Beach, FL HCS",1406,68,1284,54
Central Alabama HCS,1396,105,1251,40
"Bronx, NY HCS",1376,38,1229,109
"Fresno, CA HCS",1374,79,1227,68
"Iowa City, IA HCS",1368,52,1258,58
"Dublin, GA HCS",1319,72,1211,36
New Mexico HCS,1297,55,1164,78
"Baltimore, MD HCS",1291,64,1179,48
"Fargo, ND HCS",1271,26,1140,105
Northern Indiana HCS,1255,51,1152,52
"Columbus, OH HCS",1232,55,1128,49
"El Paso, TX HCS",1232,68,1071,93
"Wichita, KS HCS",1198,68,1067,63
Western New York HCS,1186,64,1056,66
"Amarillo, TX HCS",1182,37,1096,49
"Puget Sound, WA HCS",1181,41,1091,49
Eastern Kansas HCS,1174,58,1088,28
"Sioux Falls, SD HCS",1171,44,1062,65
"Lexington, KY HCS",1169,94,997,78
"St. Cloud, MN HCS",1166,18,1094,54
"Memphis, TN HCS",1135,73,998,64
"Hampton, VA HCS",1118,99,1001,18
Montana HCS,1111,32,1033,46
Central Iowa HCS,1107,44,1012,51
"Martinsburg, WV HCS",1057,66,949,42
"Poplar Bluff, MO HCS",1056,41,940,75
"Jackson, MS HCS",1038,36,940,62
"Portland, OR HCS",1017,50,927,40
"Alexandria, LA HCS",986,32,909,45
"San Juan, PR HCS",982,34,904,44
"Black Hills, SD HCS",957,25,894,38
"Salem, VA HCS",952,64,830,58
"Battle Creek, MI HCS",942,33,848,61
"Providence, RI HCS",927,50,812,65
"Reno, NV HCS",927,37,839,51
"Altoona, PA HCS",872,56,772,44
"Marion, IL HCS",869,40,782,47
"Wilkes-Barre, PA HCS",854,79,727,48
"Tomah, WI HCS",847,17,807,23
"Wilmington, DE HCS",801,44,727,30
"Northport, NY HCS",784,48,682,54
"Syracuse, NY HCS",776,59,675,42
"Detroit, MI HCS",761,20,661,80
Northern Arizona HCS,745,35,673,37
"Danville, IL HCS",721,24,659,38
"Hudson Valley, NY HCS",721,42,649,30
"Bedford, MA HCS",704,20,643,41
"Huntington, WV HCS",692,54,584,54
"Iron Mountain, MI HCS",652,17,607,28
"Saginaw, MI HCS",645,23,583,39
"Finger Lakes, NY HCS",641,33,582,26
"Tuscaloosa, AL HCS",624,19,571,34
"Erie, PA HCS",621,47,549,25
"Cheyenne, WY HCS",613,27,565,21
Central Western Massachusetts HCS,603,29,532,42
"Anchorage, AK HCS",589,9,571,9
"San Francisco, CA HCS",581,48,508,25
"Chillicothe, OH HCS",537,33,492,12
"Albany, NY HCS",511,50,431,30
"Big Spring, TX HCS",510,7,465,38
"Manchester, NH HCS",489,27,442,20
"Butler, PA HCS",463,22,427,14
"Togus, ME HCS",433,35,383,15
"Coatesville, PA HCS",405,19,368,18
"Grand Junction, CO HCS",402,25,357,20
"Clarksburg, WV HCS",398,37,343,18
"Walla Walla, WA HCS",364,11,334,19
"Sheridan, WY HCS",334,12,317,5
"Honolulu, HI HCS",282,10,260,12
"Spokane, WA HCS",253,0,233,20
"Beckley, WV HCS",241,15,219,7
"Roseburg, OR HCS",191,6,179,6
"White City, OR HCS",188,14,155,19
"White River Junction, VT HCS",178,24,149,5
"Manila, PI HCS",2,0,2,0
