Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1921,119,1791,11
"San Antonio, TX HCS",1687,59,1551,77
"Houston, TX HCS",1612,39,1508,65
"Orlando, FL HCS",1542,89,1422,31
"Atlanta, GA HCS",1501,78,1367,56
"Columbia, SC HCS",1398,85,1250,63
"Phoenix, AZ HCS",1393,30,1284,79
Texas Valley Coastal Bend HCS,1384,24,1264,96
"Gainesville, FL HCS",1332,49,1230,53
"Miami, FL HCS",1134,23,1077,34
"Tampa, FL HCS",1120,42,1019,59
New York Harbor HCS,1078,12,949,117
"New Orleans, LA HCS",1066,11,984,71
"Charleston, SC HCS",1064,44,998,22
New Jersey HCS,1049,13,915,121
"Bay Pines, FL HCS",1035,43,950,42
"Dallas, TX HCS",1024,94,886,44
"Temple, TX HCS",986,53,906,27
"St. Louis, MO HCS",885,47,783,55
"Washington, DC HCS",857,41,752,64
Middle Tennessee HCS,839,82,724,33
"Cleveland, OH HCS",834,47,711,76
"Bronx, NY HCS",803,7,703,93
Nebraska-W Iowa HCS,800,81,672,47
"Chicago, IL HCS",792,41,703,48
"Boston, MA HCS",785,14,674,97
"Loma Linda, CA HCS",757,22,717,18
"Philadelphia, PA HCS",743,23,664,56
"Minneapolis, MN HCS",741,106,576,59
"Hines, IL HCS",727,48,641,38
"Las Vegas, NV HCS",725,54,642,29
"Kansas City, MO HCS",720,81,611,28
"Aurora, CO HCS",708,58,615,35
"Gulf Coast, MS HCS",707,19,660,28
"Long Beach, CA HCS",702,25,659,18
"West Palm Beach, FL HCS",702,16,649,37
"Milwaukee, WI HCS",693,154,520,19
"Salisbury, NC HCS",691,37,610,44
"Birmingham, AL HCS",631,44,551,36
"Fayetteville, NC HCS",628,34,572,22
"Greater Los Angeles, CA HCS",625,12,576,37
"Dublin, GA HCS",602,39,543,20
"Mountain Home, TN HCS",597,82,484,31
Central Alabama HCS,591,26,553,12
"Shreveport, LA HCS",589,25,517,47
"Augusta, GA HCS",586,23,526,37
"Little Rock, AR HCS",579,33,528,18
"Indianapolis, IN HCS",576,27,490,59
"Muskogee, OK HCS",559,68,444,47
"Alexandria, LA HCS",539,9,505,25
"San Diego, CA HCS",533,24,498,11
"Durham, NC HCS",526,28,468,30
"Jackson, MS HCS",524,12,467,45
Connecticut HCS,512,10,462,40
"Richmond, VA HCS",508,17,461,30
N. California HCS,497,44,428,25
"Baltimore, MD HCS",477,9,435,33
"Oklahoma City, OK HCS",476,53,396,27
"Memphis, TN HCS",467,31,414,22
"Palo Alto, CA HCS",465,17,419,29
"Louisville, KY HCS",437,66,352,19
"Hampton, VA HCS",436,9,415,12
Southern Arizona HCS,436,6,389,41
"Puget Sound, WA HCS",411,18,373,20
"Fresno, CA HCS",406,20,367,19
"San Juan, PR HCS",403,42,351,10
"Boise, ID HCS",398,35,350,13
Western New York HCS,397,5,350,42
"Detroit, MI HCS",393,6,330,57
"Northport, NY HCS",391,4,337,50
"Salt Lake City, UT HCS",390,49,320,21
"Madison, WI HCS",387,106,269,12
"Asheville, NC HCS",377,20,328,29
"Ann Arbor, MI HCS",373,29,314,30
"Lebanon, PA HCS",365,36,299,30
"El Paso, TX HCS",343,48,281,14
"Amarillo, TX HCS",335,82,243,10
"Columbia, MO HCS",325,83,229,13
"Fargo, ND HCS",325,68,229,28
"Fayetteville, AR HCS",324,28,279,17
"Bedford, MA HCS",316,1,278,37
"Cincinnati, OH HCS",305,40,256,9
"Sioux Falls, SD HCS",304,57,229,18
"Hudson Valley, NY HCS",303,6,276,21
"Dayton, OH HCS",294,44,237,13
"Lexington, KY HCS",286,62,208,16
"Wilmington, DE HCS",279,14,246,19
"Columbus, OH HCS",271,24,228,19
"Pittsburgh, PA HCS",271,24,233,14
"Portland, OR HCS",263,24,226,13
"Black Hills, SD HCS",254,65,182,7
Northern Indiana HCS,240,16,215,9
"Iowa City, IA HCS",237,44,188,5
"Tuscaloosa, AL HCS",236,9,215,12
"Providence, RI HCS",235,10,201,24
"Salem, VA HCS",233,30,181,22
Eastern Kansas HCS,232,24,207,1
Central Iowa HCS,228,26,190,12
"St. Cloud, MN HCS",225,64,151,10
"Martinsburg, WV HCS",220,19,189,12
New Mexico HCS,217,31,172,14
"Spokane, WA HCS",217,12,187,18
"Reno, NV HCS",205,11,179,15
"San Francisco, CA HCS",202,8,182,12
"Wichita, KS HCS",201,33,159,9
"Battle Creek, MI HCS",190,12,163,15
Central Western Massachusetts HCS,188,1,166,21
"Tomah, WI HCS",185,49,135,1
"Poplar Bluff, MO HCS",183,41,139,3
"Big Spring, TX HCS",175,13,156,6
"Danville, IL HCS",173,31,139,3
Northern Arizona HCS,171,2,160,9
"Wilkes-Barre, PA HCS",170,13,138,19
Montana HCS,169,50,116,3
"Honolulu, HI HCS",150,7,140,3
"Walla Walla, WA HCS",149,11,128,10
"Anchorage, AK HCS",145,28,116,1
"Iron Mountain, MI HCS",141,45,93,3
"Huntington, WV HCS",132,10,109,13
"Coatesville, PA HCS",131,8,111,12
"Saginaw, MI HCS",124,7,109,8
"Chillicothe, OH HCS",101,3,96,2
"Manchester, NH HCS",101,2,85,14
"Marion, IL HCS",93,18,69,6
"Altoona, PA HCS",86,14,70,2
"Butler, PA HCS",77,11,61,5
"Cheyenne, WY HCS",67,6,59,2
"Finger Lakes, NY HCS",66,19,46,1
"Togus, ME HCS",63,3,56,4
"Albany, NY HCS",61,6,48,7
"Erie, PA HCS",54,7,44,3
"Grand Junction, CO HCS",54,8,42,4
"Syracuse, NY HCS",45,3,38,4
"Clarksburg, WV HCS",42,9,32,1
"Roseburg, OR HCS",39,4,35,0
"Sheridan, WY HCS",33,5,28,0
"White River Junction, VT HCS",29,1,26,2
"White City, OR HCS",27,2,23,2
"Beckley, WV HCS",24,2,21,1
"Manila, PI HCS",0,0,0,0
