Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",3936,184,3732,20
"Cleveland, OH HCS",3859,359,3333,167
"Phoenix, AZ HCS",3375,407,2814,154
"San Antonio, TX HCS",3358,397,2843,118
"Columbia, SC HCS",3333,475,2717,141
"Loma Linda, CA HCS",3083,419,2581,83
"Atlanta, GA HCS",3076,411,2582,83
"Orlando, FL HCS",3076,328,2694,54
"Houston, TX HCS",2993,319,2575,99
"Gainesville, FL HCS",2867,336,2427,104
"Dallas, TX HCS",2854,332,2417,105
Middle Tennessee HCS,2815,332,2369,114
"Minneapolis, MN HCS",2725,133,2432,160
"Temple, TX HCS",2654,308,2285,61
"Aurora, CO HCS",2490,122,2294,74
"Long Beach, CA HCS",2455,375,2020,60
"Greater Los Angeles, CA HCS",2390,346,1975,69
"Milwaukee, WI HCS",2320,160,2094,66
"Tampa, FL HCS",2264,182,1991,91
"Bay Pines, FL HCS",2254,223,1963,68
"Mountain Home, TN HCS",2250,232,1906,112
"Salisbury, NC HCS",2182,250,1849,83
"Las Vegas, NV HCS",2088,201,1818,69
"Indianapolis, IN HCS",2049,200,1755,94
N. California HCS,2043,284,1695,64
"Charleston, SC HCS",2042,280,1728,34
"Hines, IL HCS",2020,121,1830,69
Texas Valley Coastal Bend HCS,1989,148,1720,121
"Kansas City, MO HCS",1966,178,1707,81
"St. Louis, MO HCS",1934,120,1748,66
"Little Rock, AR HCS",1894,227,1607,60
"Muskogee, OK HCS",1892,218,1568,106
"San Diego, CA HCS",1890,260,1600,30
Nebraska-W Iowa HCS,1815,140,1580,95
"Columbia, MO HCS",1813,145,1558,110
"Birmingham, AL HCS",1793,229,1487,77
"Oklahoma City, OK HCS",1751,209,1433,109
"Miami, FL HCS",1696,114,1539,43
"Fayetteville, NC HCS",1681,222,1417,42
"Durham, NC HCS",1658,200,1399,59
"Philadelphia, PA HCS",1655,87,1487,81
Southern Arizona HCS,1653,218,1333,102
"Chicago, IL HCS",1651,72,1512,67
"Washington, DC HCS",1650,148,1410,92
"New Orleans, LA HCS",1648,124,1440,84
New Jersey HCS,1621,98,1390,133
"Boston, MA HCS",1590,166,1315,109
"Louisville, KY HCS",1550,203,1288,59
"Gulf Coast, MS HCS",1528,169,1308,51
New York Harbor HCS,1500,109,1268,123
"Asheville, NC HCS",1489,243,1182,64
"Fayetteville, AR HCS",1458,202,1188,68
Connecticut HCS,1455,136,1255,64
"Lebanon, PA HCS",1442,143,1218,81
"Shreveport, LA HCS",1401,141,1185,75
"Cincinnati, OH HCS",1359,159,1160,40
"Palo Alto, CA HCS",1355,201,1095,59
"Ann Arbor, MI HCS",1352,112,1192,48
"Boise, ID HCS",1351,92,1213,46
"Madison, WI HCS",1348,67,1216,65
"Salt Lake City, UT HCS",1343,110,1183,50
"Dayton, OH HCS",1323,129,1148,46
"Pittsburgh, PA HCS",1317,130,1133,54
"Augusta, GA HCS",1312,200,1049,63
"West Palm Beach, FL HCS",1312,102,1160,50
"Iowa City, IA HCS",1306,91,1162,53
"Bronx, NY HCS",1302,79,1116,107
"Richmond, VA HCS",1295,185,1050,60
"Fresno, CA HCS",1269,164,1048,57
Central Alabama HCS,1248,175,1035,38
"Fargo, ND HCS",1234,40,1093,101
New Mexico HCS,1230,103,1054,73
"Dublin, GA HCS",1206,149,1028,29
"Columbus, OH HCS",1149,123,986,40
Northern Indiana HCS,1142,88,1012,42
"Baltimore, MD HCS",1141,103,994,44
"St. Cloud, MN HCS",1128,50,1024,54
"El Paso, TX HCS",1126,65,981,80
"Amarillo, TX HCS",1124,73,1010,41
"Puget Sound, WA HCS",1120,77,999,44
"Sioux Falls, SD HCS",1110,70,976,64
"Wichita, KS HCS",1100,116,936,48
Eastern Kansas HCS,1096,119,956,21
Western New York HCS,1071,122,889,60
Montana HCS,1053,68,945,40
Central Iowa HCS,1052,77,929,46
"Lexington, KY HCS",1044,114,864,66
"Memphis, TN HCS",1040,87,899,54
"Poplar Bluff, MO HCS",1008,82,853,73
"Hampton, VA HCS",984,128,841,15
"Jackson, MS HCS",981,89,834,58
"San Juan, PR HCS",952,45,870,37
"Portland, OR HCS",944,87,821,36
"Alexandria, LA HCS",932,84,809,39
"Black Hills, SD HCS",926,30,859,37
"Martinsburg, WV HCS",912,88,793,31
"Battle Creek, MI HCS",890,61,779,50
"Reno, NV HCS",877,65,770,42
"Providence, RI HCS",843,103,686,54
"Salem, VA HCS",834,105,687,42
"Marion, IL HCS",800,76,686,38
"Tomah, WI HCS",800,35,744,21
"Altoona, PA HCS",788,83,666,39
"Wilkes-Barre, PA HCS",752,104,608,40
"Detroit, MI HCS",733,20,637,76
"Wilmington, DE HCS",726,78,622,26
"Northport, NY HCS",689,64,573,52
Northern Arizona HCS,688,71,589,28
"Syracuse, NY HCS",676,126,522,28
"Danville, IL HCS",675,44,600,31
"Bedford, MA HCS",662,54,568,40
"Hudson Valley, NY HCS",654,62,565,27
"Iron Mountain, MI HCS",615,24,564,27
"Saginaw, MI HCS",599,57,506,36
"Huntington, WV HCS",592,70,479,43
"Tuscaloosa, AL HCS",580,41,512,27
"Cheyenne, WY HCS",578,45,516,17
"Anchorage, AK HCS",576,30,538,8
"Finger Lakes, NY HCS",568,98,455,15
"Erie, PA HCS",557,72,467,18
Central Western Massachusetts HCS,550,69,442,39
"San Francisco, CA HCS",524,72,433,19
"Big Spring, TX HCS",497,44,419,34
"Chillicothe, OH HCS",475,56,410,9
"Manchester, NH HCS",449,60,372,17
"Albany, NY HCS",444,98,320,26
"Butler, PA HCS",429,38,377,14
"Togus, ME HCS",373,55,303,15
"Grand Junction, CO HCS",372,40,317,15
"Coatesville, PA HCS",370,32,320,18
"Walla Walla, WA HCS",342,32,293,17
"Clarksburg, WV HCS",331,54,266,11
"Sheridan, WY HCS",317,29,283,5
"Honolulu, HI HCS",265,16,237,12
"Spokane, WA HCS",253,4,229,20
"Beckley, WV HCS",203,47,149,7
"Roseburg, OR HCS",177,16,156,5
"White City, OR HCS",171,21,138,12
"White River Junction, VT HCS",144,39,100,5
"Manila, PI HCS",2,1,1,0
