Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1796,91,1694,11
"San Antonio, TX HCS",1640,47,1517,76
"Houston, TX HCS",1576,39,1474,63
"Orlando, FL HCS",1471,81,1360,30
"Atlanta, GA HCS",1434,79,1301,54
"Phoenix, AZ HCS",1370,22,1270,78
Texas Valley Coastal Bend HCS,1362,22,1247,93
"Columbia, SC HCS",1326,80,1188,58
"Gainesville, FL HCS",1286,77,1160,49
"Miami, FL HCS",1113,24,1057,32
"Tampa, FL HCS",1085,46,981,58
New York Harbor HCS,1064,7,941,116
"New Orleans, LA HCS",1060,16,974,70
New Jersey HCS,1041,15,905,121
"Charleston, SC HCS",1024,35,968,21
"Bay Pines, FL HCS",994,35,919,40
"Temple, TX HCS",944,44,875,25
"Dallas, TX HCS",936,40,856,40
"St. Louis, MO HCS",852,74,730,48
"Washington, DC HCS",826,26,736,64
"Bronx, NY HCS",793,8,692,93
"Cleveland, OH HCS",793,39,680,74
"Boston, MA HCS",769,15,657,97
Middle Tennessee HCS,768,57,681,30
"Chicago, IL HCS",755,22,685,48
"Loma Linda, CA HCS",737,23,696,18
Nebraska-W Iowa HCS,730,84,602,44
"Philadelphia, PA HCS",721,14,652,55
"Gulf Coast, MS HCS",691,29,635,27
"West Palm Beach, FL HCS",689,20,633,36
"Long Beach, CA HCS",686,31,637,18
"Las Vegas, NV HCS",680,31,623,26
"Hines, IL HCS",675,29,608,38
"Salisbury, NC HCS",658,28,587,43
"Aurora, CO HCS",657,37,585,35
"Kansas City, MO HCS",648,64,558,26
"Minneapolis, MN HCS",638,75,508,55
"Greater Los Angeles, CA HCS",614,18,560,36
"Fayetteville, NC HCS",595,34,540,21
"Birmingham, AL HCS",592,45,512,35
"Dublin, GA HCS",577,30,528,19
"Augusta, GA HCS",572,32,505,35
Central Alabama HCS,568,29,527,12
"Shreveport, LA HCS",566,39,484,43
"Milwaukee, WI HCS",560,97,447,16
"Indianapolis, IN HCS",554,27,471,56
"Little Rock, AR HCS",554,47,490,17
"Alexandria, LA HCS",533,22,486,25
"Mountain Home, TN HCS",522,64,428,30
"Jackson, MS HCS",518,19,456,43
"San Diego, CA HCS",515,22,482,11
"Muskogee, OK HCS",504,44,416,44
"Durham, NC HCS",501,26,446,29
