Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1780,135,1634,11
"San Antonio, TX HCS",1594,35,1489,70
"Houston, TX HCS",1540,34,1451,55
"Orlando, FL HCS",1401,60,1312,29
"Atlanta, GA HCS",1375,72,1250,53
"Phoenix, AZ HCS",1353,22,1254,77
Texas Valley Coastal Bend HCS,1346,36,1219,91
"Columbia, SC HCS",1265,88,1119,58
"Gainesville, FL HCS",1221,69,1106,46
"Miami, FL HCS",1086,20,1036,30
New York Harbor HCS,1056,7,933,116
"New Orleans, LA HCS",1051,18,963,70
"Tampa, FL HCS",1049,57,936,56
New Jersey HCS,1034,14,899,121
"Charleston, SC HCS",989,41,928,20
"Bay Pines, FL HCS",956,33,887,36
"Temple, TX HCS",910,40,847,23
"Dallas, TX HCS",904,59,805,40
"Washington, DC HCS",802,26,713,63
"St. Louis, MO HCS",790,101,650,39
"Bronx, NY HCS",787,6,688,93
"Boston, MA HCS",758,11,652,95
"Cleveland, OH HCS",754,21,660,73
"Chicago, IL HCS",738,25,665,48
"Loma Linda, CA HCS",718,30,672,16
Middle Tennessee HCS,713,51,633,29
"Philadelphia, PA HCS",711,9,645,57
Nebraska-W Iowa HCS,672,83,546,43
"West Palm Beach, FL HCS",664,24,605,35
"Long Beach, CA HCS",663,25,620,18
"Gulf Coast, MS HCS",661,19,616,26
"Las Vegas, NV HCS",652,22,605,25
"Hines, IL HCS",651,35,578,38
"Salisbury, NC HCS",618,16,561,41
"Kansas City, MO HCS",613,76,516,21
"Greater Los Angeles, CA HCS",606,29,542,35
"Aurora, CO HCS",599,28,537,34
"Minneapolis, MN HCS",586,76,456,54
"Fayetteville, NC HCS",553,59,474,20
"Birmingham, AL HCS",551,41,476,34
"Dublin, GA HCS",548,39,492,17
"Augusta, GA HCS",547,21,494,32
Central Alabama HCS,546,24,510,12
"Shreveport, LA HCS",537,26,470,41
"Indianapolis, IN HCS",529,17,456,56
"Little Rock, AR HCS",522,37,470,15
"Alexandria, LA HCS",512,20,467,25
"Jackson, MS HCS",504,22,442,40
"San Diego, CA HCS",499,23,465,11
Connecticut HCS,492,10,442,40
"Milwaukee, WI HCS",478,52,410,16
"Mountain Home, TN HCS",471,53,391,27
"Durham, NC HCS",468,20,421,27
"Richmond, VA HCS",460,26,406,28
"Baltimore, MD HCS",457,18,407,32
N. California HCS,438,24,394,20
"Palo Alto, CA HCS",430,15,389,26
Southern Arizona HCS,428,9,379,40
"Memphis, TN HCS",417,32,365,20
"Muskogee, OK HCS",416,31,350,35
"Hampton, VA HCS",415,12,392,11
Western New York HCS,393,12,339,42
"Northport, NY HCS",388,2,337,49
"Detroit, MI HCS",383,6,322,55
"Fresno, CA HCS",379,9,352,18
"Puget Sound, WA HCS",374,10,347,17
"Louisville, KY HCS",352,26,310,16
"San Juan, PR HCS",340,36,294,10
"Ann Arbor, MI HCS",336,17,289,30
"Boise, ID HCS",336,27,296,13
"Oklahoma City, OK HCS",333,37,275,21
"Asheville, NC HCS",331,23,282,26
"Lebanon, PA HCS",313,21,265,27
"Bedford, MA HCS",305,1,267,37
"El Paso, TX HCS",299,19,261,19
"Hudson Valley, NY HCS",293,7,265,21
"Fayetteville, AR HCS",264,33,216,15
"Salt Lake City, UT HCS",262,37,211,14
"Wilmington, DE HCS",257,13,226,18
"Cincinnati, OH HCS",253,25,219,9
"Pittsburgh, PA HCS",243,9,221,13
"Columbus, OH HCS",236,11,206,19
"Madison, WI HCS",236,45,183,8
"Amarillo, TX HCS",231,33,192,6
"Dayton, OH HCS",229,20,198,11
"Portland, OR HCS",225,19,194,12
"Tuscaloosa, AL HCS",219,15,193,11
"Sioux Falls, SD HCS",217,47,158,12
Northern Indiana HCS,216,25,182,9
"Providence, RI HCS",216,6,186,24
"Fargo, ND HCS",215,44,153,18
"Lexington, KY HCS",203,19,171,13
"Spokane, WA HCS",196,11,169,16
Eastern Kansas HCS,188,28,159,1
"Martinsburg, WV HCS",188,4,172,12
Central Western Massachusetts HCS,186,1,164,21
"Columbia, MO HCS",186,41,138,7
"Reno, NV HCS",186,11,160,15
Central Iowa HCS,185,14,161,10
"San Francisco, CA HCS",183,7,165,11
New Mexico HCS,181,11,156,14
"Iowa City, IA HCS",171,17,150,4
"Salem, VA HCS",169,13,141,15
Northern Arizona HCS,167,9,149,9
"Black Hills, SD HCS",163,46,112,5
"Battle Creek, MI HCS",156,7,134,15
"Wilkes-Barre, PA HCS",152,6,127,19
