Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,878,18,756,104
New York Harbor HCS,770,23,651,96
"Bronx, NY HCS",667,17,569,81
"New Orleans, LA HCS",560,12,500,48
"North Chicago, IL HCS",522,90,426,6
"Philadelphia, PA HCS",519,23,464,32
"Boston, MA HCS",515,24,424,67
"Washington, DC HCS",515,45,419,51
"Chicago, IL HCS",395,13,357,25
Connecticut HCS,375,16,334,25
"Aurora, CO HCS",336,14,297,25
"Northport, NY HCS",308,9,266,33
"Cleveland, OH HCS",305,14,253,38
"Indianapolis, IN HCS",305,13,251,41
"Atlanta, GA HCS",300,22,256,22
"Hines, IL HCS",291,19,249,23
"Detroit, MI HCS",290,7,244,39
"Bedford, MA HCS",266,10,223,33
"Hudson Valley, NY HCS",255,5,238,12
Western New York HCS,250,17,200,33
"Columbia, SC HCS",230,23,195,12
"Baltimore, MD HCS",229,22,191,16
"Miami, FL HCS",219,43,169,7
"Houston, TX HCS",198,36,155,9
"St. Louis, MO HCS",198,10,171,17
"Minneapolis, MN HCS",194,12,150,32
"Phoenix, AZ HCS",171,59,98,14
"Ann Arbor, MI HCS",162,7,138,17
Nebraska-W Iowa HCS,160,17,123,20
"Lebanon, PA HCS",157,19,122,16
"Richmond, VA HCS",157,14,130,13
"Greater Los Angeles, CA HCS",150,24,117,9
"Long Beach, CA HCS",148,27,116,5
"Fayetteville, NC HCS",147,7,131,9
"Wilmington, DE HCS",145,15,119,11
"Puget Sound, WA HCS",144,15,121,8
"Orlando, FL HCS",139,25,111,3
"Jackson, MS HCS",138,21,106,11
"Salisbury, NC HCS",138,17,105,16
"Dallas, TX HCS",134,15,110,9
"Milwaukee, WI HCS",134,15,112,7
"West Palm Beach, FL HCS",134,14,108,12
"Providence, RI HCS",132,7,108,17
"San Antonio, TX HCS",128,46,75,7
"Bay Pines, FL HCS",127,56,68,3
"Shreveport, LA HCS",122,22,88,12
"San Diego, CA HCS",116,19,95,2
"Kansas City, MO HCS",114,9,100,5
"Durham, NC HCS",113,18,89,6
Central Western Massachusetts HCS,110,5,98,7
"Dublin, GA HCS",108,15,92,1
"Wilkes-Barre, PA HCS",107,8,87,12
"Loma Linda, CA HCS",105,14,88,3
Central Alabama HCS,101,33,65,3
"Martinsburg, WV HCS",101,8,83,10
"Las Vegas, NV HCS",100,16,83,1
Middle Tennessee HCS,99,24,72,3
"Louisville, KY HCS",95,10,78,7
"Salt Lake City, UT HCS",91,18,72,1
"Birmingham, AL HCS",88,14,64,10
"Little Rock, AR HCS",81,10,66,5
Southern Arizona HCS,80,29,44,7
"Coatesville, PA HCS",79,3,66,10
New Mexico HCS,78,14,52,12
"Hampton, VA HCS",77,7,65,5
"Temple, TX HCS",76,17,56,3
"Cincinnati, OH HCS",75,4,68,3
"Pittsburgh, PA HCS",74,5,66,3
"Augusta, GA HCS",73,13,53,7
"Battle Creek, MI HCS",73,4,60,9
"San Juan, PR HCS",73,0,73,0
"Tampa, FL HCS",73,31,38,4
"Portland, OR HCS",72,8,59,5
"Gainesville, FL HCS",69,14,52,3
Central Iowa HCS,65,9,51,5
"Charleston, SC HCS",65,20,45,0
"Memphis, TN HCS",65,9,51,5
"Alexandria, LA HCS",64,11,49,4
Northern Indiana HCS,63,8,50,5
"Columbus, OH HCS",61,7,50,4
"Oklahoma City, OK HCS",58,7,44,7
"Manchester, NH HCS",57,7,44,6
"Spokane, WA HCS",57,4,46,7
"Palo Alto, CA HCS",56,4,45,7
"El Paso, TX HCS",54,1,49,4
"Sioux Falls, SD HCS",53,3,47,3
"Madison, WI HCS",52,8,38,6
"Fargo, ND HCS",51,7,31,13
"Tuscaloosa, AL HCS",49,10,36,3
"Dayton, OH HCS",48,10,35,3
N. California HCS,48,5,38,5
"Asheville, NC HCS",47,5,33,9
"Fresno, CA HCS",46,17,29,0
"Albany, NY HCS",43,2,34,7
"San Francisco, CA HCS",43,3,37,3
"Muskogee, OK HCS",42,5,30,7
"Reno, NV HCS",42,7,31,4
"Iowa City, IA HCS",41,5,34,2
"Saginaw, MI HCS",37,2,33,2
"Gulf Coast, MS HCS",34,7,25,2
"St. Cloud, MN HCS",34,2,31,1
Eastern Kansas HCS,33,2,31,0
"Amarillo, TX HCS",32,3,29,0
"Walla Walla, WA HCS",30,7,22,1
"Boise, ID HCS",26,3,22,1
"Cheyenne, WY HCS",25,1,24,0
"Togus, ME HCS",25,2,21,2
"Lexington, KY HCS",23,6,15,2
Texas Valley Coastal Bend HCS,23,2,18,3
"Mountain Home, TN HCS",22,3,19,0
Northern Arizona HCS,21,4,17,0
"Syracuse, NY HCS",21,1,17,3
"Chillicothe, OH HCS",20,1,18,1
"Finger Lakes, NY HCS",20,4,15,1
