Facility ID,Facility,Latitude,Longitude,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
652,"Richmond, VA HCS",37.49796,-77.46681,252,26,206,20
590,"Hampton, VA HCS",37.015768,-76.332371,229,74,150,5
658,"Salem, VA HCS",37.276111,-80.023889,62,4,54,4
