Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",3829,270,3541,18
"Cleveland, OH HCS",3676,399,3130,147
"Phoenix, AZ HCS",3151,454,2570,127
"San Antonio, TX HCS",3116,431,2575,110
"Columbia, SC HCS",3062,470,2467,125
"Orlando, FL HCS",2912,356,2506,50
"Houston, TX HCS",2835,332,2411,92
"Loma Linda, CA HCS",2834,452,2310,72
"Atlanta, GA HCS",2833,392,2366,75
"Dallas, TX HCS",2666,405,2166,95
"Minneapolis, MN HCS",2657,176,2330,151
"Gainesville, FL HCS",2646,367,2184,95
Middle Tennessee HCS,2631,334,2205,92
"Temple, TX HCS",2490,378,2056,56
"Aurora, CO HCS",2437,144,2223,70
"Long Beach, CA HCS",2265,398,1812,55
"Milwaukee, WI HCS",2226,142,2023,61
"Bay Pines, FL HCS",2143,250,1832,61
"Greater Los Angeles, CA HCS",2130,399,1670,61
"Mountain Home, TN HCS",2125,314,1715,96
"Tampa, FL HCS",2123,201,1838,84
"Salisbury, NC HCS",2042,300,1664,78
"Las Vegas, NV HCS",1983,256,1668,59
"Indianapolis, IN HCS",1962,242,1629,91
"Hines, IL HCS",1958,135,1758,65
Texas Valley Coastal Bend HCS,1900,157,1628,115
N. California HCS,1889,305,1529,55
"Charleston, SC HCS",1883,247,1604,32
"Kansas City, MO HCS",1877,200,1603,74
"St. Louis, MO HCS",1867,148,1662,57
"Muskogee, OK HCS",1808,277,1431,100
"Little Rock, AR HCS",1802,265,1482,55
"Columbia, MO HCS",1753,187,1465,101
"San Diego, CA HCS",1750,293,1432,25
Nebraska-W Iowa HCS,1749,170,1488,91
"Birmingham, AL HCS",1677,258,1347,72
"Oklahoma City, OK HCS",1669,238,1328,103
"Miami, FL HCS",1639,111,1485,43
"Chicago, IL HCS",1620,88,1470,62
"Philadelphia, PA HCS",1598,101,1421,76
"New Orleans, LA HCS",1583,125,1378,80
"Washington, DC HCS",1579,156,1335,88
"Fayetteville, NC HCS",1578,225,1311,42
New Jersey HCS,1574,111,1336,127
"Durham, NC HCS",1547,197,1298,52
"Boston, MA HCS",1516,187,1226,103
Southern Arizona HCS,1509,209,1210,90
"Louisville, KY HCS",1451,214,1180,57
New York Harbor HCS,1449,109,1219,121
"Gulf Coast, MS HCS",1440,193,1200,47
Connecticut HCS,1381,146,1179,56
"Lebanon, PA HCS",1379,201,1100,78
"Asheville, NC HCS",1365,249,1058,58
"Fayetteville, AR HCS",1349,229,1057,63
"Shreveport, LA HCS",1341,148,1120,73
"Madison, WI HCS",1324,78,1183,63
"Boise, ID HCS",1307,107,1159,41
"Salt Lake City, UT HCS",1298,129,1120,49
"Ann Arbor, MI HCS",1282,113,1126,43
"Dayton, OH HCS",1279,145,1094,40
"Cincinnati, OH HCS",1278,153,1092,33
"Iowa City, IA HCS",1262,88,1124,50
"Pittsburgh, PA HCS",1249,147,1057,45
"West Palm Beach, FL HCS",1246,116,1082,48
"Bronx, NY HCS",1244,57,1081,106
"Palo Alto, CA HCS",1239,208,980,51
"Augusta, GA HCS",1211,192,959,60
"Fargo, ND HCS",1211,49,1063,99
"Richmond, VA HCS",1193,180,954,59
"Fresno, CA HCS",1186,184,950,52
New Mexico HCS,1172,126,980,66
Central Alabama HCS,1155,177,945,33
"Dublin, GA HCS",1125,151,946,28
"St. Cloud, MN HCS",1108,64,991,53
Northern Indiana HCS,1082,92,950,40
"Amarillo, TX HCS",1081,82,965,34
"El Paso, TX HCS",1076,60,943,73
"Baltimore, MD HCS",1073,113,919,41
"Puget Sound, WA HCS",1071,87,944,40
"Columbus, OH HCS",1066,121,914,31
"Sioux Falls, SD HCS",1059,77,919,63
"Wichita, KS HCS",1055,118,890,47
Eastern Kansas HCS,1043,124,899,20
Central Iowa HCS,1015,77,895,43
Montana HCS,1014,78,899,37
"Memphis, TN HCS",1001,101,852,48
Western New York HCS,1000,151,795,54
"Lexington, KY HCS",979,107,811,61
"Poplar Bluff, MO HCS",977,103,806,68
"Jackson, MS HCS",939,99,788,52
"San Juan, PR HCS",931,50,845,36
"Hampton, VA HCS",928,141,773,14
"Black Hills, SD HCS",912,36,840,36
"Portland, OR HCS",904,108,763,33
"Alexandria, LA HCS",892,90,764,38
"Martinsburg, WV HCS",864,128,706,30
"Battle Creek, MI HCS",852,66,741,45
"Reno, NV HCS",845,66,742,37
"Tomah, WI HCS",779,46,715,18
"Salem, VA HCS",774,115,620,39
"Providence, RI HCS",768,94,625,49
"Altoona, PA HCS",756,100,620,36
"Marion, IL HCS",756,92,629,35
"Detroit, MI HCS",727,28,628,71
"Wilkes-Barre, PA HCS",693,110,553,30
"Wilmington, DE HCS",682,80,577,25
"Danville, IL HCS",652,46,578,28
"Northport, NY HCS",643,67,525,51
Northern Arizona HCS,631,73,532,26
"Bedford, MA HCS",620,46,534,40
"Syracuse, NY HCS",616,151,441,24
"Hudson Valley, NY HCS",613,71,515,27
"Iron Mountain, MI HCS",607,37,545,25
"Anchorage, AK HCS",557,39,512,6
"Cheyenne, WY HCS",557,45,497,15
"Tuscaloosa, AL HCS",555,50,481,24
"Saginaw, MI HCS",552,52,470,30
"Huntington, WV HCS",550,79,433,38
"Erie, PA HCS",526,84,431,11
Central Western Massachusetts HCS,522,73,414,35
"Finger Lakes, NY HCS",485,95,377,13
"San Francisco, CA HCS",483,63,404,16
"Big Spring, TX HCS",477,57,390,30
"Chillicothe, OH HCS",441,60,375,6
"Butler, PA HCS",415,60,345,10
"Manchester, NH HCS",414,63,336,15
"Albany, NY HCS",392,105,264,23
"Coatesville, PA HCS",354,35,301,18
"Grand Junction, CO HCS",346,37,295,14
"Togus, ME HCS",342,54,275,13
"Walla Walla, WA HCS",320,30,274,16
"Clarksburg, WV HCS",301,71,220,10
"Sheridan, WY HCS",293,21,267,5
"Honolulu, HI HCS",254,17,225,12
"Spokane, WA HCS",251,4,228,19
"Beckley, WV HCS",179,42,131,6
"Roseburg, OR HCS",173,21,147,5
"White City, OR HCS",166,38,118,10
"White River Junction, VT HCS",123,29,90,4
"Manila, PI HCS",2,1,1,0
