Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2394,162,2219,13
"San Antonio, TX HCS",1850,66,1699,85
"Orlando, FL HCS",1809,124,1646,39
"Houston, TX HCS",1777,48,1660,69
"Atlanta, GA HCS",1664,68,1539,57
"Phoenix, AZ HCS",1603,100,1413,90
"Columbia, SC HCS",1597,88,1439,70
"Gainesville, FL HCS",1497,67,1367,63
Texas Valley Coastal Bend HCS,1472,42,1332,98
"Dallas, TX HCS",1302,146,1105,51
"Tampa, FL HCS",1298,64,1169,65
"Minneapolis, MN HCS",1295,328,895,72
"Milwaukee, WI HCS",1262,288,949,25
"Cleveland, OH HCS",1234,237,915,82
"Bay Pines, FL HCS",1221,79,1097,45
"Miami, FL HCS",1218,35,1145,38
"Temple, TX HCS",1214,129,1049,36
"Charleston, SC HCS",1184,45,1113,26
Nebraska-W Iowa HCS,1170,213,899,58
"Aurora, CO HCS",1166,266,857,43
"St. Louis, MO HCS",1158,168,921,69
"New Orleans, LA HCS",1124,24,1023,77
New York Harbor HCS,1109,15,976,118
New Jersey HCS,1093,26,945,122
"Hines, IL HCS",1088,197,849,42
Middle Tennessee HCS,1055,103,914,38
"Kansas City, MO HCS",1054,211,802,41
"Chicago, IL HCS",1028,123,857,48
"Washington, DC HCS",934,45,822,67
"Loma Linda, CA HCS",921,83,816,22
"Las Vegas, NV HCS",907,103,772,32
"Philadelphia, PA HCS",885,73,754,58
"Salisbury, NC HCS",879,59,763,57
"Boston, MA HCS",859,34,728,97
"Bronx, NY HCS",840,15,731,94
"Mountain Home, TN HCS",838,87,708,43
"Gulf Coast, MS HCS",822,42,748,32
"Muskogee, OK HCS",818,110,652,56
"West Palm Beach, FL HCS",798,48,712,38
"Long Beach, CA HCS",797,52,726,19
"Indianapolis, IN HCS",795,156,579,60
"Fayetteville, NC HCS",784,44,710,30
"Birmingham, AL HCS",761,78,644,39
"Little Rock, AR HCS",761,80,656,25
"Shreveport, LA HCS",750,75,625,50
"Durham, NC HCS",719,76,606,37
"Oklahoma City, OK HCS",717,123,548,46
"Greater Los Angeles, CA HCS",715,38,640,37
"Madison, WI HCS",702,171,507,24
"Columbia, MO HCS",688,190,472,26
Central Alabama HCS,676,39,621,16
Connecticut HCS,673,98,535,40
"Dublin, GA HCS",665,28,616,21
"Fargo, ND HCS",655,156,449,50
"Augusta, GA HCS",652,28,584,40
"El Paso, TX HCS",651,140,483,28
"San Diego, CA HCS",640,48,580,12
N. California HCS,638,90,516,32
"Louisville, KY HCS",627,96,506,25
"Richmond, VA HCS",627,37,545,45
"Alexandria, LA HCS",621,38,553,30
"Boise, ID HCS",616,111,486,19
"Amarillo, TX HCS",603,90,498,15
"Salt Lake City, UT HCS",602,96,480,26
"Jackson, MS HCS",588,18,523,47
"Memphis, TN HCS",584,54,499,31
"San Juan, PR HCS",579,88,475,16
"Baltimore, MD HCS",576,55,487,34
"Ann Arbor, MI HCS",568,132,404,32
"Sioux Falls, SD HCS",550,126,400,24
"Iowa City, IA HCS",548,205,332,11
Southern Arizona HCS,542,59,442,41
"Asheville, NC HCS",533,47,452,34
"Puget Sound, WA HCS",527,58,447,22
"St. Cloud, MN HCS",514,143,353,18
"Fayetteville, AR HCS",510,76,412,22
"Palo Alto, CA HCS",508,23,452,33
"Hampton, VA HCS",488,28,448,12
"Dayton, OH HCS",483,120,345,18
"Lebanon, PA HCS",476,62,379,35
"Cincinnati, OH HCS",471,99,363,9
"Black Hills, SD HCS",470,100,358,12
"Fresno, CA HCS",470,34,415,21
Western New York HCS,466,55,366,45
"Detroit, MI HCS",449,40,350,59
"Lexington, KY HCS",420,60,327,33
"Northport, NY HCS",413,11,352,50
New Mexico HCS,409,105,284,20
Northern Indiana HCS,406,71,325,10
"Wichita, KS HCS",404,123,264,17
Montana HCS,403,102,295,6
Central Iowa HCS,401,111,273,17
"Tomah, WI HCS",396,89,303,4
Eastern Kansas HCS,388,94,289,5
"Pittsburgh, PA HCS",380,66,296,18
"Columbus, OH HCS",364,49,293,22
"Poplar Bluff, MO HCS",356,83,262,11
"Portland, OR HCS",354,49,291,14
"Bedford, MA HCS",342,8,297,37
"Hudson Valley, NY HCS",327,13,292,22
"Providence, RI HCS",327,42,256,29
"Salem, VA HCS",323,47,251,25
"Danville, IL HCS",321,36,274,11
"Reno, NV HCS",321,54,250,17
"Wilmington, DE HCS",318,18,280,20
"Battle Creek, MI HCS",299,47,237,15
"Iron Mountain, MI HCS",291,59,224,8
"Martinsburg, WV HCS",279,24,242,13
"Tuscaloosa, AL HCS",267,10,245,12
"Anchorage, AK HCS",250,51,197,2
"Wilkes-Barre, PA HCS",244,41,181,22
"San Francisco, CA HCS",236,16,207,13
Central Western Massachusetts HCS,229,21,186,22
"Spokane, WA HCS",228,0,208,20
"Big Spring, TX HCS",223,22,194,7
"Cheyenne, WY HCS",215,67,145,3
"Altoona, PA HCS",213,90,117,6
Northern Arizona HCS,207,20,179,8
"Marion, IL HCS",194,43,137,14
"Honolulu, HI HCS",184,12,165,7
"Saginaw, MI HCS",179,27,143,9
"Huntington, WV HCS",178,15,145,18
"Walla Walla, WA HCS",177,13,153,11
"Coatesville, PA HCS",162,12,138,12
"Finger Lakes, NY HCS",126,25,99,2
"Manchester, NH HCS",126,13,97,16
"Chillicothe, OH HCS",119,9,108,2
"Erie, PA HCS",113,38,71,4
"Grand Junction, CO HCS",113,30,78,5
"Togus, ME HCS",111,27,80,4
"Sheridan, WY HCS",109,25,84,0
"Butler, PA HCS",107,17,85,5
"Albany, NY HCS",84,15,61,8
"Syracuse, NY HCS",73,13,55,5
"Roseburg, OR HCS",63,12,51,0
"Clarksburg, WV HCS",61,13,45,3
"Beckley, WV HCS",43,8,34,1
"White River Junction, VT HCS",40,8,30,2
"White City, OR HCS",34,3,29,2
"Manila, PI HCS",0,0,0,0
