Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,894,22,767,105
New York Harbor HCS,810,32,679,99
"Bronx, NY HCS",684,19,584,81
"New Orleans, LA HCS",575,15,512,48
"North Chicago, IL HCS",535,49,479,7
"Philadelphia, PA HCS",532,15,483,34
"Washington, DC HCS",531,38,438,55
"Boston, MA HCS",523,18,439,66
"Chicago, IL HCS",411,19,367,25
Connecticut HCS,382,15,340,27
"Aurora, CO HCS",346,15,305,26
"Atlanta, GA HCS",337,45,270,22
"Cleveland, OH HCS",333,25,266,42
"Northport, NY HCS",331,15,283,33
"Indianapolis, IN HCS",318,11,266,41
"Detroit, MI HCS",307,16,252,39
"Hines, IL HCS",297,10,263,24
"Phoenix, AZ HCS",297,148,133,16
"Houston, TX HCS",285,99,174,12
"Columbia, SC HCS",283,59,211,13
"San Antonio, TX HCS",280,176,97,7
"Bedford, MA HCS",277,8,233,36
Western New York HCS,264,18,212,34
"Hudson Valley, NY HCS",259,6,240,13
"Miami, FL HCS",259,50,201,8
"Baltimore, MD HCS",233,13,203,17
"St. Louis, MO HCS",221,19,183,19
"Greater Los Angeles, CA HCS",220,76,134,10
"Orlando, FL HCS",212,83,125,4
"Long Beach, CA HCS",205,63,136,6
"Minneapolis, MN HCS",203,13,157,33
Nebraska-W Iowa HCS,184,26,137,21
"Richmond, VA HCS",180,23,144,13
"Bay Pines, FL HCS",179,85,91,3
"Dallas, TX HCS",175,44,121,10
"Ann Arbor, MI HCS",169,5,146,18
"Salisbury, NC HCS",166,33,115,18
"West Palm Beach, FL HCS",166,29,123,14
"Lebanon, PA HCS",164,17,129,18
"Fayetteville, NC HCS",156,9,138,9
"Loma Linda, CA HCS",152,50,98,4
"Jackson, MS HCS",151,18,118,15
"Puget Sound, WA HCS",151,14,129,8
"Milwaukee, WI HCS",149,16,126,7
"Wilmington, DE HCS",147,8,126,13
"Tampa, FL HCS",146,70,71,5
"Shreveport, LA HCS",140,24,104,12
"San Diego, CA HCS",139,30,106,3
"Providence, RI HCS",138,9,111,18
"Durham, NC HCS",132,25,101,6
Central Alabama HCS,126,40,82,4
Southern Arizona HCS,126,57,61,8
"Dublin, GA HCS",121,12,106,3
"Kansas City, MO HCS",120,10,105,5
Central Western Massachusetts HCS,116,8,99,9
"Las Vegas, NV HCS",115,23,91,1
"Temple, TX HCS",115,43,67,5
"Charleston, SC HCS",114,54,60,0
Middle Tennessee HCS,114,22,89,3
"Wilkes-Barre, PA HCS",111,9,88,14
"Birmingham, AL HCS",104,19,74,11
"Little Rock, AR HCS",102,27,69,6
"Martinsburg, WV HCS",102,6,85,11
"Salt Lake City, UT HCS",99,14,79,6
"Louisville, KY HCS",98,9,82,7
"Alexandria, LA HCS",89,28,57,4
"Cincinnati, OH HCS",89,13,73,3
"Augusta, GA HCS",86,21,58,7
"Gainesville, FL HCS",86,24,58,4
New Mexico HCS,84,10,62,12
"Hampton, VA HCS",83,9,69,5
"Coatesville, PA HCS",81,3,68,10
"Battle Creek, MI HCS",80,4,66,10
"Columbus, OH HCS",77,14,58,5
"Pittsburgh, PA HCS",77,6,68,3
"Portland, OR HCS",77,8,64,5
"San Juan, PR HCS",77,3,74,0
Northern Indiana HCS,74,12,57,5
"Palo Alto, CA HCS",72,16,49,7
"Memphis, TN HCS",70,4,60,6
Central Iowa HCS,69,8,55,6
"Oklahoma City, OK HCS",68,7,53,8
Texas Valley Coastal Bend HCS,65,40,22,3
"Fresno, CA HCS",63,21,41,1
"Tuscaloosa, AL HCS",62,12,47,3
"El Paso, TX HCS",61,6,48,7
"Asheville, NC HCS",60,13,36,11
"Manchester, NH HCS",59,4,47,8
N. California HCS,59,13,41,5
"Sioux Falls, SD HCS",59,5,51,3
"Spokane, WA HCS",59,4,48,7
"Dayton, OH HCS",54,8,43,3
"Fargo, ND HCS",54,6,35,13
"Madison, WI HCS",54,4,44,6
"Reno, NV HCS",51,12,34,5
"Gulf Coast, MS HCS",48,13,33,2
"Muskogee, OK HCS",46,6,32,8
"San Francisco, CA HCS",46,3,40,3
"Albany, NY HCS",44,3,34,7
"St. Cloud, MN HCS",42,8,33,1
Eastern Kansas HCS,41,8,33,0
