Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,821,50,677,94
New York Harbor HCS,719,44,582,93
"Bronx, NY HCS",600,42,491,67
"New Orleans, LA HCS",535,21,471,43
"Philadelphia, PA HCS",451,52,374,25
"Boston, MA HCS",416,40,326,50
"Washington, DC HCS",404,67,302,35
"North Chicago, IL HCS",383,75,306,2
"Chicago, IL HCS",313,44,250,19
Connecticut HCS,300,30,257,13
"Aurora, CO HCS",295,25,249,21
"Detroit, MI HCS",278,18,222,38
"Northport, NY HCS",268,23,217,28
"Indianapolis, IN HCS",267,37,196,34
"Cleveland, OH HCS",260,49,183,28
"Hudson Valley, NY HCS",243,18,214,11
"Bedford, MA HCS",235,14,190,31
Western New York HCS,220,40,151,29
"Atlanta, GA HCS",214,5,193,16
"Hines, IL HCS",205,39,151,15
"Minneapolis, MN HCS",162,35,104,23
"St. Louis, MO HCS",156,22,121,13
"Columbia, SC HCS",152,12,131,9
"Ann Arbor, MI HCS",145,7,124,14
"Baltimore, MD HCS",141,26,109,6
"Houston, TX HCS",140,23,109,8
"Miami, FL HCS",139,18,115,6
"Wilmington, DE HCS",123,23,90,10
"Lebanon, PA HCS",122,17,91,14
"Puget Sound, WA HCS",121,13,100,8
Nebraska-W Iowa HCS,115,28,73,14
"Richmond, VA HCS",114,34,71,9
"Greater Los Angeles, CA HCS",113,12,94,7
"Jackson, MS HCS",103,30,68,5
"Milwaukee, WI HCS",102,13,83,6
"Orlando, FL HCS",101,18,81,2
"Salisbury, NC HCS",101,17,69,15
"Dallas, TX HCS",98,19,72,7
"Fayetteville, NC HCS",96,36,56,4
"Long Beach, CA HCS",95,15,76,4
"Providence, RI HCS",93,4,74,15
"Shreveport, LA HCS",93,20,63,10
"Kansas City, MO HCS",92,12,77,3
"Durham, NC HCS",83,18,59,6
"Martinsburg, WV HCS",83,19,57,7
"Wilkes-Barre, PA HCS",83,10,63,10
"West Palm Beach, FL HCS",80,27,46,7
"Louisville, KY HCS",79,12,60,7
"San Diego, CA HCS",78,15,62,1
"Las Vegas, NV HCS",77,7,69,1
"Phoenix, AZ HCS",76,15,53,8
"San Juan, PR HCS",73,1,72,0
Central Western Massachusetts HCS,72,2,66,4
"San Antonio, TX HCS",71,9,55,7
"Hampton, VA HCS",70,6,60,4
"Little Rock, AR HCS",65,14,46,5
Middle Tennessee HCS,65,7,55,3
"Cincinnati, OH HCS",64,7,55,2
"Coatesville, PA HCS",63,18,36,9
"Loma Linda, CA HCS",62,11,50,1
