Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",3752,266,3468,18
"Cleveland, OH HCS",3472,304,3026,142
"Phoenix, AZ HCS",2971,331,2512,128
"San Antonio, TX HCS",2919,343,2468,108
"Columbia, SC HCS",2871,368,2382,121
"Orlando, FL HCS",2777,291,2435,51
"Atlanta, GA HCS",2705,330,2298,77
"Houston, TX HCS",2687,276,2322,89
"Loma Linda, CA HCS",2663,381,2219,63
"Minneapolis, MN HCS",2611,145,2317,149
"Gainesville, FL HCS",2557,309,2157,91
"Dallas, TX HCS",2522,328,2104,90
Middle Tennessee HCS,2508,294,2127,87
"Aurora, CO HCS",2378,120,2185,73
"Temple, TX HCS",2355,298,2002,55
"Milwaukee, WI HCS",2162,94,2008,60
"Long Beach, CA HCS",2101,368,1681,52
"Tampa, FL HCS",2024,181,1761,82
"Bay Pines, FL HCS",2014,183,1771,60
"Mountain Home, TN HCS",2011,262,1657,92
"Greater Los Angeles, CA HCS",1957,344,1557,56
"Las Vegas, NV HCS",1910,235,1619,56
"Hines, IL HCS",1903,110,1732,61
"Salisbury, NC HCS",1871,202,1593,76
"Indianapolis, IN HCS",1850,182,1580,88
Texas Valley Coastal Bend HCS,1836,111,1617,108
"St. Louis, MO HCS",1816,120,1639,57
"Kansas City, MO HCS",1805,171,1560,74
N. California HCS,1754,227,1474,53
"Charleston, SC HCS",1753,152,1569,32
"Muskogee, OK HCS",1717,219,1399,99
"Little Rock, AR HCS",1694,247,1393,54
Nebraska-W Iowa HCS,1683,139,1460,84
"Columbia, MO HCS",1666,137,1431,98
"San Diego, CA HCS",1611,235,1355,21
"Miami, FL HCS",1586,86,1458,42
"Chicago, IL HCS",1585,76,1448,61
"Oklahoma City, OK HCS",1565,195,1272,98
"Birmingham, AL HCS",1556,197,1288,71
"Philadelphia, PA HCS",1551,88,1390,73
"Washington, DC HCS",1526,127,1315,84
"New Orleans, LA HCS",1525,101,1343,81
New Jersey HCS,1520,83,1311,126
"Fayetteville, NC HCS",1503,186,1277,40
"Durham, NC HCS",1455,159,1246,50
"Boston, MA HCS",1444,114,1225,105
Southern Arizona HCS,1425,189,1152,84
New York Harbor HCS,1399,66,1210,123
"Louisville, KY HCS",1370,170,1147,53
"Gulf Coast, MS HCS",1343,138,1160,45
Connecticut HCS,1312,113,1143,56
"Lebanon, PA HCS",1307,181,1053,73
"Madison, WI HCS",1297,56,1179,62
"Boise, ID HCS",1265,99,1128,38
"Shreveport, LA HCS",1264,98,1094,72
"Ann Arbor, MI HCS",1260,104,1111,45
"Asheville, NC HCS",1245,177,1017,51
"Iowa City, IA HCS",1243,67,1125,51
"Salt Lake City, UT HCS",1235,109,1079,47
"Cincinnati, OH HCS",1225,134,1058,33
"Fayetteville, AR HCS",1222,159,1003,60
"Dayton, OH HCS",1209,98,1074,37
"Pittsburgh, PA HCS",1204,123,1035,46
