Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,933,18,806,109
New York Harbor HCS,859,28,729,102
"North Chicago, IL HCS",755,151,596,8
"Phoenix, AZ HCS",743,338,379,26
"New Orleans, LA HCS",715,33,625,57
"Bronx, NY HCS",705,11,609,85
"San Antonio, TX HCS",672,316,342,14
"Houston, TX HCS",610,259,331,20
"Boston, MA HCS",600,24,503,73
"Washington, DC HCS",576,26,492,59
"Philadelphia, PA HCS",564,17,509,38
"Orlando, FL HCS",563,296,262,5
"Atlanta, GA HCS",507,144,338,25
"Chicago, IL HCS",430,19,386,25
"Columbia, SC HCS",425,117,294,14
"Miami, FL HCS",418,132,278,8
"Cleveland, OH HCS",414,66,304,44
Connecticut HCS,398,12,356,30
"Tampa, FL HCS",396,160,231,5
"Bay Pines, FL HCS",393,171,218,5
"Aurora, CO HCS",379,22,329,28
"Long Beach, CA HCS",360,130,223,7
Texas Valley Coastal Bend HCS,360,262,93,5
"Northport, NY HCS",348,8,305,35
"Indianapolis, IN HCS",346,17,285,44
"Detroit, MI HCS",337,11,284,42
"Charleston, SC HCS",334,169,164,1
"Hines, IL HCS",326,17,283,26
"Greater Los Angeles, CA HCS",314,64,235,15
"Dallas, TX HCS",289,92,184,13
Western New York HCS,288,14,240,34
"Loma Linda, CA HCS",286,103,177,6
"Bedford, MA HCS",283,6,242,35
"West Palm Beach, FL HCS",272,80,175,17
"Hudson Valley, NY HCS",266,3,248,15
"Temple, TX HCS",264,132,125,7
"St. Louis, MO HCS",259,34,206,19
"Baltimore, MD HCS",256,18,219,19
"Salisbury, NC HCS",232,50,163,19
Southern Arizona HCS,229,92,123,14
"Minneapolis, MN HCS",223,19,170,34
"Las Vegas, NV HCS",219,99,115,5
"Gainesville, FL HCS",218,87,126,5
"San Diego, CA HCS",217,68,142,7
Nebraska-W Iowa HCS,209,19,167,23
"Richmond, VA HCS",204,16,171,17
Middle Tennessee HCS,201,62,133,6
"Ann Arbor, MI HCS",199,11,166,22
"Jackson, MS HCS",193,36,142,15
"Fayetteville, NC HCS",190,25,154,11
"Lebanon, PA HCS",190,20,151,19
Central Alabama HCS,182,46,131,5
"Puget Sound, WA HCS",178,17,153,8
"Milwaukee, WI HCS",177,24,146,7
"Alexandria, LA HCS",176,66,105,5
"Shreveport, LA HCS",171,17,137,17
"Wilmington, DE HCS",168,13,141,14
"Durham, NC HCS",165,21,138,6
"Dublin, GA HCS",158,23,131,4
"Kansas City, MO HCS",157,32,120,5
"Birmingham, AL HCS",150,42,97,11
"Little Rock, AR HCS",146,39,100,7
"Providence, RI HCS",143,4,119,20
"Augusta, GA HCS",142,50,80,12
"Palo Alto, CA HCS",133,46,79,8
Central Western Massachusetts HCS,129,4,115,10
"Salt Lake City, UT HCS",122,21,93,8
"Cincinnati, OH HCS",121,28,89,4
"Wilkes-Barre, PA HCS",118,5,99,14
"Martinsburg, WV HCS",117,12,94,11
"Louisville, KY HCS",116,16,92,8
"Pittsburgh, PA HCS",115,38,74,3
"Hampton, VA HCS",112,27,80,5
N. California HCS,107,40,62,5
New Mexico HCS,107,15,80,12
"El Paso, TX HCS",102,33,61,8
"Fresno, CA HCS",98,29,66,3
"Memphis, TN HCS",98,9,83,6
"Portland, OR HCS",96,13,77,6
"Columbus, OH HCS",95,12,76,7
Northern Indiana HCS,95,16,72,7
"Battle Creek, MI HCS",92,6,76,10
"Oklahoma City, OK HCS",92,20,62,10
"Asheville, NC HCS",89,18,59,12
"Gulf Coast, MS HCS",88,30,54,4
"Muskogee, OK HCS",87,33,46,8
"Coatesville, PA HCS",83,3,70,10
"Reno, NV HCS",83,24,50,9
"San Juan, PR HCS",83,3,79,1
Central Iowa HCS,81,11,63,7
"Boise, ID HCS",80,28,50,2
"Tuscaloosa, AL HCS",78,13,60,5
"Dayton, OH HCS",75,15,56,4
Northern Arizona HCS,71,28,43,0
"Spokane, WA HCS",71,12,51,8
"Sioux Falls, SD HCS",67,8,55,4
"Manchester, NH HCS",64,3,52,9
"Walla Walla, WA HCS",63,14,47,2
"Madison, WI HCS",62,6,50,6
"Fargo, ND HCS",61,7,41,13
"Amarillo, TX HCS",58,13,45,0
Eastern Kansas HCS,58,17,41,0
"San Francisco, CA HCS",58,11,44,3
"Iowa City, IA HCS",53,13,38,2
"Saginaw, MI HCS",50,3,45,2
"Mountain Home, TN HCS",47,19,28,0
"Albany, NY HCS",46,3,36,7
"St. Cloud, MN HCS",46,3,42,1
"Salem, VA HCS",45,16,27,2
"Fayetteville, AR HCS",40,15,23,2
"Lexington, KY HCS",39,9,28,2
"Togus, ME HCS",32,5,25,2
"Cheyenne, WY HCS",29,1,26,2
"Syracuse, NY HCS",29,3,23,3
