Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",4153,164,3966,23
"Cleveland, OH HCS",4144,194,3757,193
"Phoenix, AZ HCS",3750,243,3329,178
"Columbia, SC HCS",3710,250,3304,156
"San Antonio, TX HCS",3679,212,3338,129
"Atlanta, GA HCS",3469,260,3112,97
"Loma Linda, CA HCS",3425,204,3108,113
"Orlando, FL HCS",3360,214,3086,60
"Houston, TX HCS",3284,190,2986,108
"Dallas, TX HCS",3205,219,2866,120
"Gainesville, FL HCS",3121,185,2817,119
Middle Tennessee HCS,3086,175,2773,138
"Temple, TX HCS",3017,236,2705,76
"Minneapolis, MN HCS",2845,72,2605,168
"Greater Los Angeles, CA HCS",2708,184,2432,92
"Long Beach, CA HCS",2685,164,2439,82
"Aurora, CO HCS",2593,75,2439,79
"Milwaukee, WI HCS",2473,97,2300,76
"Tampa, FL HCS",2471,126,2245,100
"Salisbury, NC HCS",2455,141,2205,109
"Bay Pines, FL HCS",2447,134,2237,76
"Mountain Home, TN HCS",2435,107,2186,142
"Charleston, SC HCS",2331,184,2104,43
"Las Vegas, NV HCS",2249,127,2044,78
N. California HCS,2217,127,2011,79
"Indianapolis, IN HCS",2192,103,1987,102
"Little Rock, AR HCS",2129,172,1883,74
"Hines, IL HCS",2127,60,1989,78
Texas Valley Coastal Bend HCS,2106,77,1898,131
"San Diego, CA HCS",2091,159,1900,32
"Muskogee, OK HCS",2068,140,1806,122
"St. Louis, MO HCS",2060,89,1896,75
"Kansas City, MO HCS",2057,78,1893,86
"Birmingham, AL HCS",2013,134,1782,97
"Columbia, MO HCS",1919,78,1722,119
Nebraska-W Iowa HCS,1917,75,1735,107
"Fayetteville, NC HCS",1890,123,1714,53
"Oklahoma City, OK HCS",1873,86,1662,125
Southern Arizona HCS,1864,138,1600,126
"Durham, NC HCS",1862,121,1671,70
"Washington, DC HCS",1817,107,1609,101
"Miami, FL HCS",1812,83,1685,44
"Philadelphia, PA HCS",1768,62,1618,88
"New Orleans, LA HCS",1753,74,1589,90
"Boston, MA HCS",1752,106,1530,116
New Jersey HCS,1725,60,1524,141
"Chicago, IL HCS",1721,43,1605,73
"Louisville, KY HCS",1682,105,1505,72
"Gulf Coast, MS HCS",1679,96,1522,61
"Asheville, NC HCS",1672,119,1475,78
"Fayetteville, AR HCS",1652,124,1442,86
Connecticut HCS,1620,104,1444,72
"Lebanon, PA HCS",1601,100,1407,94
New York Harbor HCS,1601,76,1401,124
"Shreveport, LA HCS",1516,99,1333,84
"Cincinnati, OH HCS",1496,100,1354,42
"Palo Alto, CA HCS",1494,89,1333,72
"Augusta, GA HCS",1488,113,1305,70
"Richmond, VA HCS",1476,124,1285,67
"Madison, WI HCS",1445,59,1316,70
"Dayton, OH HCS",1440,81,1309,50
"Boise, ID HCS",1439,59,1327,53
