Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"Phoenix, AZ HCS",1058,161,851,46
"San Antonio, TX HCS",1032,204,800,28
"Houston, TX HCS",1001,177,792,32
New Jersey HCS,950,12,825,113
New York Harbor HCS,916,26,785,105
"North Chicago, IL HCS",898,70,820,8
"Orlando, FL HCS",884,200,675,9
Texas Valley Coastal Bend HCS,812,250,538,24
"Atlanta, GA HCS",803,169,606,28
"New Orleans, LA HCS",794,56,681,57
"Bronx, NY HCS",719,14,620,85
"Columbia, SC HCS",690,179,492,19
"Miami, FL HCS",682,158,515,9
"Boston, MA HCS",631,12,541,78
"Tampa, FL HCS",627,144,472,11
"Washington, DC HCS",622,36,528,58
"Charleston, SC HCS",598,144,449,5
"Philadelphia, PA HCS",590,18,533,39
"Bay Pines, FL HCS",569,105,456,8
"Cleveland, OH HCS",534,86,404,44
"Temple, TX HCS",495,125,360,10
"Long Beach, CA HCS",493,84,399,10
"Chicago, IL HCS",476,36,413,27
"Dallas, TX HCS",462,101,344,17
"Aurora, CO HCS",454,60,364,30
"Loma Linda, CA HCS",450,93,350,7
"Gainesville, FL HCS",431,107,316,8
Connecticut HCS,415,13,370,32
"Greater Los Angeles, CA HCS",415,54,338,23
"Las Vegas, NV HCS",398,118,273,7
"Indianapolis, IN HCS",393,31,317,45
"West Palm Beach, FL HCS",386,71,296,19
"Hines, IL HCS",357,20,310,27
"Northport, NY HCS",352,4,308,40
"St. Louis, MO HCS",338,63,256,19
"San Diego, CA HCS",333,65,261,7
"Detroit, MI HCS",326,12,277,38
"Salisbury, NC HCS",320,54,245,21
Southern Arizona HCS,309,45,242,22
Western New York HCS,309,10,263,36
Middle Tennessee HCS,307,70,228,9
"Baltimore, MD HCS",295,25,246,24
Nebraska-W Iowa HCS,289,61,202,26
"Shreveport, LA HCS",287,76,187,24
"Minneapolis, MN HCS",285,36,214,35
"Bedford, MA HCS",280,2,247,31
Central Alabama HCS,275,67,202,6
"Alexandria, LA HCS",274,68,197,9
"Birmingham, AL HCS",269,75,178,16
"Jackson, MS HCS",265,48,198,19
"Hudson Valley, NY HCS",262,4,245,13
"Milwaukee, WI HCS",255,62,184,9
"Fayetteville, NC HCS",253,37,203,13
"Kansas City, MO HCS",253,57,190,6
"Richmond, VA HCS",245,25,200,20
"Augusta, GA HCS",244,77,152,15
"Ann Arbor, MI HCS",241,27,189,25
"Dublin, GA HCS",241,61,176,4
"Palo Alto, CA HCS",238,79,146,13
"Puget Sound, WA HCS",237,41,187,9
"Gulf Coast, MS HCS",235,96,135,4
"Durham, NC HCS",230,41,182,7
"Fresno, CA HCS",222,73,141,8
"Hampton, VA HCS",218,82,131,5
"Little Rock, AR HCS",212,49,156,7
"Lebanon, PA HCS",211,15,175,21
"Memphis, TN HCS",210,47,153,10
N. California HCS,203,63,135,5
"Wilmington, DE HCS",184,11,158,15
