Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"San Antonio, TX HCS",1420,78,1289,53
"Houston, TX HCS",1392,59,1283,50
"North Chicago, IL HCS",1332,162,1162,8
"Phoenix, AZ HCS",1283,44,1178,61
"Orlando, FL HCS",1194,73,1104,17
Texas Valley Coastal Bend HCS,1188,84,1034,70
"Atlanta, GA HCS",1178,63,1074,41
New York Harbor HCS,1029,14,902,113
"Columbia, SC HCS",1014,85,888,41
New Jersey HCS,1002,7,880,115
"Miami, FL HCS",971,54,898,19
"New Orleans, LA HCS",964,20,881,63
"Gainesville, FL HCS",941,121,798,22
"Tampa, FL HCS",874,52,789,33
"Charleston, SC HCS",863,44,804,15
"Bay Pines, FL HCS",812,44,749,19
"Bronx, NY HCS",761,8,666,87
"Temple, TX HCS",734,65,653,16
"Washington, DC HCS",728,21,645,62
"Boston, MA HCS",723,10,628,85
"Dallas, TX HCS",709,56,624,29
"Philadelphia, PA HCS",672,17,609,46
"Cleveland, OH HCS",671,40,570,61
"Chicago, IL HCS",650,19,591,40
"Loma Linda, CA HCS",610,37,563,10
"Long Beach, CA HCS",595,36,545,14
"Las Vegas, NV HCS",583,55,512,16
"West Palm Beach, FL HCS",563,43,491,29
"Gulf Coast, MS HCS",543,51,473,19
Middle Tennessee HCS,543,60,467,16
"Aurora, CO HCS",531,14,484,33
"Greater Los Angeles, CA HCS",529,28,470,31
"St. Louis, MO HCS",528,64,436,28
"Hines, IL HCS",526,36,459,31
"Salisbury, NC HCS",520,41,451,28
"Indianapolis, IN HCS",488,27,411,50
Nebraska-W Iowa HCS,474,56,380,38
"Shreveport, LA HCS",451,48,367,36
Connecticut HCS,450,5,409,36
Central Alabama HCS,448,41,399,8
"Augusta, GA HCS",447,47,381,19
"Alexandria, LA HCS",439,29,394,16
"Minneapolis, MN HCS",436,61,331,44
"Birmingham, AL HCS",434,46,368,20
"San Diego, CA HCS",430,30,390,10
"Dublin, GA HCS",423,42,374,7
"Kansas City, MO HCS",416,61,347,8
Southern Arizona HCS,406,18,352,36
"Jackson, MS HCS",403,31,349,23
"Fayetteville, NC HCS",398,42,342,14
"Richmond, VA HCS",381,35,320,26
"Milwaukee, WI HCS",380,28,339,13
"Little Rock, AR HCS",379,52,318,9
"Durham, NC HCS",378,36,324,18
"Baltimore, MD HCS",377,25,328,24
"Northport, NY HCS",374,4,328,42
"Palo Alto, CA HCS",364,33,312,19
"Detroit, MI HCS",362,5,315,42
Western New York HCS,362,12,309,41
"Hampton, VA HCS",354,29,317,8
N. California HCS,350,44,293,13
"Memphis, TN HCS",339,36,288,15
"Puget Sound, WA HCS",335,23,299,13
"Mountain Home, TN HCS",332,56,267,9
"Fresno, CA HCS",331,31,287,13
"Muskogee, OK HCS",320,40,253,27
"Bedford, MA HCS",301,4,262,35
"Ann Arbor, MI HCS",294,13,255,26
"Hudson Valley, NY HCS",280,0,263,17
"Louisville, KY HCS",278,37,229,12
"Boise, ID HCS",274,37,228,9
"Asheville, NC HCS",265,28,213,24
"Lebanon, PA HCS",262,16,224,22
"Oklahoma City, OK HCS",262,35,208,19
"El Paso, TX HCS",237,6,218,13
"San Juan, PR HCS",230,36,186,8
"Wilmington, DE HCS",217,6,196,15
"Pittsburgh, PA HCS",211,12,187,12
"Cincinnati, OH HCS",206,14,186,6
"Columbus, OH HCS",200,11,179,10
"Salt Lake City, UT HCS",194,20,164,10
"Portland, OR HCS",178,10,161,7
"Dayton, OH HCS",174,28,137,9
Central Western Massachusetts HCS,170,3,152,15
Northern Indiana HCS,170,18,144,8
"Tuscaloosa, AL HCS",170,8,153,9
"Providence, RI HCS",168,4,143,21
"Martinsburg, WV HCS",164,9,144,11
"Spokane, WA HCS",163,11,138,14
New Mexico HCS,159,5,140,14
"Amarillo, TX HCS",157,23,132,2
"Fayetteville, AR HCS",152,24,117,11
"Lexington, KY HCS",146,18,122,6
"Reno, NV HCS",145,8,122,15
"San Francisco, CA HCS",145,12,126,7
Central Iowa HCS,144,28,108,8
Northern Arizona HCS,143,8,130,5
"Battle Creek, MI HCS",141,6,122,13
"Madison, WI HCS",138,21,110,7
"Wilkes-Barre, PA HCS",136,3,118,15
Eastern Kansas HCS,133,27,105,1
"Fargo, ND HCS",130,15,102,13
"Salem, VA HCS",125,24,93,8
"Iowa City, IA HCS",122,23,96,3
"Sioux Falls, SD HCS",120,13,101,6
"Walla Walla, WA HCS",118,10,102,6
"Wichita, KS HCS",118,17,97,4
"Big Spring, TX HCS",101,12,85,4
"Coatesville, PA HCS",101,4,87,10
"Saginaw, MI HCS",92,4,84,4
"Columbia, MO HCS",90,26,63,1
"Manchester, NH HCS",83,2,69,12
"St. Cloud, MN HCS",72,10,57,5
"Huntington, WV HCS",69,12,51,6
"Anchorage, AK HCS",64,11,53,0
Montana HCS,64,12,50,2
"Tomah, WI HCS",64,11,52,1
"Honolulu, HI HCS",63,22,41,0
"Black Hills, SD HCS",62,28,33,1
"Chillicothe, OH HCS",62,9,51,2
"Danville, IL HCS",55,14,40,1
"Albany, NY HCS",49,0,42,7
"Altoona, PA HCS",48,8,40,0
"Cheyenne, WY HCS",47,2,43,2
"Togus, ME HCS",46,3,40,3
"Iron Mountain, MI HCS",43,7,36,0
"Poplar Bluff, MO HCS",41,10,30,1
"Erie, PA HCS",35,4,28,3
"Butler, PA HCS",34,4,26,4
"Marion, IL HCS",31,7,24,0
"Finger Lakes, NY HCS",30,1,28,1
"Syracuse, NY HCS",30,1,26,3
"Grand Junction, CO HCS",26,2,21,3
"White River Junction, VT HCS",24,1,21,2
"Roseburg, OR HCS",23,2,21,0
"Clarksburg, WV HCS",19,3,16,0
"Sheridan, WY HCS",16,4,12,0
"Beckley, WV HCS",11,2,8,1
"White City, OR HCS",7,2,4,1
"Manila, PI HCS",0,0,0,0
