Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1878,108,1759,11
"San Antonio, TX HCS",1665,51,1537,77
"Houston, TX HCS",1597,38,1495,64
"Orlando, FL HCS",1516,85,1400,31
"Atlanta, GA HCS",1473,72,1346,55
"Phoenix, AZ HCS",1381,25,1277,79
Texas Valley Coastal Bend HCS,1370,15,1260,95
"Columbia, SC HCS",1366,81,1224,61
"Gainesville, FL HCS",1315,55,1208,52
"Miami, FL HCS",1123,24,1065,34
"Tampa, FL HCS",1109,49,1001,59
New York Harbor HCS,1072,10,945,117
"New Orleans, LA HCS",1064,13,980,71
New Jersey HCS,1045,15,909,121
"Charleston, SC HCS",1042,35,986,21
"Bay Pines, FL HCS",1017,43,933,41
"Dallas, TX HCS",978,55,881,42
"Temple, TX HCS",963,47,889,27
"St. Louis, MO HCS",876,50,773,53
"Washington, DC HCS",841,33,744,64
Middle Tennessee HCS,809,72,705,32
"Cleveland, OH HCS",808,37,695,76
"Bronx, NY HCS",798,6,699,93
"Boston, MA HCS",778,15,666,97
"Chicago, IL HCS",773,29,696,48
Nebraska-W Iowa HCS,772,82,643,47
"Loma Linda, CA HCS",746,20,708,18
"Philadelphia, PA HCS",735,21,659,55
"Las Vegas, NV HCS",709,49,631,29
"Hines, IL HCS",708,41,629,38
"Gulf Coast, MS HCS",700,26,646,28
"West Palm Beach, FL HCS",696,18,641,37
"Long Beach, CA HCS",694,27,649,18
"Minneapolis, MN HCS",687,81,549,57
"Kansas City, MO HCS",686,62,596,28
"Aurora, CO HCS",681,43,603,35
"Salisbury, NC HCS",681,36,601,44
"Milwaukee, WI HCS",638,137,482,19
"Greater Los Angeles, CA HCS",621,12,572,37
"Birmingham, AL HCS",618,48,534,36
"Fayetteville, NC HCS",615,33,560,22
"Dublin, GA HCS",591,34,537,20
Central Alabama HCS,586,32,542,12
"Shreveport, LA HCS",585,37,502,46
"Augusta, GA HCS",582,28,517,37
"Little Rock, AR HCS",570,40,512,18
"Indianapolis, IN HCS",564,30,476,58
"Mountain Home, TN HCS",562,72,459,31
"Alexandria, LA HCS",538,12,501,25
"Muskogee, OK HCS",532,55,431,46
"San Diego, CA HCS",526,23,492,11
"Jackson, MS HCS",520,13,462,45
"Durham, NC HCS",512,23,459,30
Connecticut HCS,511,10,461,40
"Richmond, VA HCS",501,26,445,30
N. California HCS,479,34,421,24
"Baltimore, MD HCS",474,9,432,33
"Palo Alto, CA HCS",460,21,411,28
"Oklahoma City, OK HCS",459,54,379,26
