Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,941,17,815,109
"Phoenix, AZ HCS",912,290,588,34
New York Harbor HCS,883,26,753,104
"North Chicago, IL HCS",822,107,707,8
"San Antonio, TX HCS",818,261,536,21
"Houston, TX HCS",813,275,514,24
"New Orleans, LA HCS",742,46,639,57
"Bronx, NY HCS",703,5,613,85
"Orlando, FL HCS",697,292,400,5
"Atlanta, GA HCS",643,203,414,26
"Boston, MA HCS",619,16,526,77
"Washington, DC HCS",594,32,504,58
"Philadelphia, PA HCS",576,18,520,38
Texas Valley Coastal Bend HCS,535,296,229,10
"Miami, FL HCS",533,156,368,9
"Columbia, SC HCS",510,149,347,14
"Tampa, FL HCS",474,144,322,8
"Charleston, SC HCS",468,169,297,2
"Bay Pines, FL HCS",465,130,330,5
"Cleveland, OH HCS",452,65,343,44
"Chicago, IL HCS",446,26,393,27
"Long Beach, CA HCS",417,117,291,9
"Aurora, CO HCS",403,32,343,28
Connecticut HCS,402,12,358,32
"Dallas, TX HCS",370,123,232,15
"Indianapolis, IN HCS",361,25,291,45
"Loma Linda, CA HCS",361,118,238,5
"Greater Los Angeles, CA HCS",358,62,277,19
"Northport, NY HCS",348,5,306,37
"Temple, TX HCS",348,143,196,9
"Hines, IL HCS",340,18,295,27
"Detroit, MI HCS",322,14,270,38
"West Palm Beach, FL HCS",309,79,212,18
"Gainesville, FL HCS",301,110,184,7
Western New York HCS,301,10,256,35
"Las Vegas, NV HCS",287,116,165,6
"St. Louis, MO HCS",280,35,226,19
"Bedford, MA HCS",278,2,245,31
"San Diego, CA HCS",274,69,198,7
Southern Arizona HCS,273,76,182,15
"Baltimore, MD HCS",269,18,229,22
"Salisbury, NC HCS",264,54,190,20
"Hudson Valley, NY HCS",258,2,243,13
Middle Tennessee HCS,250,80,164,6
"Minneapolis, MN HCS",250,30,185,35
Nebraska-W Iowa HCS,229,30,174,25
"Ann Arbor, MI HCS",219,15,179,25
"Jackson, MS HCS",217,40,161,16
"Richmond, VA HCS",215,16,181,18
"Fayetteville, NC HCS",212,33,167,12
"Shreveport, LA HCS",212,44,149,19
Central Alabama HCS,209,55,150,4
"Alexandria, LA HCS",207,60,141,6
"Birmingham, AL HCS",203,75,115,13
