Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,923,26,789,108
New York Harbor HCS,828,32,696,100
"Bronx, NY HCS",698,11,603,84
"North Chicago, IL HCS",660,102,550,8
"Boston, MA HCS",592,27,492,73
"New Orleans, LA HCS",592,24,520,48
"Washington, DC HCS",558,25,476,57
"Philadelphia, PA HCS",555,25,494,36
"Phoenix, AZ HCS",543,320,202,21
"San Antonio, TX HCS",514,336,169,9
"Houston, TX HCS",436,192,230,14
"Chicago, IL HCS",422,18,379,25
"Atlanta, GA HCS",406,76,307,23
Connecticut HCS,392,16,347,29
"Cleveland, OH HCS",383,52,287,44
"Orlando, FL HCS",371,207,159,5
"Aurora, CO HCS",364,16,321,27
"Columbia, SC HCS",349,90,246,13
"Indianapolis, IN HCS",335,15,279,41
"Northport, NY HCS",335,8,293,34
"Miami, FL HCS",334,88,238,8
"Detroit, MI HCS",331,23,266,42
"Hines, IL HCS",317,18,275,24
"Bay Pines, FL HCS",305,149,151,5
"Long Beach, CA HCS",284,112,165,7
Western New York HCS,284,19,231,34
"Tampa, FL HCS",283,154,124,5
"Bedford, MA HCS",282,8,239,35
"Greater Los Angeles, CA HCS",270,110,148,12
"Hudson Valley, NY HCS",260,2,245,13
"Baltimore, MD HCS",249,19,212,18
"St. Louis, MO HCS",245,31,195,19
"Dallas, TX HCS",244,83,149,12
"West Palm Beach, FL HCS",227,62,151,14
"Charleston, SC HCS",223,118,105,0
"Minneapolis, MN HCS",215,19,162,34
Texas Valley Coastal Bend HCS,210,165,41,4
"Loma Linda, CA HCS",209,85,119,5
"Richmond, VA HCS",198,22,162,14
Nebraska-W Iowa HCS,197,23,152,22
"Ann Arbor, MI HCS",195,8,165,22
"Salisbury, NC HCS",195,34,143,18
"Temple, TX HCS",191,88,97,6
"San Diego, CA HCS",181,57,119,5
"Lebanon, PA HCS",177,20,139,18
Southern Arizona HCS,177,75,90,12
"Jackson, MS HCS",174,33,126,15
"Fayetteville, NC HCS",170,14,146,10
"Puget Sound, WA HCS",168,19,141,8
"Shreveport, LA HCS",164,27,122,15
"Las Vegas, NV HCS",162,61,98,3
"Milwaukee, WI HCS",159,13,139,7
"Wilmington, DE HCS",155,10,132,13
"Durham, NC HCS",153,27,120,6
Middle Tennessee HCS,152,47,102,3
Central Alabama HCS,150,41,104,5
"Providence, RI HCS",142,8,114,20
"Gainesville, FL HCS",141,62,75,4
"Dublin, GA HCS",140,20,117,3
"Alexandria, LA HCS",139,62,73,4
"Kansas City, MO HCS",137,21,112,4
Central Western Massachusetts HCS,129,6,114,9
"Little Rock, AR HCS",126,42,78,6
"Birmingham, AL HCS",121,22,88,11
"Augusta, GA HCS",112,28,74,10
"Cincinnati, OH HCS",112,30,78,4
"Salt Lake City, UT HCS",112,18,88,6
"Wilkes-Barre, PA HCS",112,4,94,14
"Palo Alto, CA HCS",111,50,54,7
"Martinsburg, WV HCS",108,9,88,11
"Louisville, KY HCS",103,7,89,7
"Hampton, VA HCS",98,20,73,5
New Mexico HCS,98,16,70,12
"Battle Creek, MI HCS",89,6,73,10
Northern Indiana HCS,88,13,69,6
"Portland, OR HCS",88,11,71,6
"Columbus, OH HCS",85,12,67,6
"El Paso, TX HCS",85,23,55,7
"Pittsburgh, PA HCS",83,9,71,3
"Coatesville, PA HCS",82,3,69,10
"Oklahoma City, OK HCS",82,19,55,8
N. California HCS,81,25,51,5
"Fresno, CA HCS",79,30,46,3
"San Juan, PR HCS",79,3,76,0
"Asheville, NC HCS",76,17,47,12
"Memphis, TN HCS",73,4,63,6
Central Iowa HCS,72,6,59,7
"Tuscaloosa, AL HCS",70,13,53,4
"Gulf Coast, MS HCS",69,28,37,4
"Reno, NV HCS",68,19,43,6
"Dayton, OH HCS",65,12,50,3
"Manchester, NH HCS",64,4,52,8
"Boise, ID HCS",63,30,31,2
"Spokane, WA HCS",63,5,51,7
"Fargo, ND HCS",60,8,39,13
"Muskogee, OK HCS",60,12,40,8
"Sioux Falls, SD HCS",60,1,56,3
"Madison, WI HCS",59,8,45,6
Northern Arizona HCS,58,36,22,0
"Walla Walla, WA HCS",55,16,37,2
