Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,920,24,788,108
New York Harbor HCS,826,34,692,100
"Bronx, NY HCS",698,13,601,84
"North Chicago, IL HCS",660,108,544,8
"New Orleans, LA HCS",591,24,519,48
"Boston, MA HCS",580,28,481,71
"Philadelphia, PA HCS",555,27,492,36
"Washington, DC HCS",553,22,474,57
"Phoenix, AZ HCS",512,305,186,21
"San Antonio, TX HCS",479,324,146,9
"Chicago, IL HCS",421,19,377,25
"Houston, TX HCS",408,176,219,13
Connecticut HCS,390,15,346,29
"Atlanta, GA HCS",389,66,300,23
"Cleveland, OH HCS",378,49,285,44
"Aurora, CO HCS",364,16,321,27
"Orlando, FL HCS",344,191,148,5
"Columbia, SC HCS",338,86,239,13
"Indianapolis, IN HCS",334,15,278,41
"Northport, NY HCS",334,7,293,34
"Detroit, MI HCS",329,23,264,42
"Hines, IL HCS",315,19,272,24
"Miami, FL HCS",309,74,227,8
Western New York HCS,281,17,230,34
"Bedford, MA HCS",280,7,238,35
"Bay Pines, FL HCS",274,138,144,5
"Tampa, FL HCS",272,157,110,5
"Long Beach, CA HCS",270,104,159,7
"Greater Los Angeles, CA HCS",263,105,147,11
"Hudson Valley, NY HCS",259,1,245,13
"Baltimore, MD HCS",248,20,210,18
"St. Louis, MO HCS",242,30,193,19
"Dallas, TX HCS",241,87,142,12
"Minneapolis, MN HCS",215,19,162,34
"West Palm Beach, FL HCS",205,50,141,14
"Charleston, SC HCS",201,106,96,0
"Loma Linda, CA HCS",201,80,116,5
"Richmond, VA HCS",197,24,159,14
Nebraska-W Iowa HCS,195,21,152,22
"Ann Arbor, MI HCS",194,7,165,22
"Salisbury, NC HCS",194,43,133,18
Texas Valley Coastal Bend HCS,186,147,35,4
"Temple, TX HCS",180,86,88,6
"Lebanon, PA HCS",177,21,138,18
"San Diego, CA HCS",175,53,117,5
"Fayetteville, NC HCS",168,14,144,10
"Puget Sound, WA HCS",165,17,140,8
Southern Arizona HCS,163,68,83,12
"Jackson, MS HCS",162,21,126,15
"Shreveport, LA HCS",159,27,117,15
"Milwaukee, WI HCS",158,16,135,7
"Las Vegas, NV HCS",155,56,96,3
"Wilmington, DE HCS",155,10,132,13
"Durham, NC HCS",151,26,119,6
Central Alabama HCS,149,44,100,5
Middle Tennessee HCS,144,43,98,3
"Providence, RI HCS",142,10,112,20
"Dublin, GA HCS",140,20,117,3
"Kansas City, MO HCS",132,18,110,4
"Gainesville, FL HCS",129,54,71,4
Central Western Massachusetts HCS,127,5,113,9
"Little Rock, AR HCS",119,36,77,6
"Birmingham, AL HCS",117,20,86,11
"Alexandria, LA HCS",116,44,68,4
"Wilkes-Barre, PA HCS",112,4,94,14
"Salt Lake City, UT HCS",111,17,88,6
"Cincinnati, OH HCS",110,29,77,4
"Augusta, GA HCS",109,30,70,9
"Martinsburg, WV HCS",107,8,88,11
"Palo Alto, CA HCS",104,45,52,7
"Louisville, KY HCS",103,8,88,7
"Hampton, VA HCS",96,18,73,5
New Mexico HCS,96,14,70,12
"Battle Creek, MI HCS",88,6,72,10
Northern Indiana HCS,87,12,69,6
"Portland, OR HCS",85,8,71,6
"Columbus, OH HCS",83,13,64,6
"Coatesville, PA HCS",82,4,68,10
"El Paso, TX HCS",82,22,53,7
"Pittsburgh, PA HCS",82,9,70,3
"Oklahoma City, OK HCS",80,17,55,8
"San Juan, PR HCS",79,4,75,0
"Fresno, CA HCS",78,28,47,3
"Asheville, NC HCS",76,21,43,12
N. California HCS,76,23,48,5
Central Iowa HCS,72,6,59,7
"Memphis, TN HCS",72,4,62,6
"Tuscaloosa, AL HCS",70,14,52,4
"Reno, NV HCS",66,18,42,6
"Dayton, OH HCS",65,12,50,3
"Manchester, NH HCS",63,3,52,8
"Spokane, WA HCS",62,4,51,7
"Boise, ID HCS",61,29,30,2
"Fargo, ND HCS",60,9,38,13
"Gulf Coast, MS HCS",60,22,35,3
"Sioux Falls, SD HCS",60,3,54,3
"Madison, WI HCS",59,8,45,6
"Muskogee, OK HCS",58,12,38,8
"Walla Walla, WA HCS",53,16,35,2
"San Francisco, CA HCS",50,4,43,3
"Amarillo, TX HCS",47,10,37,0
"Iowa City, IA HCS",47,7,38,2
"Saginaw, MI HCS",47,1,44,2
Eastern Kansas HCS,45,11,34,0
Northern Arizona HCS,45,23,22,0
"Albany, NY HCS",44,2,35,7
"St. Cloud, MN HCS",44,5,38,1
"Lexington, KY HCS",33,9,22,2
"Mountain Home, TN HCS",32,10,22,0
"Fayetteville, AR HCS",30,12,16,2
"Salem, VA HCS",30,8,20,2
"Togus, ME HCS",30,4,24,2
"Cheyenne, WY HCS",29,1,26,2
"Syracuse, NY HCS",26,2,21,3
"Chillicothe, OH HCS",23,2,20,1
"Finger Lakes, NY HCS",23,4,18,1
"Danville, IL HCS",22,2,20,0
"Huntington, WV HCS",21,2,17,2
