Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1613,151,1452,10
"San Antonio, TX HCS",1522,53,1405,64
"Houston, TX HCS",1479,39,1387,53
"Phoenix, AZ HCS",1332,28,1228,76
"Orlando, FL HCS",1295,44,1225,26
Texas Valley Coastal Bend HCS,1275,48,1143,84
"Atlanta, GA HCS",1273,39,1185,49
"Columbia, SC HCS",1142,83,1008,51
"Gainesville, FL HCS",1088,50,999,39
"Miami, FL HCS",1043,32,984,27
New York Harbor HCS,1040,6,918,116
New Jersey HCS,1017,10,886,121
"New Orleans, LA HCS",1015,16,929,70
"Tampa, FL HCS",964,36,880,48
"Charleston, SC HCS",928,28,882,18
"Bay Pines, FL HCS",890,29,831,30
"Temple, TX HCS",822,44,758,20
"Dallas, TX HCS",806,43,729,34
"Bronx, NY HCS",775,5,678,92
"Washington, DC HCS",773,30,680,63
"Boston, MA HCS",739,8,637,94
"Cleveland, OH HCS",722,26,624,72
"Chicago, IL HCS",707,19,640,48
"Philadelphia, PA HCS",695,12,626,57
"Loma Linda, CA HCS",655,27,616,12
"St. Louis, MO HCS",643,67,544,32
Middle Tennessee HCS,630,38,571,21
"Gulf Coast, MS HCS",629,43,562,24
"West Palm Beach, FL HCS",620,26,563,31
"Las Vegas, NV HCS",618,22,575,21
"Long Beach, CA HCS",618,13,589,16
"Hines, IL HCS",603,41,525,37
"Salisbury, NC HCS",596,40,522,34
"Greater Los Angeles, CA HCS",570,20,515,35
"Aurora, CO HCS",566,23,509,34
Nebraska-W Iowa HCS,563,59,464,40
"Augusta, GA HCS",512,28,458,26
Central Alabama HCS,509,40,458,11
"Kansas City, MO HCS",509,55,442,12
"Indianapolis, IN HCS",506,9,442,55
"Shreveport, LA HCS",504,32,433,39
"Birmingham, AL HCS",493,35,430,28
"Dublin, GA HCS",490,33,444,13
"Minneapolis, MN HCS",489,39,401,49
"Fayetteville, NC HCS",481,58,403,20
Connecticut HCS,478,4,436,38
"San Diego, CA HCS",476,28,436,12
"Alexandria, LA HCS",474,25,429,20
"Jackson, MS HCS",469,33,403,33
"Little Rock, AR HCS",467,52,403,12
"Durham, NC HCS",444,38,381,25
"Richmond, VA HCS",431,28,376,27
"Baltimore, MD HCS",427,33,363,31
Southern Arizona HCS,415,6,370,39
"Milwaukee, WI HCS",412,20,376,16
"Mountain Home, TN HCS",403,38,347,18
"Palo Alto, CA HCS",400,20,356,24
N. California HCS,399,34,348,17
"Hampton, VA HCS",392,15,368,9
"Memphis, TN HCS",380,32,330,18
"Northport, NY HCS",379,3,327,49
Western New York HCS,379,14,323,42
"Muskogee, OK HCS",378,38,309,31
"Detroit, MI HCS",372,6,312,54
"Fresno, CA HCS",365,19,329,17
"Puget Sound, WA HCS",357,9,335,13
"Louisville, KY HCS",322,27,280,15
"Ann Arbor, MI HCS",316,12,275,29
"Bedford, MA HCS",302,1,264,37
"Boise, ID HCS",302,17,273,12
"Asheville, NC HCS",299,25,248,26
"San Juan, PR HCS",294,48,238,8
"Oklahoma City, OK HCS",293,20,253,20
"Hudson Valley, NY HCS",283,2,260,21
"Lebanon, PA HCS",281,11,245,25
"El Paso, TX HCS",264,7,242,15
"Wilmington, DE HCS",238,14,206,18
"Pittsburgh, PA HCS",230,11,206,13
"Cincinnati, OH HCS",222,7,208,7
"Columbus, OH HCS",219,9,192,18
"Salt Lake City, UT HCS",217,14,192,11
"Fayetteville, AR HCS",207,36,158,13
"Dayton, OH HCS",200,12,178,10
"Tuscaloosa, AL HCS",200,18,173,9
"Portland, OR HCS",198,13,175,10
"Providence, RI HCS",196,7,166,23
"Amarillo, TX HCS",184,17,162,5
Northern Indiana HCS,183,9,166,8
"Martinsburg, WV HCS",182,13,157,12
Central Western Massachusetts HCS,181,1,160,20
"Lexington, KY HCS",177,19,147,11
"Madison, WI HCS",177,25,144,8
"San Francisco, CA HCS",175,11,155,9
"Spokane, WA HCS",174,7,151,16
Central Iowa HCS,169,17,142,10
"Reno, NV HCS",166,12,139,15
New Mexico HCS,165,4,147,14
"Fargo, ND HCS",164,24,125,15
"Sioux Falls, SD HCS",160,25,125,10
Eastern Kansas HCS,158,16,141,1
Northern Arizona HCS,152,6,138,8
"Salem, VA HCS",150,11,128,11
"Battle Creek, MI HCS",148,3,130,15
"Iowa City, IA HCS",148,19,125,4
"Wilkes-Barre, PA HCS",146,8,120,18
"Columbia, MO HCS",141,38,100,3
"Wichita, KS HCS",138,12,120,6
"Walla Walla, WA HCS",130,7,114,9
"Big Spring, TX HCS",122,10,107,5
"Honolulu, HI HCS",112,24,88,0
"Coatesville, PA HCS",108,4,94,10
"Black Hills, SD HCS",97,17,76,4
"Saginaw, MI HCS",97,3,87,7
"Huntington, WV HCS",92,13,69,10
"St. Cloud, MN HCS",91,13,73,5
"Manchester, NH HCS",89,2,74,13
"Danville, IL HCS",82,10,70,2
"Tomah, WI HCS",82,8,73,1
"Anchorage, AK HCS",81,7,73,1
"Chillicothe, OH HCS",80,14,64,2
Montana HCS,75,10,62,3
"Poplar Bluff, MO HCS",61,17,42,2
