Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1854,111,1732,11
"San Antonio, TX HCS",1656,50,1529,77
"Houston, TX HCS",1583,35,1484,64
"Orlando, FL HCS",1502,88,1384,30
"Atlanta, GA HCS",1456,73,1329,54
"Phoenix, AZ HCS",1380,28,1273,79
Texas Valley Coastal Bend HCS,1367,19,1253,95
"Columbia, SC HCS",1340,72,1209,59
"Gainesville, FL HCS",1306,75,1180,51
"Miami, FL HCS",1117,26,1058,33
"Tampa, FL HCS",1099,53,987,59
New York Harbor HCS,1069,10,942,117
"New Orleans, LA HCS",1062,15,976,71
New Jersey HCS,1042,13,908,121
"Charleston, SC HCS",1027,29,977,21
"Bay Pines, FL HCS",1007,40,926,41
"Dallas, TX HCS",964,56,867,41
"Temple, TX HCS",956,45,884,27
"St. Louis, MO HCS",865,73,744,48
"Washington, DC HCS",833,28,741,64
"Cleveland, OH HCS",802,43,684,75
"Bronx, NY HCS",797,9,695,93
Middle Tennessee HCS,785,61,692,32
"Boston, MA HCS",776,19,660,97
"Chicago, IL HCS",768,28,692,48
Nebraska-W Iowa HCS,755,92,618,45
"Loma Linda, CA HCS",739,22,699,18
"Philadelphia, PA HCS",728,18,655,55
"Gulf Coast, MS HCS",696,27,641,28
"Las Vegas, NV HCS",695,42,626,27
"Hines, IL HCS",694,37,619,38
"West Palm Beach, FL HCS",694,21,636,37
"Long Beach, CA HCS",690,28,644,18
"Kansas City, MO HCS",678,72,578,28
"Salisbury, NC HCS",672,36,592,44
"Aurora, CO HCS",670,40,595,35
"Minneapolis, MN HCS",667,83,528,56
"Greater Los Angeles, CA HCS",615,12,566,37
"Fayetteville, NC HCS",606,37,548,21
"Milwaukee, WI HCS",605,125,463,17
"Birmingham, AL HCS",600,43,521,36
"Shreveport, LA HCS",582,42,495,45
"Dublin, GA HCS",581,31,530,20
Central Alabama HCS,579,33,534,12
"Augusta, GA HCS",576,30,510,36
"Little Rock, AR HCS",563,46,499,18
"Indianapolis, IN HCS",560,30,473,57
