Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"Houston, TX HCS",1372,81,1245,46
"San Antonio, TX HCS",1362,82,1230,50
"Phoenix, AZ HCS",1263,43,1162,58
"North Chicago, IL HCS",1257,135,1114,8
"Orlando, FL HCS",1172,85,1071,16
"Atlanta, GA HCS",1137,82,1018,37
Texas Valley Coastal Bend HCS,1132,79,989,64
New York Harbor HCS,1022,14,896,112
New Jersey HCS,998,8,875,115
"Columbia, SC HCS",982,91,851,40
"New Orleans, LA HCS",955,23,870,62
"Miami, FL HCS",952,71,864,17
"Gainesville, FL HCS",895,134,740,21
"Tampa, FL HCS",847,55,764,28
"Charleston, SC HCS",844,59,771,14
"Bay Pines, FL HCS",804,58,727,19
"Bronx, NY HCS",755,6,662,87
"Boston, MA HCS",720,11,624,85
"Washington, DC HCS",712,27,625,60
"Temple, TX HCS",695,64,616,15
"Dallas, TX HCS",674,65,585,24
"Philadelphia, PA HCS",665,22,598,45
"Cleveland, OH HCS",659,37,562,60
"Chicago, IL HCS",642,23,580,39
"Loma Linda, CA HCS",590,36,545,9
"Long Beach, CA HCS",581,35,532,14
"Las Vegas, NV HCS",562,63,486,13
"West Palm Beach, FL HCS",549,52,469,28
"Gulf Coast, MS HCS",524,72,435,17
"Greater Los Angeles, CA HCS",517,21,468,28
Middle Tennessee HCS,517,66,437,14
"Aurora, CO HCS",510,15,463,32
"Hines, IL HCS",505,32,443,30
"St. Louis, MO HCS",499,66,408,25
"Salisbury, NC HCS",492,39,427,26
"Indianapolis, IN HCS",481,37,395,49
Nebraska-W Iowa HCS,445,57,356,32
Connecticut HCS,440,5,400,35
Central Alabama HCS,437,44,385,8
"Shreveport, LA HCS",437,53,351,33
"Birmingham, AL HCS",424,66,339,19
"Alexandria, LA HCS",423,38,370,15
"Augusta, GA HCS",423,59,345,19
"San Diego, CA HCS",416,22,385,9
"Minneapolis, MN HCS",413,60,311,42
"Dublin, GA HCS",412,49,356,7
"Kansas City, MO HCS",400,60,332,8
"Jackson, MS HCS",398,42,334,22
Southern Arizona HCS,392,14,344,34
"Milwaukee, WI HCS",374,34,327,13
"Northport, NY HCS",371,3,327,41
"Fayetteville, NC HCS",370,30,327,13
"Little Rock, AR HCS",363,56,299,8
"Richmond, VA HCS",361,39,298,24
"Baltimore, MD HCS",358,19,315,24
Western New York HCS,358,14,305,39
"Detroit, MI HCS",357,5,311,41
"Durham, NC HCS",352,26,312,14
"Palo Alto, CA HCS",351,44,289,18
"Hampton, VA HCS",340,37,295,8
N. California HCS,334,52,269,13
"Memphis, TN HCS",321,39,268,14
"Puget Sound, WA HCS",320,24,283,13
"Fresno, CA HCS",316,36,267,13
"Mountain Home, TN HCS",314,67,239,8
"Bedford, MA HCS",298,4,259,35
"Muskogee, OK HCS",294,41,228,25
"Ann Arbor, MI HCS",284,14,244,26
"Hudson Valley, NY HCS",279,1,261,17
"Louisville, KY HCS",268,43,213,12
"Boise, ID HCS",259,33,217,9
"Lebanon, PA HCS",258,17,219,22
"Asheville, NC HCS",245,24,199,22
"Oklahoma City, OK HCS",234,30,186,18
"El Paso, TX HCS",229,14,204,11
"San Juan, PR HCS",223,45,170,8
"Wilmington, DE HCS",217,9,193,15
"Pittsburgh, PA HCS",203,9,182,12
"Cincinnati, OH HCS",202,13,183,6
"Columbus, OH HCS",198,14,174,10
"Salt Lake City, UT HCS",179,12,159,8
"Portland, OR HCS",172,12,153,7
Central Western Massachusetts HCS,169,1,153,15
"Tuscaloosa, AL HCS",169,11,149,9
"Dayton, OH HCS",165,23,135,7
"Providence, RI HCS",163,3,140,20
"Spokane, WA HCS",161,16,132,13
Northern Indiana HCS,157,13,136,8
"Martinsburg, WV HCS",153,5,137,11
New Mexico HCS,153,4,135,14
"Lexington, KY HCS",144,34,105,5
"Amarillo, TX HCS",143,17,124,2
"Reno, NV HCS",143,9,119,15
Northern Arizona HCS,141,10,126,5
"Battle Creek, MI HCS",139,6,121,12
"San Francisco, CA HCS",139,10,123,6
Central Iowa HCS,138,29,101,8
"Fayetteville, AR HCS",135,21,105,9
"Wilkes-Barre, PA HCS",134,3,116,15
"Madison, WI HCS",130,15,108,7
"Fargo, ND HCS",121,12,96,13
Eastern Kansas HCS,117,18,98,1
"Walla Walla, WA HCS",115,9,100,6
"Wichita, KS HCS",114,19,91,4
"Sioux Falls, SD HCS",113,10,99,4
"Iowa City, IA HCS",110,20,87,3
"Salem, VA HCS",109,19,81,9
"Coatesville, PA HCS",100,3,87,10
"Big Spring, TX HCS",95,11,80,4
"Saginaw, MI HCS",93,6,83,4
"Manchester, NH HCS",82,2,69,11
"Columbia, MO HCS",78,26,51,1
"St. Cloud, MN HCS",66,8,54,4
"Anchorage, AK HCS",62,14,48,0
"Huntington, WV HCS",62,11,45,6
"Tomah, WI HCS",58,5,52,1
"Chillicothe, OH HCS",54,3,49,2
"Honolulu, HI HCS",54,17,37,0
Montana HCS,52,6,45,1
"Albany, NY HCS",49,1,41,7
"Cheyenne, WY HCS",46,1,43,2
"Togus, ME HCS",46,4,39,3
"Danville, IL HCS",45,7,37,1
"Black Hills, SD HCS",44,16,27,1
"Altoona, PA HCS",42,5,37,0
"Iron Mountain, MI HCS",41,9,32,0
"Poplar Bluff, MO HCS",37,9,28,0
"Erie, PA HCS",33,2,28,3
"Finger Lakes, NY HCS",30,2,27,1
"Syracuse, NY HCS",30,1,26,3
"Butler, PA HCS",29,2,23,4
"Marion, IL HCS",26,3,23,0
"White River Junction, VT HCS",24,2,20,2
"Grand Junction, CO HCS",22,1,19,2
"Roseburg, OR HCS",22,1,21,0
"Clarksburg, WV HCS",18,4,14,0
"Sheridan, WY HCS",15,5,10,0
"Beckley, WV HCS",10,1,8,1
"White City, OR HCS",6,2,4,0
"Manila, PI HCS",0,0,0,0
