Facility ID,Facility,Latitude,Longitude,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
652,"Richmond, VA HCS",37.49796,-77.46681,441,20,393,28
590,"Hampton, VA HCS",37.015768,-76.332371,405,16,379,10
658,"Salem, VA HCS",37.276111,-80.023889,154,6,135,13
