Facility ID,Facility,Latitude,Longitude,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
652,"Richmond, VA HCS",37.49796,-77.46681,931,76,799,56
590,"Hampton, VA HCS",37.015768,-76.332371,737,80,643,14
658,"Salem, VA HCS",37.276111,-80.023889,573,49,491,33
