Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1597,170,1417,10
"San Antonio, TX HCS",1517,53,1401,63
"Houston, TX HCS",1465,40,1373,52
"Phoenix, AZ HCS",1323,26,1221,76
"Orlando, FL HCS",1288,47,1215,26
Texas Valley Coastal Bend HCS,1268,48,1136,84
"Atlanta, GA HCS",1266,39,1180,47
"Columbia, SC HCS",1122,74,997,51
"Gainesville, FL HCS",1087,58,990,39
"Miami, FL HCS",1042,37,978,27
New York Harbor HCS,1039,4,919,116
New Jersey HCS,1016,10,885,121
"New Orleans, LA HCS",1014,18,927,69
"Tampa, FL HCS",956,32,877,47
"Charleston, SC HCS",922,29,875,18
"Bay Pines, FL HCS",889,31,828,30
"Temple, TX HCS",817,42,755,20
"Dallas, TX HCS",794,39,721,34
"Bronx, NY HCS",776,5,679,92
"Washington, DC HCS",768,33,672,63
"Boston, MA HCS",737,6,637,94
"Cleveland, OH HCS",717,25,620,72
"Chicago, IL HCS",702,16,638,48
"Philadelphia, PA HCS",695,16,622,57
"Loma Linda, CA HCS",648,24,612,12
"St. Louis, MO HCS",628,65,531,32
"Gulf Coast, MS HCS",619,47,548,24
Middle Tennessee HCS,619,41,557,21
"West Palm Beach, FL HCS",615,30,554,31
"Las Vegas, NV HCS",613,23,569,21
"Long Beach, CA HCS",613,10,587,16
"Hines, IL HCS",600,45,518,37
"Salisbury, NC HCS",592,43,515,34
"Greater Los Angeles, CA HCS",564,14,515,35
"Aurora, CO HCS",561,25,502,34
Nebraska-W Iowa HCS,550,48,462,40
Central Alabama HCS,506,41,455,10
"Indianapolis, IN HCS",505,10,440,55
"Augusta, GA HCS",504,30,449,25
"Shreveport, LA HCS",497,28,430,39
"Kansas City, MO HCS",488,44,432,12
"Birmingham, AL HCS",484,30,426,28
"Minneapolis, MN HCS",482,36,397,49
"Dublin, GA HCS",479,23,443,13
"Alexandria, LA HCS",470,23,427,20
"Fayetteville, NC HCS",467,51,396,20
Connecticut HCS,464,2,424,38
"Jackson, MS HCS",463,33,397,33
"San Diego, CA HCS",462,21,430,11
"Little Rock, AR HCS",460,59,389,12
"Durham, NC HCS",436,36,376,24
"Richmond, VA HCS",426,28,371,27
"Baltimore, MD HCS",424,31,362,31
Southern Arizona HCS,413,5,369,39
"Milwaukee, WI HCS",405,20,369,16
"Palo Alto, CA HCS",396,17,356,23
"Mountain Home, TN HCS",395,37,341,17
N. California HCS,392,31,344,17
"Hampton, VA HCS",389,20,360,9
"Northport, NY HCS",379,3,327,49
Western New York HCS,378,13,323,42
"Memphis, TN HCS",373,28,328,17
"Detroit, MI HCS",372,6,312,54
"Muskogee, OK HCS",369,32,306,31
