Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"San Antonio, TX HCS",1151,125,989,37
"Houston, TX HCS",1138,116,980,42
"Phoenix, AZ HCS",1108,77,983,48
"North Chicago, IL HCS",1029,108,913,8
"Orlando, FL HCS",1026,146,869,11
New Jersey HCS,973,13,846,114
"Atlanta, GA HCS",972,138,801,33
New York Harbor HCS,964,33,822,109
Texas Valley Coastal Bend HCS,936,127,765,44
"New Orleans, LA HCS",847,48,739,60
"Miami, FL HCS",834,134,689,11
"Columbia, SC HCS",818,136,654,28
"Bronx, NY HCS",733,10,638,85
"Tampa, FL HCS",724,83,619,22
"Charleston, SC HCS",717,104,605,8
"Boston, MA HCS",707,17,605,85
"Bay Pines, FL HCS",677,87,579,11
"Washington, DC HCS",672,51,561,60
"Philadelphia, PA HCS",628,31,557,40
"Gainesville, FL HCS",618,153,453,12
"Chicago, IL HCS",607,37,532,38
"Cleveland, OH HCS",600,67,484,49
"Temple, TX HCS",551,65,473,13
"Dallas, TX HCS",523,68,434,21
"Long Beach, CA HCS",518,45,463,10
"Loma Linda, CA HCS",501,69,424,8
"Aurora, CO HCS",483,42,410,31
"Las Vegas, NV HCS",476,94,375,7
"West Palm Beach, FL HCS",474,76,376,22
"Hines, IL HCS",452,46,377,29
"Greater Los Angeles, CA HCS",449,39,385,25
Connecticut HCS,430,8,388,34
"Indianapolis, IN HCS",428,38,343,47
Middle Tennessee HCS,391,69,309,13
"St. Louis, MO HCS",389,41,327,21
"San Diego, CA HCS",366,40,319,7
Central Alabama HCS,360,60,294,6
"Northport, NY HCS",359,3,315,41
Nebraska-W Iowa HCS,356,56,272,28
"Shreveport, LA HCS",350,65,258,27
"Gulf Coast, MS HCS",348,90,249,9
"Detroit, MI HCS",343,8,296,39
"Salisbury, NC HCS",340,24,294,22
"Minneapolis, MN HCS",339,55,247,37
"Birmingham, AL HCS",335,73,245,17
"Alexandria, LA HCS",334,61,263,10
"Milwaukee, WI HCS",328,61,256,11
Western New York HCS,327,16,274,37
Southern Arizona HCS,326,27,274,25
"Baltimore, MD HCS",322,36,262,24
"Augusta, GA HCS",315,70,228,17
"Dublin, GA HCS",314,61,249,4
"Jackson, MS HCS",310,41,247,22
"Kansas City, MO HCS",303,48,248,7
"Palo Alto, CA HCS",286,65,208,13
"Bedford, MA HCS",276,1,244,31
"Puget Sound, WA HCS",274,40,223,11
"Hudson Valley, NY HCS",270,1,254,15
"Richmond, VA HCS",267,26,221,20
"Memphis, TN HCS",265,54,198,13
"Fresno, CA HCS",264,58,196,10
"Fayetteville, NC HCS",263,16,234,13
"Ann Arbor, MI HCS",260,23,211,26
"Little Rock, AR HCS",259,56,196,7
"Hampton, VA HCS",253,56,192,5
N. California HCS,251,42,200,9
"Durham, NC HCS",247,19,219,9
"Lebanon, PA HCS",228,15,191,22
"Mountain Home, TN HCS",214,81,126,7
"Muskogee, OK HCS",205,62,131,12
"Boise, ID HCS",203,56,142,5
"Louisville, KY HCS",203,53,140,10
"Wilmington, DE HCS",199,14,170,15
"El Paso, TX HCS",187,16,161,10
"Pittsburgh, PA HCS",186,23,155,8
"Oklahoma City, OK HCS",176,38,124,14
"Cincinnati, OH HCS",174,18,151,5
"Salt Lake City, UT HCS",163,19,136,8
"Asheville, NC HCS",158,34,109,15
"San Juan, PR HCS",155,34,115,6
"Providence, RI HCS",154,6,129,19
"Columbus, OH HCS",153,21,123,9
"Portland, OR HCS",153,28,119,6
Central Western Massachusetts HCS,149,3,134,12
"Tuscaloosa, AL HCS",147,26,113,8
"Martinsburg, WV HCS",143,8,124,11
New Mexico HCS,138,7,117,14
"Spokane, WA HCS",132,35,87,10
Northern Indiana HCS,130,13,109,8
