Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",4132,237,3873,22
"Cleveland, OH HCS",4058,261,3615,182
"Phoenix, AZ HCS",3627,306,3155,166
"Columbia, SC HCS",3574,309,3114,151
"San Antonio, TX HCS",3560,280,3153,127
"Atlanta, GA HCS",3356,332,2932,92
"Loma Linda, CA HCS",3277,257,2919,101
"Orlando, FL HCS",3238,223,2959,56
"Houston, TX HCS",3159,195,2859,105
"Dallas, TX HCS",3075,253,2707,115
"Gainesville, FL HCS",3032,219,2702,111
Middle Tennessee HCS,2970,187,2658,125
"Temple, TX HCS",2869,225,2573,71
"Minneapolis, MN HCS",2789,91,2533,165
"Long Beach, CA HCS",2624,254,2294,76
"Greater Los Angeles, CA HCS",2561,233,2243,85
"Aurora, CO HCS",2554,80,2398,76
"Milwaukee, WI HCS",2421,113,2234,74
"Tampa, FL HCS",2385,119,2169,97
"Mountain Home, TN HCS",2369,118,2121,130
"Salisbury, NC HCS",2360,148,2118,94
"Bay Pines, FL HCS",2353,130,2150,73
"Charleston, SC HCS",2218,199,1981,38
"Las Vegas, NV HCS",2190,144,1972,74
N. California HCS,2154,174,1909,71
"Indianapolis, IN HCS",2137,100,1938,99
"Hines, IL HCS",2096,87,1934,75
Texas Valley Coastal Bend HCS,2055,82,1846,127
"Little Rock, AR HCS",2043,174,1801,68
"Kansas City, MO HCS",2026,110,1831,85
"San Diego, CA HCS",2022,181,1810,31
"St. Louis, MO HCS",2016,90,1855,71
"Muskogee, OK HCS",2010,154,1741,115
"Birmingham, AL HCS",1945,160,1694,91
"Columbia, MO HCS",1878,83,1678,117
Nebraska-W Iowa HCS,1876,85,1688,103
"Oklahoma City, OK HCS",1830,110,1601,119
"Fayetteville, NC HCS",1820,135,1634,51
"Durham, NC HCS",1785,142,1582,61
"Miami, FL HCS",1751,75,1633,43
"Washington, DC HCS",1750,117,1536,97
Southern Arizona HCS,1745,142,1486,117
"Philadelphia, PA HCS",1718,57,1575,86
"New Orleans, LA HCS",1714,88,1538,88
"Chicago, IL HCS",1702,57,1576,69
New Jersey HCS,1695,88,1467,140
"Boston, MA HCS",1690,111,1465,114
"Louisville, KY HCS",1639,139,1430,70
"Gulf Coast, MS HCS",1622,112,1452,58
"Asheville, NC HCS",1610,146,1390,74
"Fayetteville, AR HCS",1574,124,1368,82
New York Harbor HCS,1569,78,1368,123
Connecticut HCS,1567,110,1386,71
"Lebanon, PA HCS",1544,101,1351,92
"Shreveport, LA HCS",1471,108,1283,80
"Cincinnati, OH HCS",1447,115,1292,40
"Palo Alto, CA HCS",1445,115,1261,69
"Augusta, GA HCS",1431,141,1225,65
"Boise, ID HCS",1412,72,1289,51
"Dayton, OH HCS",1411,94,1267,50
"Madison, WI HCS",1408,59,1281,68
"Richmond, VA HCS",1405,140,1201,64
"Salt Lake City, UT HCS",1404,70,1280,54
"Ann Arbor, MI HCS",1398,76,1272,50
"Pittsburgh, PA HCS",1383,76,1249,58
"West Palm Beach, FL HCS",1373,76,1245,52
"Bronx, NY HCS",1354,51,1194,109
"Fresno, CA HCS",1347,114,1172,61
Central Alabama HCS,1345,112,1194,39
"Iowa City, IA HCS",1345,65,1225,55
New Mexico HCS,1282,72,1132,78
"Dublin, GA HCS",1281,82,1166,33
"Fargo, ND HCS",1257,27,1126,104
"Baltimore, MD HCS",1234,79,1110,45
Northern Indiana HCS,1230,71,1115,44
"Columbus, OH HCS",1206,66,1092,48
"El Paso, TX HCS",1183,60,1033,90
"Wichita, KS HCS",1169,78,1033,58
"Amarillo, TX HCS",1158,39,1072,47
"Puget Sound, WA HCS",1156,45,1062,49
"St. Cloud, MN HCS",1150,26,1070,54
"Sioux Falls, SD HCS",1147,47,1035,65
Western New York HCS,1146,68,1013,65
Eastern Kansas HCS,1145,59,1058,28
"Lexington, KY HCS",1137,100,960,77
"Memphis, TN HCS",1107,63,984,60
Montana HCS,1095,44,1007,44
Central Iowa HCS,1081,44,987,50
"Hampton, VA HCS",1075,102,957,16
"Poplar Bluff, MO HCS",1036,35,928,73
