Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Cleveland, OH HCS",4263,157,3904,202,11769,1130
"North Chicago, IL HCS",4186,46,4117,23,2371,103
"Phoenix, AZ HCS",3881,187,3499,195,6347,1078
"Columbia, SC HCS",3859,195,3499,165,3723,30
"San Antonio, TX HCS",3806,196,3475,135,12579,5276
"Atlanta, GA HCS",3607,213,3290,104,4639,38
"Loma Linda, CA HCS",3517,142,3256,119,4978,34
"Orlando, FL HCS",3432,172,3196,64,19311,7497
"Dallas, TX HCS",3424,244,3049,131,9729,265
"Houston, TX HCS",3371,168,3091,112,7681,935
"Gainesville, FL HCS",3245,173,2949,123,13282,1703
Middle Tennessee HCS,3202,160,2898,144,6325,605
"Temple, TX HCS",3153,207,2865,81,4599,244
"Minneapolis, MN HCS",2899,76,2652,171,11043,502
"Greater Los Angeles, CA HCS",2778,112,2570,96,6730,2456
"Long Beach, CA HCS",2765,124,2552,89,5194,472
"Aurora, CO HCS",2614,56,2477,81,4141,160
"Salisbury, NC HCS",2571,139,2315,117,7034,949
"Tampa, FL HCS",2527,112,2310,105,14474,1296
"Milwaukee, WI HCS",2525,71,2377,77,7536,381
"Bay Pines, FL HCS",2501,111,2312,78,12789,2325
"Mountain Home, TN HCS",2480,88,2243,149,5157,872
"Charleston, SC HCS",2401,138,2214,49,7162,781
"Las Vegas, NV HCS",2320,114,2122,84,6782,1962
N. California HCS,2295,112,2102,81,8863,697
"Indianapolis, IN HCS",2244,94,2046,104,4437,172
"Little Rock, AR HCS",2195,128,1989,78,3819,1045
"Hines, IL HCS",2166,58,2029,79,8228,868
"San Diego, CA HCS",2159,120,2004,35,6707,214
Texas Valley Coastal Bend HCS,2157,71,1948,138,2728,418
"Muskogee, OK HCS",2115,107,1884,124,2895,228
"St. Louis, MO HCS",2107,81,1946,80,7043,903
"Kansas City, MO HCS",2099,72,1938,89,7754,1390
"Birmingham, AL HCS",2092,108,1881,103,7319,868
"Fayetteville, NC HCS",1973,117,1798,58,6823,242
Nebraska-W Iowa HCS,1966,76,1780,110,13148,2627
"Columbia, MO HCS",1957,63,1770,124,7076,1953
"Durham, NC HCS",1942,103,1762,77,4986,666
Southern Arizona HCS,1919,100,1684,135,4839,55
"Oklahoma City, OK HCS",1910,80,1699,131,5281,622
"Washington, DC HCS",1883,92,1686,105,5493,617
"Miami, FL HCS",1857,77,1735,45,9324,1386
"Boston, MA HCS",1815,94,1604,117,4908,334
"Philadelphia, PA HCS",1804,54,1662,88,6490,580
"New Orleans, LA HCS",1786,60,1636,90,9708,3808
New Jersey HCS,1765,55,1568,142,2169,88
"Chicago, IL HCS",1753,48,1628,77,6021,40
"Asheville, NC HCS",1737,89,1562,86,2823,47
"Gulf Coast, MS HCS",1736,96,1577,63,3444,407
"Louisville, KY HCS",1735,102,1557,76,3669,107
