Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Fayetteville, AR HCS",1707,86,1529,92,3024,560
Connecticut HCS,1683,93,1514,76,8857,1035
"Lebanon, PA HCS",1637,63,1472,102,3938,444
New York Harbor HCS,1636,62,1448,126,7494,1484
"Shreveport, LA HCS",1564,81,1392,91,3751,978
"Richmond, VA HCS",1560,130,1362,68,4595,969
"Augusta, GA HCS",1549,102,1373,74,5426,1877
"Palo Alto, CA HCS",1531,60,1396,75,4940,325
"Cincinnati, OH HCS",1525,67,1413,45,2939,432
"Madison, WI HCS",1476,46,1359,71,3836,145
"Dayton, OH HCS",1466,62,1354,50,4000,111
"Boise, ID HCS",1461,35,1369,57,4374,724
"Salt Lake City, UT HCS",1460,50,1353,57,3776,308
Central Alabama HCS,1459,75,1343,41,2093,53
"Pittsburgh, PA HCS",1455,62,1321,72,10448,1466
"West Palm Beach, FL HCS",1449,57,1334,58,9956,3226
"Ann Arbor, MI HCS",1442,40,1350,52,12766,1759
"Fresno, CA HCS",1417,64,1282,71,3660,178
"Bronx, NY HCS",1414,45,1260,109,2570,76
"Iowa City, IA HCS",1403,51,1289,63,2446,35
"Dublin, GA HCS",1373,60,1275,38,3473,481
New Mexico HCS,1349,54,1214,81,5688,496
"Baltimore, MD HCS",1333,58,1225,50,7643,313
"Fargo, ND HCS",1290,19,1164,107,4075,251
"El Paso, TX HCS",1289,61,1133,95,1912,111
Northern Indiana HCS,1285,37,1193,55,3261,298
"Columbus, OH HCS",1272,47,1174,51,2186,102
"Wichita, KS HCS",1237,60,1108,69,2333,284
Western New York HCS,1230,57,1105,68,6508,463
Eastern Kansas HCS,1210,55,1124,31,3105,399
"Amarillo, TX HCS",1208,32,1125,51,2635,358
"Sioux Falls, SD HCS",1206,50,1090,66,2578,300
"Puget Sound, WA HCS",1203,44,1110,49,6140,158
"Lexington, KY HCS",1201,70,1050,81,8015,888
"St. Cloud, MN HCS",1190,22,1113,55,3890,151
"Hampton, VA HCS",1182,90,1074,18,2272,281
"Memphis, TN HCS",1171,61,1045,65,6826,272
Central Iowa HCS,1140,51,1036,53,2360,59
Montana HCS,1136,34,1055,47,2556,56
"Martinsburg, WV HCS",1091,41,1006,44,2889,115
"Poplar Bluff, MO HCS",1085,43,965,77,1149,44
"Jackson, MS HCS",1072,43,966,63,3840,994
"Portland, OR HCS",1048,39,969,40,11087,1763
"Alexandria, LA HCS",1011,33,932,46,2549,509
"Salem, VA HCS",990,55,874,61,2012,28
"San Juan, PR HCS",989,24,920,45,8936,252
"Providence, RI HCS",979,54,855,70,1666,20
"Black Hills, SD HCS",974,21,915,38,3257,132
"Battle Creek, MI HCS",962,19,880,63,2051,65
"Reno, NV HCS",941,23,862,56,2266,33
"Marion, IL HCS",892,27,816,49,2326,440
"Altoona, PA HCS",891,32,813,46,2953,842
"Wilkes-Barre, PA HCS",873,47,776,50,2611,213
"Tomah, WI HCS",862,16,822,24,2232,130
"Syracuse, NY HCS",833,54,730,49,2755,33
"Wilmington, DE HCS",830,40,758,32,4865,679
"Northport, NY HCS",812,37,720,55,2915,102
"Detroit, MI HCS",778,26,671,81,2075,262
Northern Arizona HCS,766,22,707,37,2785,360
"Danville, IL HCS",743,25,679,39,1531,149
"Hudson Valley, NY HCS",740,27,683,30,2711,142
"Bedford, MA HCS",726,14,670,42,5478,1469
"Huntington, WV HCS",724,49,619,56,3727,410
"Saginaw, MI HCS",668,17,611,40,1930,73
"Finger Lakes, NY HCS",666,26,612,28,2195,218
"Iron Mountain, MI HCS",661,8,625,28,2627,440
"Erie, PA HCS",642,42,573,27,2224,332
"Tuscaloosa, AL HCS",638,12,592,34,1238,101
Central Western Massachusetts HCS,621,21,555,45,2052,121
"Cheyenne, WY HCS",620,16,582,22,2147,100
"San Francisco, CA HCS",603,36,539,28,2369,89
"Anchorage, AK HCS",602,13,578,11,2259,99
"Chillicothe, OH HCS",551,24,514,13,3272,624
"Albany, NY HCS",538,44,461,33,2199,38
"Big Spring, TX HCS",528,14,474,40,1740,66
"Manchester, NH HCS",509,23,463,23,1275,177
"Butler, PA HCS",474,13,446,15,2414,619
"Togus, ME HCS",463,40,405,18,1428,249
"Clarksburg, WV HCS",426,37,367,22,2799,362
"Grand Junction, CO HCS",417,26,371,20,2078,166
"Coatesville, PA HCS",416,14,384,18,2090,370
"Walla Walla, WA HCS",370,3,346,21,2132,176
"Sheridan, WY HCS",340,9,325,6,1250,118
"Honolulu, HI HCS",284,5,267,12,2663,219
"Spokane, WA HCS",256,2,234,20,1147,0
"Beckley, WV HCS",252,12,232,8,1390,127
"Roseburg, OR HCS",199,10,182,7,1447,33
"White City, OR HCS",194,8,167,19,1652,123
"White River Junction, VT HCS",190,23,162,5,1597,65
"Manila, PI HCS",2,0,2,0,0,0
