Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,927,19,800,108
New York Harbor HCS,849,26,721,102
"North Chicago, IL HCS",729,143,578,8
"Bronx, NY HCS",704,13,606,85
"Phoenix, AZ HCS",674,361,289,24
"San Antonio, TX HCS",623,332,279,12
"New Orleans, LA HCS",599,23,528,48
"Boston, MA HCS",598,28,497,73
"Washington, DC HCS",574,29,486,59
"Philadelphia, PA HCS",560,23,501,36
"Houston, TX HCS",550,252,281,17
"Orlando, FL HCS",506,284,217,5
"Atlanta, GA HCS",445,95,326,24
"Chicago, IL HCS",429,21,383,25
"Miami, FL HCS",405,131,266,8
"Cleveland, OH HCS",398,61,293,44
Connecticut HCS,394,12,353,29
"Columbia, SC HCS",391,99,279,13
"Aurora, CO HCS",374,21,325,28
"Bay Pines, FL HCS",367,172,190,5
"Tampa, FL HCS",359,171,183,5
"Northport, NY HCS",347,9,303,35
"Indianapolis, IN HCS",342,16,282,44
"Detroit, MI HCS",336,18,276,42
"Long Beach, CA HCS",325,120,198,7
"Hines, IL HCS",324,23,275,26
Texas Valley Coastal Bend HCS,296,230,62,4
Western New York HCS,286,15,237,34
"Greater Los Angeles, CA HCS",283,62,207,14
"Bedford, MA HCS",282,9,238,35
"Charleston, SC HCS",281,152,129,0
"Dallas, TX HCS",272,92,167,13
"Hudson Valley, NY HCS",264,1,248,15
"St. Louis, MO HCS",256,34,203,19
"West Palm Beach, FL HCS",256,73,166,17
"Baltimore, MD HCS",252,19,214,19
"Loma Linda, CA HCS",250,92,153,5
"Temple, TX HCS",230,117,107,6
"Minneapolis, MN HCS",223,23,166,34
"Salisbury, NC HCS",223,45,159,19
Nebraska-W Iowa HCS,204,23,158,23
"Las Vegas, NV HCS",203,90,108,5
"San Diego, CA HCS",199,63,130,6
"Ann Arbor, MI HCS",198,11,165,22
"Richmond, VA HCS",198,13,168,17
Southern Arizona HCS,198,72,113,13
"Fayetteville, NC HCS",189,26,152,11
"Gainesville, FL HCS",185,81,99,5
"Jackson, MS HCS",182,32,135,15
"Lebanon, PA HCS",182,16,147,19
Middle Tennessee HCS,182,54,122,6
"Puget Sound, WA HCS",171,18,145,8
"Shreveport, LA HCS",171,24,131,16
"Milwaukee, WI HCS",170,21,142,7
Central Alabama HCS,167,44,118,5
"Durham, NC HCS",162,23,133,6
"Wilmington, DE HCS",162,12,136,14
"Alexandria, LA HCS",151,53,94,4
"Kansas City, MO HCS",145,24,116,5
"Dublin, GA HCS",143,18,122,3
"Providence, RI HCS",142,4,118,20
"Little Rock, AR HCS",140,39,94,7
"Birmingham, AL HCS",135,28,96,11
Central Western Massachusetts HCS,129,4,115,10
"Augusta, GA HCS",127,39,78,10
"Palo Alto, CA HCS",124,50,67,7
"Martinsburg, WV HCS",117,15,91,11
"Cincinnati, OH HCS",116,26,86,4
"Wilkes-Barre, PA HCS",116,4,98,14
"Salt Lake City, UT HCS",115,15,92,8
"Louisville, KY HCS",113,13,92,8
"Hampton, VA HCS",106,26,75,5
New Mexico HCS,103,16,75,12
N. California HCS,100,40,55,5
"Memphis, TN HCS",95,9,80,6
"Pittsburgh, PA HCS",95,23,69,3
"El Paso, TX HCS",92,27,57,8
Northern Indiana HCS,92,14,72,6
"Columbus, OH HCS",91,11,74,6
"Oklahoma City, OK HCS",91,21,61,9
"Battle Creek, MI HCS",90,5,75,10
"Portland, OR HCS",90,9,75,6
"Fresno, CA HCS",88,26,59,3
"Asheville, NC HCS",84,18,54,12
"Coatesville, PA HCS",82,3,69,10
"San Juan, PR HCS",82,6,75,1
"Reno, NV HCS",80,28,45,7
Central Iowa HCS,78,10,61,7
"Gulf Coast, MS HCS",75,25,46,4
"Muskogee, OK HCS",72,23,41,8
"Tuscaloosa, AL HCS",71,10,56,5
"Boise, ID HCS",70,31,37,2
"Sioux Falls, SD HCS",67,8,56,3
"Spokane, WA HCS",67,9,50,8
"Dayton, OH HCS",65,8,53,4
"Manchester, NH HCS",64,3,53,8
Northern Arizona HCS,64,28,36,0
"Fargo, ND HCS",62,8,41,13
"Madison, WI HCS",61,6,49,6
"Walla Walla, WA HCS",60,19,39,2
"Amarillo, TX HCS",57,15,42,0
"San Francisco, CA HCS",53,6,44,3
"Iowa City, IA HCS",52,12,38,2
Eastern Kansas HCS,50,8,42,0
"Saginaw, MI HCS",50,4,44,2
"Albany, NY HCS",46,4,35,7
"St. Cloud, MN HCS",46,5,40,1
"Salem, VA HCS",43,14,27,2
"Mountain Home, TN HCS",41,13,28,0
"Fayetteville, AR HCS",38,15,21,2
"Lexington, KY HCS",36,9,25,2
"Togus, ME HCS",32,5,25,2
"Cheyenne, WY HCS",29,1,26,2
"Big Spring, TX HCS",27,11,14,2
"Syracuse, NY HCS",27,2,22,3
"Chillicothe, OH HCS",26,4,21,1
"Anchorage, AK HCS",24,3,21,0
"Finger Lakes, NY HCS",23,4,18,1
"Danville, IL HCS",22,1,21,0
"Huntington, WV HCS",22,2,18,2
"Columbia, MO HCS",19,6,12,1
"Erie, PA HCS",19,3,13,3
"Wichita, KS HCS",18,4,12,2
"White River Junction, VT HCS",16,2,12,2
"Butler, PA HCS",15,1,11,3
"Tomah, WI HCS",15,5,10,0
"Altoona, PA HCS",13,4,9,0
"Honolulu, HI HCS",13,1,12,0
Montana HCS,13,4,8,1
"Iron Mountain, MI HCS",12,1,11,0
"Black Hills, SD HCS",10,4,6,0
"Grand Junction, CO HCS",10,0,8,2
"Poplar Bluff, MO HCS",10,1,9,0
"Marion, IL HCS",9,2,7,0
"Clarksburg, WV HCS",8,4,4,0
"Roseburg, OR HCS",7,1,6,0
"Beckley, WV HCS",6,4,2,0
