Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2916,244,2655,17
"Cleveland, OH HCS",2228,528,1603,97
"San Antonio, TX HCS",2116,148,1880,88
"Orlando, FL HCS",2107,156,1911,40
"Minneapolis, MN HCS",2075,334,1643,98
"Houston, TX HCS",2039,122,1839,78
"Phoenix, AZ HCS",1976,199,1679,98
"Columbia, SC HCS",1965,177,1692,96
"Atlanta, GA HCS",1946,137,1746,63
"Milwaukee, WI HCS",1784,212,1530,42
"Gainesville, FL HCS",1777,167,1541,69
"Aurora, CO HCS",1770,280,1439,51
"Dallas, TX HCS",1673,201,1410,62
Texas Valley Coastal Bend HCS,1590,63,1422,105
"St. Louis, MO HCS",1555,197,1285,73
"Temple, TX HCS",1535,168,1325,42
"Hines, IL HCS",1525,164,1309,52
Nebraska-W Iowa HCS,1525,160,1289,76
"Tampa, FL HCS",1518,95,1352,71
"Bay Pines, FL HCS",1481,121,1307,53
"Kansas City, MO HCS",1467,213,1190,64
Middle Tennessee HCS,1464,196,1215,53
"Loma Linda, CA HCS",1348,279,1034,35
"Charleston, SC HCS",1342,66,1247,29
"Miami, FL HCS",1329,60,1228,41
"Las Vegas, NV HCS",1313,209,1068,36
"Chicago, IL HCS",1289,111,1124,54
New Jersey HCS,1260,91,1045,124
"Mountain Home, TN HCS",1237,198,985,54
"New Orleans, LA HCS",1223,49,1096,78
New York Harbor HCS,1206,39,1047,120
"Indianapolis, IN HCS",1194,215,912,67
"Salisbury, NC HCS",1180,160,962,58
"Philadelphia, PA HCS",1168,153,952,63
"Columbia, MO HCS",1154,204,893,57
"Muskogee, OK HCS",1141,146,920,75
"Washington, DC HCS",1124,106,948,70
"Little Rock, AR HCS",1068,146,889,33
"Long Beach, CA HCS",1066,166,878,22
"Madison, WI HCS",1049,150,860,39
N. California HCS,1031,176,819,36
"Oklahoma City, OK HCS",1019,162,787,70
"Boston, MA HCS",1007,79,829,99
"Bronx, NY HCS",1001,66,840,95
"Gulf Coast, MS HCS",997,74,885,38
"Fargo, ND HCS",975,126,772,77
"Fayetteville, NC HCS",975,103,838,34
"Birmingham, AL HCS",968,107,818,43
"Boise, ID HCS",958,164,767,27
"West Palm Beach, FL HCS",945,73,833,39
"Durham, NC HCS",942,111,790,41
Connecticut HCS,925,132,748,45
"Greater Los Angeles, CA HCS",921,97,786,38
"Shreveport, LA HCS",914,86,771,57
"Ann Arbor, MI HCS",908,188,682,38
"San Diego, CA HCS",905,167,723,15
