Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1693,111,1572,10
"San Antonio, TX HCS",1538,40,1432,66
"Houston, TX HCS",1505,29,1422,54
"Phoenix, AZ HCS",1343,23,1244,76
"Orlando, FL HCS",1337,46,1263,28
"Atlanta, GA HCS",1316,51,1216,49
Texas Valley Coastal Bend HCS,1283,30,1168,85
"Columbia, SC HCS",1200,90,1059,51
"Gainesville, FL HCS",1146,52,1053,41
"Miami, FL HCS",1064,25,1011,28
New York Harbor HCS,1046,3,927,116
"New Orleans, LA HCS",1023,13,940,70
New Jersey HCS,1020,6,893,121
"Tampa, FL HCS",1001,47,902,52
"Charleston, SC HCS",958,39,900,19
"Bay Pines, FL HCS",928,33,861,34
"Temple, TX HCS",832,29,781,22
"Dallas, TX HCS",817,37,746,34
"Washington, DC HCS",781,22,696,63
"Bronx, NY HCS",780,6,681,93
"Boston, MA HCS",747,9,644,94
"Cleveland, OH HCS",731,20,638,73
"Chicago, IL HCS",718,20,650,48
"Philadelphia, PA HCS",702,10,635,57
"St. Louis, MO HCS",700,83,584,33
"Loma Linda, CA HCS",667,20,634,13
Middle Tennessee HCS,664,45,595,24
"West Palm Beach, FL HCS",648,22,591,35
"Gulf Coast, MS HCS",637,20,593,24
"Las Vegas, NV HCS",635,23,587,25
"Long Beach, CA HCS",632,21,595,16
"Hines, IL HCS",628,33,558,37
"Salisbury, NC HCS",605,18,549,38
Nebraska-W Iowa HCS,602,62,498,42
"Greater Los Angeles, CA HCS",583,19,529,35
"Aurora, CO HCS",574,16,524,34
"Kansas City, MO HCS",534,50,469,15
Central Alabama HCS,528,27,490,11
"Minneapolis, MN HCS",527,51,425,51
"Augusta, GA HCS",524,22,474,28
"Birmingham, AL HCS",520,40,448,32
"Shreveport, LA HCS",518,25,453,40
"Indianapolis, IN HCS",517,12,450,55
"Dublin, GA HCS",514,34,464,16
"Fayetteville, NC HCS",505,41,444,20
"Alexandria, LA HCS",499,30,446,23
"Little Rock, AR HCS",492,40,439,13
"Jackson, MS HCS",486,29,424,33
"San Diego, CA HCS",484,24,448,12
Connecticut HCS,481,5,437,39
"Durham, NC HCS",456,25,405,26
"Richmond, VA HCS",447,24,395,28
"Baltimore, MD HCS",437,35,371,31
"Milwaukee, WI HCS",431,26,389,16
"Mountain Home, TN HCS",424,35,368,21
Southern Arizona HCS,420,7,373,40
N. California HCS,415,29,369,17
"Palo Alto, CA HCS",414,21,368,25
"Hampton, VA HCS",406,15,381,10
"Memphis, TN HCS",392,25,348,19
"Muskogee, OK HCS",392,31,329,32
Western New York HCS,383,10,331,42
"Northport, NY HCS",381,3,329,49
"Detroit, MI HCS",375,4,317,54
"Fresno, CA HCS",372,15,339,18
"Puget Sound, WA HCS",367,9,343,15
"Louisville, KY HCS",331,25,291,15
"Ann Arbor, MI HCS",321,13,279,29
"San Juan, PR HCS",319,50,261,8
"Asheville, NC HCS",317,31,260,26
"Boise, ID HCS",311,15,283,13
"Oklahoma City, OK HCS",309,25,263,21
"Bedford, MA HCS",303,2,264,37
"Lebanon, PA HCS",293,14,254,25
"Hudson Valley, NY HCS",284,3,260,21
"El Paso, TX HCS",266,4,246,16
"Wilmington, DE HCS",242,13,211,18
"Pittsburgh, PA HCS",236,10,213,13
"Salt Lake City, UT HCS",236,27,195,14
"Fayetteville, AR HCS",234,38,182,14
"Cincinnati, OH HCS",231,10,214,7
"Columbus, OH HCS",227,11,197,19
"Dayton, OH HCS",214,17,187,10
"Portland, OR HCS",209,12,186,11
"Tuscaloosa, AL HCS",209,16,183,10
"Providence, RI HCS",201,9,169,23
"Amarillo, TX HCS",196,15,175,6
"Madison, WI HCS",195,31,156,8
Northern Indiana HCS,195,12,175,8
"Lexington, KY HCS",187,16,160,11
"Spokane, WA HCS",187,14,157,16
"Martinsburg, WV HCS",186,8,166,12
Central Western Massachusetts HCS,183,3,160,20
"San Francisco, CA HCS",179,9,161,9
"Fargo, ND HCS",178,28,135,15
"Sioux Falls, SD HCS",176,28,138,10
"Reno, NV HCS",172,7,150,15
Central Iowa HCS,171,7,154,10
Eastern Kansas HCS,169,20,148,1
New Mexico HCS,165,4,147,14
"Columbia, MO HCS",157,36,117,4
"Iowa City, IA HCS",157,19,134,4
"Salem, VA HCS",155,7,135,13
Northern Arizona HCS,153,6,139,8
"Battle Creek, MI HCS",151,2,134,15
"Wilkes-Barre, PA HCS",147,5,123,19
"Wichita, KS HCS",143,11,126,6
