Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",4006,182,3802,22
"Cleveland, OH HCS",3942,269,3499,174
"San Antonio, TX HCS",3473,339,3011,123
"Phoenix, AZ HCS",3470,327,2983,160
"Columbia, SC HCS",3458,362,2950,146
"Loma Linda, CA HCS",3204,348,2762,94
"Atlanta, GA HCS",3202,358,2758,86
"Orlando, FL HCS",3150,246,2849,55
"Houston, TX HCS",3080,241,2737,102
"Dallas, TX HCS",2995,296,2591,108
"Gainesville, FL HCS",2949,249,2593,107
Middle Tennessee HCS,2896,241,2532,123
"Temple, TX HCS",2759,224,2470,65
"Minneapolis, MN HCS",2757,104,2491,162
"Long Beach, CA HCS",2548,321,2158,69
"Aurora, CO HCS",2526,92,2360,74
"Greater Los Angeles, CA HCS",2474,285,2112,77
"Milwaukee, WI HCS",2369,138,2161,70
"Tampa, FL HCS",2328,145,2090,93
"Bay Pines, FL HCS",2321,181,2072,68
"Mountain Home, TN HCS",2308,164,2023,121
"Salisbury, NC HCS",2296,201,2007,88
"Las Vegas, NV HCS",2146,169,1905,72
"Charleston, SC HCS",2114,233,1843,38
N. California HCS,2097,219,1811,67
"Indianapolis, IN HCS",2083,140,1845,98
"Hines, IL HCS",2064,101,1893,70
Texas Valley Coastal Bend HCS,2035,122,1789,124
"Kansas City, MO HCS",1995,141,1770,84
"Little Rock, AR HCS",1969,191,1715,63
"St. Louis, MO HCS",1967,96,1804,67
"San Diego, CA HCS",1961,213,1718,30
"Muskogee, OK HCS",1949,162,1678,109
"Birmingham, AL HCS",1863,183,1600,80
Nebraska-W Iowa HCS,1850,107,1644,99
"Columbia, MO HCS",1844,113,1617,114
"Oklahoma City, OK HCS",1794,154,1529,111
"Fayetteville, NC HCS",1773,172,1552,49
"Durham, NC HCS",1743,183,1500,60
"Miami, FL HCS",1728,91,1594,43
Southern Arizona HCS,1700,176,1413,111
"Washington, DC HCS",1695,125,1477,93
"Philadelphia, PA HCS",1691,78,1531,82
"Chicago, IL HCS",1682,69,1546,67
"New Orleans, LA HCS",1682,104,1490,88
New Jersey HCS,1660,96,1429,135
"Boston, MA HCS",1646,143,1393,110
"Louisville, KY HCS",1588,166,1359,63
"Gulf Coast, MS HCS",1579,133,1391,55
"Asheville, NC HCS",1558,184,1305,69
New York Harbor HCS,1537,103,1311,123
"Fayetteville, AR HCS",1528,170,1281,77
"Lebanon, PA HCS",1505,120,1298,87
Connecticut HCS,1502,116,1320,66
