Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2249,147,2089,13
"San Antonio, TX HCS",1782,56,1642,84
"Houston, TX HCS",1732,54,1610,68
"Orlando, FL HCS",1696,97,1563,36
"Atlanta, GA HCS",1610,70,1484,56
"Columbia, SC HCS",1528,85,1374,69
"Phoenix, AZ HCS",1507,58,1363,86
"Gainesville, FL HCS",1438,78,1299,61
Texas Valley Coastal Bend HCS,1427,22,1308,97
"Tampa, FL HCS",1236,56,1118,62
"Miami, FL HCS",1181,30,1115,36
"Dallas, TX HCS",1166,98,1019,49
"Bay Pines, FL HCS",1149,72,1033,44
"Charleston, SC HCS",1147,50,1073,24
"New Orleans, LA HCS",1102,19,1009,74
New York Harbor HCS,1097,16,963,118
"Temple, TX HCS",1093,59,1001,33
New Jersey HCS,1073,18,933,122
"St. Louis, MO HCS",1011,95,851,65
"Cleveland, OH HCS",1007,123,804,80
Nebraska-W Iowa HCS,1006,168,786,52
"Milwaukee, WI HCS",996,196,779,21
"Minneapolis, MN HCS",993,203,726,64
Middle Tennessee HCS,967,81,850,36
"Aurora, CO HCS",942,146,755,41
"Chicago, IL HCS",923,97,778,48
"Hines, IL HCS",914,130,744,40
"Washington, DC HCS",901,27,808,66
"Kansas City, MO HCS",882,129,714,39
"Loma Linda, CA HCS",842,48,774,20
"Philadelphia, PA HCS",825,55,712,58
"Las Vegas, NV HCS",824,72,721,31
"Bronx, NY HCS",823,13,716,94
"Salisbury, NC HCS",822,53,716,53
"Boston, MA HCS",812,20,695,97
"Gulf Coast, MS HCS",777,23,722,32
"Mountain Home, TN HCS",765,111,618,36
"West Palm Beach, FL HCS",756,35,683,38
"Long Beach, CA HCS",752,30,703,19
"Fayetteville, NC HCS",733,53,650,30
"Birmingham, AL HCS",700,53,608,39
"Muskogee, OK HCS",696,73,571,52
"Little Rock, AR HCS",690,56,610,24
"Shreveport, LA HCS",671,42,580,49
"Greater Los Angeles, CA HCS",670,11,622,37
"Indianapolis, IN HCS",657,57,540,60
"Dublin, GA HCS",642,24,597,21
"Durham, NC HCS",642,48,559,35
Central Alabama HCS,641,29,597,15
"Augusta, GA HCS",629,19,571,39
"San Diego, CA HCS",594,37,545,12
"Richmond, VA HCS",593,24,528,41
"Alexandria, LA HCS",588,23,535,30
"Oklahoma City, OK HCS",588,61,485,42
"Jackson, MS HCS",573,21,505,47
Connecticut HCS,571,42,489,40
N. California HCS,556,45,480,31
"Louisville, KY HCS",553,78,452,23
"Madison, WI HCS",544,101,425,18
"Memphis, TN HCS",540,52,460,28
"Baltimore, MD HCS",526,32,460,34
"Boise, ID HCS",521,95,411,15
"El Paso, TX HCS",519,115,381,23
"Fargo, ND HCS",512,120,355,37
"Salt Lake City, UT HCS",511,77,410,24
"Columbia, MO HCS",508,128,361,19
"San Juan, PR HCS",500,58,429,13
"Amarillo, TX HCS",487,59,414,14
"Palo Alto, CA HCS",487,12,443,32
Southern Arizona HCS,480,18,421,41
"Asheville, NC HCS",473,44,399,30
"Puget Sound, WA HCS",465,37,407,21
"Hampton, VA HCS",464,18,434,12
"Sioux Falls, SD HCS",461,127,313,21
"Ann Arbor, MI HCS",457,73,354,30
"Fresno, CA HCS",435,14,401,20
"Fayetteville, AR HCS",433,44,369,20
"Lebanon, PA HCS",429,45,350,34
Western New York HCS,419,20,354,45
"Detroit, MI HCS",410,14,338,58
"Northport, NY HCS",407,14,343,50
"St. Cloud, MN HCS",405,142,250,13
"Black Hills, SD HCS",385,91,284,10
"Dayton, OH HCS",383,60,306,17
"Cincinnati, OH HCS",381,47,325,9
"Iowa City, IA HCS",377,101,266,10
"Lexington, KY HCS",362,55,281,26
"Bedford, MA HCS",332,5,290,37
Northern Indiana HCS,324,57,257,10
"Tomah, WI HCS",321,82,237,2
"Pittsburgh, PA HCS",320,30,273,17
"Hudson Valley, NY HCS",317,9,287,21
"Columbus, OH HCS",315,24,270,21
"Portland, OR HCS",315,40,261,14
"Wichita, KS HCS",313,92,206,15
Central Iowa HCS,309,55,240,14
Eastern Kansas HCS,302,45,253,4
"Wilmington, DE HCS",302,17,266,19
New Mexico HCS,296,49,232,15
"Salem, VA HCS",283,26,233,24
Montana HCS,282,55,221,6
"Poplar Bluff, MO HCS",282,62,213,7
"Providence, RI HCS",282,22,233,27
"Danville, IL HCS",281,47,226,8
"Reno, NV HCS",274,39,219,16
"Tuscaloosa, AL HCS",257,13,232,12
"Martinsburg, WV HCS",254,18,223,13
"Iron Mountain, MI HCS",242,57,179,6
"Battle Creek, MI HCS",236,22,199,15
"Spokane, WA HCS",228,2,206,20
"San Francisco, CA HCS",224,14,197,13
"Anchorage, AK HCS",206,47,158,1
"Wilkes-Barre, PA HCS",205,30,154,21
Central Western Massachusetts HCS,199,5,172,22
"Big Spring, TX HCS",193,10,176,7
Northern Arizona HCS,185,6,171,8
"Honolulu, HI HCS",178,20,153,5
"Huntington, WV HCS",166,15,133,18
"Walla Walla, WA HCS",166,14,142,10
"Marion, IL HCS",155,36,107,12
"Saginaw, MI HCS",152,20,123,9
"Coatesville, PA HCS",149,11,126,12
"Altoona, PA HCS",148,51,92,5
"Cheyenne, WY HCS",141,37,101,3
"Manchester, NH HCS",114,6,93,15
"Chillicothe, OH HCS",107,5,100,2
"Finger Lakes, NY HCS",106,21,83,2
"Butler, PA HCS",96,16,75,5
"Grand Junction, CO HCS",87,19,63,5
"Erie, PA HCS",79,14,62,3
"Togus, ME HCS",78,10,64,4
"Sheridan, WY HCS",77,24,53,0
"Albany, NY HCS",67,4,56,7
"Syracuse, NY HCS",59,8,46,5
"Clarksburg, WV HCS",54,8,43,3
"Roseburg, OR HCS",52,7,45,0
"Beckley, WV HCS",39,10,28,1
"White River Junction, VT HCS",32,1,29,2
"White City, OR HCS",30,2,26,2
"Manila, PI HCS",0,0,0,0
