Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2064,118,1934,12
"San Antonio, TX HCS",1754,67,1607,80
"Houston, TX HCS",1706,70,1569,67
"Orlando, FL HCS",1620,88,1498,34
"Atlanta, GA HCS",1563,70,1437,56
"Columbia, SC HCS",1466,79,1320,67
"Phoenix, AZ HCS",1455,34,1335,86
Texas Valley Coastal Bend HCS,1417,38,1282,97
"Gainesville, FL HCS",1389,64,1266,59
"Tampa, FL HCS",1200,68,1070,62
"Miami, FL HCS",1168,31,1102,35
"Charleston, SC HCS",1112,59,1030,23
"Bay Pines, FL HCS",1101,68,990,43
"New Orleans, LA HCS",1092,21,997,74
New York Harbor HCS,1087,9,961,117
"Dallas, TX HCS",1083,79,958,46
New Jersey HCS,1059,12,926,121
"Temple, TX HCS",1056,73,955,28
"St. Louis, MO HCS",947,64,821,62
"Cleveland, OH HCS",913,85,750,78
Middle Tennessee HCS,911,76,799,36
Nebraska-W Iowa HCS,898,105,742,51
"Washington, DC HCS",880,29,786,65
"Chicago, IL HCS",860,69,743,48
"Milwaukee, WI HCS",849,167,662,20
"Minneapolis, MN HCS",847,126,659,62
"Aurora, CO HCS",821,79,704,38
"Bronx, NY HCS",816,11,712,93
"Loma Linda, CA HCS",810,38,754,18
"Hines, IL HCS",806,76,691,39
"Boston, MA HCS",798,12,689,97
"Kansas City, MO HCS",797,93,669,35
"Salisbury, NC HCS",788,55,683,50
"Philadelphia, PA HCS",783,42,684,57
"Las Vegas, NV HCS",769,47,693,29
"Gulf Coast, MS HCS",754,28,697,29
"Long Beach, CA HCS",732,29,685,18
"West Palm Beach, FL HCS",727,24,665,38
"Fayetteville, NC HCS",715,67,624,24
"Mountain Home, TN HCS",682,98,550,34
"Greater Los Angeles, CA HCS",662,20,605,37
"Muskogee, OK HCS",656,91,517,48
"Birmingham, AL HCS",655,30,588,37
"Little Rock, AR HCS",651,55,574,22
"Shreveport, LA HCS",643,41,553,49
"Dublin, GA HCS",631,38,573,20
Central Alabama HCS,623,35,573,15
"Augusta, GA HCS",616,18,560,38
"Durham, NC HCS",614,46,534,34
"Indianapolis, IN HCS",611,33,518,60
"Richmond, VA HCS",574,23,513,38
"Alexandria, LA HCS",568,21,521,26
"San Diego, CA HCS",566,21,534,11
"Jackson, MS HCS",563,29,487,47
"Oklahoma City, OK HCS",553,60,458,35
Connecticut HCS,545,25,480,40
N. California HCS,518,30,459,29
"Memphis, TN HCS",503,42,437,24
"Baltimore, MD HCS",496,16,447,33
"Louisville, KY HCS",494,68,406,20
"Palo Alto, CA HCS",477,15,431,31
"Madison, WI HCS",472,91,363,18
Southern Arizona HCS,467,12,414,41
"Salt Lake City, UT HCS",466,65,377,24
"San Juan, PR HCS",465,67,388,10
"Hampton, VA HCS",456,17,427,12
"Boise, ID HCS",452,49,390,13
"Asheville, NC HCS",446,36,380,30
"Puget Sound, WA HCS",438,24,393,21
"Fresno, CA HCS",425,17,389,19
"Amarillo, TX HCS",422,74,336,12
"El Paso, TX HCS",422,87,319,16
"Fargo, ND HCS",421,99,290,32
"Columbia, MO HCS",417,98,303,16
"Ann Arbor, MI HCS",411,46,335,30
Western New York HCS,403,9,350,44
"Detroit, MI HCS",401,7,336,58
"Fayetteville, AR HCS",401,43,340,18
"Northport, NY HCS",396,4,342,50
"Lebanon, PA HCS",394,34,329,31
"Sioux Falls, SD HCS",383,83,280,20
"Cincinnati, OH HCS",349,47,293,9
"Dayton, OH HCS",342,58,269,15
"Bedford, MA HCS",324,2,285,37
"Lexington, KY HCS",323,42,259,22
"Black Hills, SD HCS",319,67,243,9
"Hudson Valley, NY HCS",312,6,285,21
"St. Cloud, MN HCS",309,91,206,12
"Iowa City, IA HCS",299,59,231,9
"Pittsburgh, PA HCS",296,25,255,16
"Columbus, OH HCS",292,23,250,19
"Wilmington, DE HCS",290,10,261,19
Northern Indiana HCS,280,39,232,9
"Portland, OR HCS",280,21,245,14
Eastern Kansas HCS,268,28,238,2
"Providence, RI HCS",264,14,223,27
"Salem, VA HCS",263,24,215,24
"Wichita, KS HCS",257,62,183,12
New Mexico HCS,256,48,194,14
Central Iowa HCS,255,22,220,13
"Tuscaloosa, AL HCS",249,11,226,12
Montana HCS,245,55,185,5
"Reno, NV HCS",243,38,190,15
"Martinsburg, WV HCS",240,19,208,13
"Poplar Bluff, MO HCS",240,49,185,6
"Tomah, WI HCS",237,48,187,2
"Danville, IL HCS",236,31,202,3
"Spokane, WA HCS",228,10,198,20
"Battle Creek, MI HCS",218,17,186,15
"San Francisco, CA HCS",213,10,190,13
Central Western Massachusetts HCS,197,6,169,22
"Iron Mountain, MI HCS",193,58,131,4
"Wilkes-Barre, PA HCS",190,21,149,20
"Big Spring, TX HCS",187,12,169,6
Northern Arizona HCS,181,6,167,8
"Anchorage, AK HCS",169,27,141,1
"Honolulu, HI HCS",159,10,144,5
"Huntington, WV HCS",157,23,118,16
"Walla Walla, WA HCS",156,7,139,10
"Coatesville, PA HCS",140,10,118,12
"Saginaw, MI HCS",136,14,113,9
"Marion, IL HCS",126,29,86,11
"Cheyenne, WY HCS",111,28,80,3
"Manchester, NH HCS",110,4,91,15
"Altoona, PA HCS",105,21,81,3
"Chillicothe, OH HCS",103,1,100,2
"Finger Lakes, NY HCS",94,21,71,2
"Butler, PA HCS",82,9,68,5
"Togus, ME HCS",72,7,61,4
"Grand Junction, CO HCS",71,12,54,5
"Erie, PA HCS",68,12,53,3
"Albany, NY HCS",62,3,52,7
"Sheridan, WY HCS",59,21,38,0
"Syracuse, NY HCS",53,6,42,5
"Roseburg, OR HCS",46,8,38,0
"Clarksburg, WV HCS",45,4,39,2
"White River Junction, VT HCS",31,2,27,2
"Beckley, WV HCS",30,5,24,1
"White City, OR HCS",28,2,24,2
"Manila, PI HCS",0,0,0,0
