Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1935,118,1806,11
"San Antonio, TX HCS",1693,61,1555,77
"Houston, TX HCS",1625,47,1513,65
"Orlando, FL HCS",1547,84,1431,32
"Atlanta, GA HCS",1517,82,1379,56
"Columbia, SC HCS",1404,82,1259,63
"Phoenix, AZ HCS",1394,26,1288,80
Texas Valley Coastal Bend HCS,1384,22,1266,96
"Gainesville, FL HCS",1334,46,1234,54
"Miami, FL HCS",1136,24,1078,34
"Tampa, FL HCS",1129,43,1027,59
New York Harbor HCS,1078,10,951,117
"Charleston, SC HCS",1070,44,1004,22
"New Orleans, LA HCS",1068,11,986,71
New Jersey HCS,1050,14,915,121
"Bay Pines, FL HCS",1042,43,957,42
"Dallas, TX HCS",1032,94,894,44
"Temple, TX HCS",995,52,916,27
"St. Louis, MO HCS",892,47,787,58
"Washington, DC HCS",863,43,756,64
Middle Tennessee HCS,851,83,734,34
"Cleveland, OH HCS",842,44,721,77
Nebraska-W Iowa HCS,812,79,685,48
"Bronx, NY HCS",804,5,706,93
"Chicago, IL HCS",796,43,705,48
"Boston, MA HCS",785,12,676,97
"Loma Linda, CA HCS",764,26,720,18
"Minneapolis, MN HCS",750,106,583,61
"Philadelphia, PA HCS",750,28,665,57
"Las Vegas, NV HCS",735,56,650,29
"Hines, IL HCS",733,51,644,38
"Kansas City, MO HCS",726,78,619,29
"Milwaukee, WI HCS",719,158,542,19
"Aurora, CO HCS",717,61,621,35
"Gulf Coast, MS HCS",715,22,665,28
"West Palm Beach, FL HCS",707,15,655,37
"Long Beach, CA HCS",704,24,662,18
"Salisbury, NC HCS",703,41,618,44
"Fayetteville, NC HCS",644,42,580,22
"Birmingham, AL HCS",634,45,553,36
"Greater Los Angeles, CA HCS",627,13,577,37
"Mountain Home, TN HCS",612,92,489,31
"Dublin, GA HCS",608,38,550,20
Central Alabama HCS,600,34,554,12
"Shreveport, LA HCS",598,27,524,47
"Augusta, GA HCS",591,21,533,37
"Little Rock, AR HCS",589,38,532,19
"Indianapolis, IN HCS",585,32,494,59
"Muskogee, OK HCS",582,77,457,48
"Alexandria, LA HCS",551,15,510,26
"San Diego, CA HCS",535,24,500,11
"Jackson, MS HCS",532,18,468,46
"Durham, NC HCS",529,29,470,30
"Richmond, VA HCS",517,21,465,31
Connecticut HCS,515,10,465,40
N. California HCS,496,38,433,25
"Oklahoma City, OK HCS",494,63,401,30
"Baltimore, MD HCS",482,13,436,33
"Memphis, TN HCS",470,33,415,22
"Palo Alto, CA HCS",469,17,422,30
"Louisville, KY HCS",441,63,359,19
"Hampton, VA HCS",438,9,417,12
Southern Arizona HCS,438,7,390,41
"San Juan, PR HCS",413,46,357,10
"Puget Sound, WA HCS",411,15,375,21
"Fresno, CA HCS",407,20,368,19
"Boise, ID HCS",403,31,359,13
"Salt Lake City, UT HCS",401,52,328,21
"Madison, WI HCS",398,106,280,12
Western New York HCS,396,5,349,42
"Detroit, MI HCS",393,5,331,57
"Northport, NY HCS",391,4,337,50
"Asheville, NC HCS",388,28,331,29
"Ann Arbor, MI HCS",380,30,320,30
"Lebanon, PA HCS",368,33,305,30
"Amarillo, TX HCS",358,85,262,11
"El Paso, TX HCS",346,44,288,14
"Fayetteville, AR HCS",340,39,284,17
"Fargo, ND HCS",334,65,240,29
"Columbia, MO HCS",331,75,242,14
"Bedford, MA HCS",316,1,278,37
"Sioux Falls, SD HCS",314,58,237,19
"Cincinnati, OH HCS",313,46,258,9
"Hudson Valley, NY HCS",303,6,276,21
"Dayton, OH HCS",301,46,242,13
"Lexington, KY HCS",288,39,232,17
"Pittsburgh, PA HCS",279,28,237,14
