Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"Phoenix, AZ HCS",1041,181,819,41
"San Antonio, TX HCS",1021,233,761,27
"Houston, TX HCS",995,207,757,31
New Jersey HCS,950,12,825,113
New York Harbor HCS,916,27,784,105
"North Chicago, IL HCS",887,70,809,8
"Orlando, FL HCS",854,208,638,8
Texas Valley Coastal Bend HCS,799,282,493,24
"New Orleans, LA HCS",793,58,678,57
"Atlanta, GA HCS",783,179,576,28
"Bronx, NY HCS",717,12,620,85
"Columbia, SC HCS",673,186,469,18
"Miami, FL HCS",660,165,486,9
"Boston, MA HCS",630,14,539,77
"Washington, DC HCS",618,38,522,58
"Tampa, FL HCS",600,148,441,11
"Charleston, SC HCS",590,156,429,5
"Philadelphia, PA HCS",588,19,531,38
"Bay Pines, FL HCS",563,114,442,7
"Cleveland, OH HCS",526,88,394,44
"Long Beach, CA HCS",485,91,384,10
"Temple, TX HCS",483,137,336,10
"Chicago, IL HCS",473,36,410,27
"Dallas, TX HCS",456,108,331,17
"Aurora, CO HCS",445,55,360,30
"Loma Linda, CA HCS",437,92,338,7
Connecticut HCS,414,14,368,32
"Gainesville, FL HCS",409,106,295,8
"Greater Los Angeles, CA HCS",408,57,329,22
"Indianapolis, IN HCS",388,27,316,45
"Las Vegas, NV HCS",382,122,253,7
"West Palm Beach, FL HCS",372,64,289,19
"Northport, NY HCS",352,5,308,39
"Hines, IL HCS",351,17,307,27
"St. Louis, MO HCS",333,61,253,19
"San Diego, CA HCS",327,68,252,7
"Detroit, MI HCS",325,13,275,38
"Salisbury, NC HCS",318,65,232,21
Western New York HCS,309,12,261,36
Southern Arizona HCS,305,49,234,22
Middle Tennessee HCS,297,69,220,8
"Baltimore, MD HCS",293,24,245,24
Nebraska-W Iowa HCS,289,64,199,26
"Minneapolis, MN HCS",282,42,205,35
"Bedford, MA HCS",280,3,246,31
"Shreveport, LA HCS",277,74,179,24
"Alexandria, LA HCS",274,72,193,9
Central Alabama HCS,272,75,191,6
"Birmingham, AL HCS",266,83,169,14
"Jackson, MS HCS",264,52,193,19
"Hudson Valley, NY HCS",262,4,245,13
"Milwaukee, WI HCS",247,59,179,9
