Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1857,108,1738,11
"San Antonio, TX HCS",1659,52,1530,77
"Houston, TX HCS",1587,38,1485,64
"Orlando, FL HCS",1502,88,1384,30
"Atlanta, GA HCS",1462,77,1331,54
"Phoenix, AZ HCS",1380,26,1275,79
Texas Valley Coastal Bend HCS,1367,19,1253,95
"Columbia, SC HCS",1350,79,1212,59
"Gainesville, FL HCS",1307,75,1181,51
"Miami, FL HCS",1119,28,1058,33
"Tampa, FL HCS",1100,51,990,59
New York Harbor HCS,1071,12,942,117
"New Orleans, LA HCS",1062,14,977,71
New Jersey HCS,1042,13,908,121
"Charleston, SC HCS",1033,33,979,21
"Bay Pines, FL HCS",1007,39,927,41
"Dallas, TX HCS",964,55,868,41
"Temple, TX HCS",956,44,885,27
"St. Louis, MO HCS",867,72,747,48
"Washington, DC HCS",835,29,742,64
"Cleveland, OH HCS",802,43,684,75
Middle Tennessee HCS,798,73,693,32
"Bronx, NY HCS",797,9,695,93
"Boston, MA HCS",776,19,660,97
"Chicago, IL HCS",769,28,693,48
Nebraska-W Iowa HCS,757,94,618,45
"Loma Linda, CA HCS",741,24,699,18
"Philadelphia, PA HCS",729,19,655,55
"Hines, IL HCS",698,39,621,38
"Las Vegas, NV HCS",697,44,626,27
"Gulf Coast, MS HCS",696,27,641,28
"West Palm Beach, FL HCS",694,21,636,37
"Long Beach, CA HCS",690,28,644,18
"Kansas City, MO HCS",678,70,580,28
"Salisbury, NC HCS",676,40,592,44
"Aurora, CO HCS",673,41,597,35
"Minneapolis, MN HCS",669,83,530,56
"Greater Los Angeles, CA HCS",616,12,567,37
"Milwaukee, WI HCS",616,132,467,17
"Fayetteville, NC HCS",607,38,548,21
"Birmingham, AL HCS",605,47,522,36
"Dublin, GA HCS",587,35,532,20
Central Alabama HCS,583,36,535,12
"Shreveport, LA HCS",582,42,495,45
"Augusta, GA HCS",578,31,511,36
"Little Rock, AR HCS",564,43,503,18
"Indianapolis, IN HCS",561,30,474,57
"Mountain Home, TN HCS",552,77,445,30
"Alexandria, LA HCS",537,20,492,25
"Muskogee, OK HCS",525,52,428,45
"San Diego, CA HCS",525,25,489,11
"Jackson, MS HCS",520,15,462,43
"Durham, NC HCS",509,29,451,29
Connecticut HCS,507,13,454,40
"Richmond, VA HCS",499,28,441,30
N. California HCS,473,35,414,24
"Baltimore, MD HCS",472,8,431,33
"Palo Alto, CA HCS",455,20,409,26
"Memphis, TN HCS",450,34,395,21
"Oklahoma City, OK HCS",450,49,376,25
Southern Arizona HCS,433,5,388,40
"Hampton, VA HCS",432,10,410,12
"Louisville, KY HCS",400,46,337,17
"Puget Sound, WA HCS",400,24,357,19
Western New York HCS,398,7,349,42
"Fresno, CA HCS",394,15,361,18
"Detroit, MI HCS",391,8,328,55
"Northport, NY HCS",390,4,336,50
"San Juan, PR HCS",381,39,332,10
"Boise, ID HCS",376,42,321,13
"Salt Lake City, UT HCS",366,47,298,21
"Asheville, NC HCS",364,21,314,29
"Ann Arbor, MI HCS",353,17,306,30
"Lebanon, PA HCS",345,31,285,29
"Madison, WI HCS",323,68,246,9
"Bedford, MA HCS",316,5,274,37
"El Paso, TX HCS",312,27,271,14
"Fayetteville, AR HCS",310,34,259,17
"Hudson Valley, NY HCS",300,6,273,21
"Amarillo, TX HCS",289,56,224,9
"Columbia, MO HCS",287,92,184,11
"Cincinnati, OH HCS",281,24,248,9
"Fargo, ND HCS",281,64,194,23
"Sioux Falls, SD HCS",280,63,200,17
"Wilmington, DE HCS",272,14,239,19
"Dayton, OH HCS",268,39,216,13
"Lexington, KY HCS",265,57,194,14
"Pittsburgh, PA HCS",258,16,229,13
"Columbus, OH HCS",253,18,216,19
"Portland, OR HCS",243,19,212,12
Northern Indiana HCS,230,12,209,9
"Providence, RI HCS",229,10,195,24
"Tuscaloosa, AL HCS",228,7,210,11
Eastern Kansas HCS,224,31,192,1
"Black Hills, SD HCS",221,66,149,6
"Salem, VA HCS",219,37,162,20
"Iowa City, IA HCS",215,42,168,5
Central Iowa HCS,214,24,179,11
"Martinsburg, WV HCS",212,21,179,12
"Spokane, WA HCS",207,10,180,17
New Mexico HCS,196,16,166,14
"Reno, NV HCS",196,13,168,15
"San Francisco, CA HCS",196,12,173,11
"St. Cloud, MN HCS",195,60,126,9
Central Western Massachusetts HCS,187,2,164,21
"Battle Creek, MI HCS",183,14,154,15
"Wichita, KS HCS",173,23,143,7
Northern Arizona HCS,169,1,159,9
"Big Spring, TX HCS",167,14,147,6
"Poplar Bluff, MO HCS",165,69,94,2
"Wilkes-Barre, PA HCS",160,7,134,19
"Tomah, WI HCS",158,42,115,1
"Danville, IL HCS",156,43,110,3
"Honolulu, HI HCS",145,12,130,3
"Walla Walla, WA HCS",144,8,126,10
Montana HCS,141,42,96,3
"Anchorage, AK HCS",128,31,96,1
"Coatesville, PA HCS",128,9,107,12
"Huntington, WV HCS",125,11,101,13
"Saginaw, MI HCS",119,6,106,7
"Iron Mountain, MI HCS",112,34,76,2
"Manchester, NH HCS",99,1,84,14
"Chillicothe, OH HCS",98,7,89,2
"Marion, IL HCS",83,16,62,5
"Altoona, PA HCS",78,11,65,2
"Butler, PA HCS",72,9,58,5
"Cheyenne, WY HCS",63,4,57,2
"Togus, ME HCS",62,4,55,3
"Albany, NY HCS",54,1,46,7
"Erie, PA HCS",51,9,39,3
"Finger Lakes, NY HCS",49,7,41,1
"Grand Junction, CO HCS",49,8,37,4
"Syracuse, NY HCS",41,5,33,3
"Clarksburg, WV HCS",38,11,26,1
"Roseburg, OR HCS",36,5,31,0
"Sheridan, WY HCS",31,3,28,0
"White River Junction, VT HCS",29,1,26,2
"White City, OR HCS",26,6,18,2
"Beckley, WV HCS",24,5,18,1
"Manila, PI HCS",0,0,0,0
