Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,946,21,815,110
"Phoenix, AZ HCS",938,265,639,34
New York Harbor HCS,890,25,761,104
"San Antonio, TX HCS",869,279,569,21
"Houston, TX HCS",848,281,543,24
"North Chicago, IL HCS",829,107,714,8
"New Orleans, LA HCS",748,47,644,57
"Orlando, FL HCS",722,288,428,6
"Bronx, NY HCS",706,8,613,85
"Atlanta, GA HCS",660,208,426,26
Texas Valley Coastal Bend HCS,635,356,267,12
"Boston, MA HCS",625,18,530,77
"Washington, DC HCS",598,34,507,57
"Philadelphia, PA HCS",577,16,523,38
"Miami, FL HCS",552,153,390,9
"Columbia, SC HCS",521,140,367,14
"Tampa, FL HCS",491,143,340,8
"Bay Pines, FL HCS",481,124,352,5
"Charleston, SC HCS",481,164,315,2
"Cleveland, OH HCS",465,72,349,44
"Chicago, IL HCS",446,25,394,27
"Long Beach, CA HCS",427,111,307,9
"Aurora, CO HCS",406,33,343,30
Connecticut HCS,403,11,360,32
"Dallas, TX HCS",390,133,242,15
"Greater Los Angeles, CA HCS",372,70,283,19
"Loma Linda, CA HCS",369,111,253,5
"Temple, TX HCS",368,142,217,9
"Indianapolis, IN HCS",367,29,293,45
"Northport, NY HCS",350,5,308,37
"Hines, IL HCS",341,17,297,27
"Gainesville, FL HCS",324,117,199,8
"West Palm Beach, FL HCS",324,86,220,18
"Detroit, MI HCS",323,15,270,38
Western New York HCS,304,13,256,35
"Las Vegas, NV HCS",301,123,172,6
"St. Louis, MO HCS",292,44,229,19
"San Diego, CA HCS",285,71,207,7
"Bedford, MA HCS",278,2,245,31
Southern Arizona HCS,278,74,185,19
"Salisbury, NC HCS",274,55,199,20
"Baltimore, MD HCS",271,19,230,22
"Hudson Valley, NY HCS",260,4,243,13
Middle Tennessee HCS,260,85,169,6
"Minneapolis, MN HCS",258,33,190,35
Nebraska-W Iowa HCS,237,33,179,25
"Alexandria, LA HCS",224,72,146,6
"Shreveport, LA HCS",224,52,152,20
"Ann Arbor, MI HCS",221,15,181,25
"Jackson, MS HCS",221,42,163,16
"Fayetteville, NC HCS",218,33,173,12
"Richmond, VA HCS",218,18,181,19
"Birmingham, AL HCS",216,85,118,13
Central Alabama HCS,212,53,154,5
"Kansas City, MO HCS",207,62,140,5
"Milwaukee, WI HCS",205,39,158,8
"Puget Sound, WA HCS",201,29,163,9
"Durham, NC HCS",200,41,152,7
"Lebanon, PA HCS",200,14,166,20
"Dublin, GA HCS",189,31,154,4
"Palo Alto, CA HCS",183,67,105,11
"Augusta, GA HCS",181,58,109,14
"Little Rock, AR HCS",180,47,126,7
"Wilmington, DE HCS",179,20,145,14
"Memphis, TN HCS",176,41,126,9
"Fresno, CA HCS",157,64,88,5
"Hampton, VA HCS",156,52,99,5
N. California HCS,156,60,91,5
"Gulf Coast, MS HCS",147,69,74,4
"El Paso, TX HCS",145,55,82,8
