Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Cleveland, OH HCS",4340,151,3977,212,13476,2668
"North Chicago, IL HCS",4207,39,4145,23,3435,313
"Columbia, SC HCS",3973,196,3605,172,4601,273
"Phoenix, AZ HCS",3928,147,3582,199,8937,2302
"San Antonio, TX HCS",3866,152,3573,141,13799,9333
"Atlanta, GA HCS",3731,189,3432,110,5110,553
"Loma Linda, CA HCS",3576,113,3337,126,6374,445
"Dallas, TX HCS",3532,218,3178,136,10350,1059
"Orlando, FL HCS",3505,158,3281,66,21692,11666
"Houston, TX HCS",3447,142,3191,114,9976,1737
"Gainesville, FL HCS",3310,158,3025,127,16872,4874
Middle Tennessee HCS,3257,140,2971,146,7699,1599
"Temple, TX HCS",3246,176,2981,89,5842,1072
"Minneapolis, MN HCS",2935,67,2695,173,14340,1998
"Greater Los Angeles, CA HCS",2810,81,2624,105,8587,4009
"Long Beach, CA HCS",2804,111,2602,91,6859,1063
"Aurora, CO HCS",2649,57,2509,83,5847,597
"Salisbury, NC HCS",2626,117,2388,121,8677,2173
"Tampa, FL HCS",2572,91,2372,109,17467,4599
"Milwaukee, WI HCS",2552,52,2421,79,8884,1839
"Mountain Home, TN HCS",2548,83,2313,152,6838,2235
"Bay Pines, FL HCS",2543,94,2367,82,15443,4327
"Charleston, SC HCS",2455,112,2288,55,9256,1775
"Las Vegas, NV HCS",2393,125,2181,87,8158,3061
N. California HCS,2355,122,2140,93,10571,2683
"Indianapolis, IN HCS",2272,80,2085,107,5622,936
"Little Rock, AR HCS",2259,120,2054,85,4786,2007
"San Diego, CA HCS",2240,110,2093,37,8216,1474
"Hines, IL HCS",2186,53,2053,80,8847,3282
Texas Valley Coastal Bend HCS,2175,61,1973,141,3219,1171
"St. Louis, MO HCS",2146,68,1996,82,8171,2479
"Muskogee, OK HCS",2143,74,1942,127,3438,894
"Birmingham, AL HCS",2132,93,1933,106,9031,1652
"Kansas City, MO HCS",2128,78,1960,90,10578,2929
"Fayetteville, NC HCS",2025,112,1850,63,8910,1461
Nebraska-W Iowa HCS,2002,79,1809,114,16116,4607
"Durham, NC HCS",2001,111,1810,80,9562,1198
"Columbia, MO HCS",1985,66,1793,126,7792,3613
Southern Arizona HCS,1946,72,1734,140,6204,447
"Oklahoma City, OK HCS",1941,66,1741,134,7449,1396
"Washington, DC HCS",1926,90,1728,108,6472,867
"Miami, FL HCS",1900,83,1770,47,10279,2594
"Boston, MA HCS",1851,88,1642,121,7282,719
"Philadelphia, PA HCS",1843,60,1695,88,7806,1637
"New Orleans, LA HCS",1812,55,1662,95,12194,5359
New Jersey HCS,1811,58,1607,146,3050,205
"Asheville, NC HCS",1791,72,1629,90,3625,387
"Gulf Coast, MS HCS",1782,84,1632,66,4589,1127
"Chicago, IL HCS",1777,53,1645,79,6394,2157
"Louisville, KY HCS",1773,93,1601,79,4424,597
"Fayetteville, AR HCS",1750,78,1577,95,4006,1272
Connecticut HCS,1726,80,1565,81,11381,3359
"Lebanon, PA HCS",1676,59,1506,111,5646,1301
New York Harbor HCS,1665,61,1477,127,8592,3209
"Richmond, VA HCS",1603,117,1413,73,6382,1443
"Augusta, GA HCS",1600,92,1433,75,5938,2929
"Shreveport, LA HCS",1597,78,1425,94,4389,2126
"Palo Alto, CA HCS",1587,77,1435,75,6770,813
"Cincinnati, OH HCS",1561,66,1446,49,3881,1006
"Madison, WI HCS",1498,36,1389,73,5472,849
"Pittsburgh, PA HCS",1494,71,1347,76,12330,3238
"Dayton, OH HCS",1491,58,1380,53,5030,639
Central Alabama HCS,1490,58,1387,45,3534,297
"Salt Lake City, UT HCS",1487,49,1379,59,4779,943
"Boise, ID HCS",1486,39,1390,57,4727,1624
"West Palm Beach, FL HCS",1480,60,1360,60,12683,4165
"Fresno, CA HCS",1457,64,1318,75,4641,423
"Bronx, NY HCS",1452,58,1285,109,3194,130
"Ann Arbor, MI HCS",1451,30,1368,53,15165,3776
"Iowa City, IA HCS",1425,47,1313,65,2901,107
"Dublin, GA HCS",1414,63,1307,44,4359,1142
New Mexico HCS,1373,54,1237,82,7098,973
"Baltimore, MD HCS",1359,56,1249,54,9617,1254
"El Paso, TX HCS",1310,44,1169,97,2069,527
Northern Indiana HCS,1304,36,1212,56,4409,913
"Columbus, OH HCS",1300,42,1205,53,2833,633
"Fargo, ND HCS",1296,13,1176,107,5087,1347
"Wichita, KS HCS",1255,50,1136,69,2823,706
Western New York HCS,1249,42,1136,71,7657,971
"Puget Sound, WA HCS",1237,50,1137,50,7233,1003
"Lexington, KY HCS",1232,59,1091,82,8637,5213
Eastern Kansas HCS,1226,50,1144,32,4206,1003
"Memphis, TN HCS",1226,71,1087,68,7865,1320
"Sioux Falls, SD HCS",1225,48,1108,69,3703,806
"Amarillo, TX HCS",1215,22,1140,53,3010,880
"Hampton, VA HCS",1208,75,1115,18,2886,468
"St. Cloud, MN HCS",1201,24,1122,55,4797,543
Central Iowa HCS,1154,41,1057,56,3004,106
Montana HCS,1143,29,1067,47,3272,560
"Martinsburg, WV HCS",1111,36,1029,46,4068,154
"Poplar Bluff, MO HCS",1103,41,983,79,1481,252
"Jackson, MS HCS",1093,46,981,66,4952,1797
"Portland, OR HCS",1069,35,994,40,11390,4805
"Alexandria, LA HCS",1025,26,952,47,3161,1102
"Salem, VA HCS",1012,52,893,67,3002,334
"Providence, RI HCS",1003,57,873,73,2670,279
"San Juan, PR HCS",1001,20,934,47,10816,862
"Black Hills, SD HCS",981,22,921,38,4003,596
"Battle Creek, MI HCS",975,14,896,65,3126,310
"Reno, NV HCS",957,25,876,56,3262,452
"Marion, IL HCS",918,38,831,49,2891,850
"Altoona, PA HCS",899,22,830,47,3498,1368
"Wilkes-Barre, PA HCS",892,36,804,52,3979,555
"Tomah, WI HCS",875,17,833,25,2942,445
"Wilmington, DE HCS",859,47,778,34,6489,1343
"Syracuse, NY HCS",851,46,750,55,4070,280
"Northport, NY HCS",834,34,745,55,3751,132
"Detroit, MI HCS",777,18,677,82,2825,553
Northern Arizona HCS,774,20,716,38,2979,795
"Danville, IL HCS",760,28,691,41,2433,598
"Hudson Valley, NY HCS",754,22,702,30,3847,657
"Huntington, WV HCS",748,42,649,57,4797,907
"Bedford, MA HCS",735,15,677,43,7216,2406
"Saginaw, MI HCS",685,24,621,40,3173,418
"Finger Lakes, NY HCS",676,32,614,30,3764,292
