Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,899,26,767,106
New York Harbor HCS,815,36,680,99
"Bronx, NY HCS",698,16,598,84
"New Orleans, LA HCS",583,20,515,48
"North Chicago, IL HCS",576,60,509,7
"Boston, MA HCS",545,21,454,70
"Washington, DC HCS",538,35,448,55
"Philadelphia, PA HCS",536,18,483,35
"Chicago, IL HCS",415,19,371,25
Connecticut HCS,386,16,341,29
"Phoenix, AZ HCS",364,193,155,16
"Aurora, CO HCS",349,14,309,26
"Atlanta, GA HCS",343,47,274,22
"Cleveland, OH HCS",339,24,273,42
"Northport, NY HCS",332,9,290,33
"San Antonio, TX HCS",329,219,102,8
"Houston, TX HCS",322,126,185,12
"Indianapolis, IN HCS",319,11,267,41
"Detroit, MI HCS",310,17,254,39
"Hines, IL HCS",304,15,265,24
"Columbia, SC HCS",301,71,217,13
"Bedford, MA HCS",276,8,233,35
Western New York HCS,269,21,214,34
"Miami, FL HCS",266,48,210,8
"Hudson Valley, NY HCS",259,5,241,13
"Orlando, FL HCS",243,109,129,5
"Greater Los Angeles, CA HCS",240,92,138,10
"Baltimore, MD HCS",237,15,205,17
"Long Beach, CA HCS",229,81,141,7
"St. Louis, MO HCS",229,25,185,19
"Bay Pines, FL HCS",209,92,114,3
"Minneapolis, MN HCS",208,15,160,33
Nebraska-W Iowa HCS,191,24,146,21
"Richmond, VA HCS",191,27,151,13
"Dallas, TX HCS",186,50,126,10
"Tampa, FL HCS",182,94,83,5
"Salisbury, NC HCS",178,37,123,18
"Loma Linda, CA HCS",174,67,103,4
"Ann Arbor, MI HCS",170,5,147,18
"West Palm Beach, FL HCS",170,31,125,14
"Lebanon, PA HCS",165,16,131,18
"Fayetteville, NC HCS",161,12,140,9
"Puget Sound, WA HCS",161,18,135,8
"Jackson, MS HCS",156,22,119,15
"Milwaukee, WI HCS",152,17,128,7
"Shreveport, LA HCS",150,29,109,12
"San Diego, CA HCS",148,31,113,4
"Wilmington, DE HCS",148,6,129,13
"Charleston, SC HCS",144,79,65,0
"Durham, NC HCS",144,32,106,6
"Providence, RI HCS",140,9,113,18
Southern Arizona HCS,138,57,72,9
Central Alabama HCS,137,47,85,5
"Dublin, GA HCS",128,16,109,3
"Las Vegas, NV HCS",125,31,92,2
"Kansas City, MO HCS",123,12,106,5
Middle Tennessee HCS,123,28,92,3
"Temple, TX HCS",121,45,71,5
Central Western Massachusetts HCS,118,9,100,9
"Wilkes-Barre, PA HCS",111,6,91,14
"Little Rock, AR HCS",109,30,73,6
"Birmingham, AL HCS",105,16,78,11
"Martinsburg, WV HCS",105,7,87,11
"Salt Lake City, UT HCS",101,12,83,6
"Louisville, KY HCS",98,7,84,7
"Alexandria, LA HCS",97,34,59,4
"Gainesville, FL HCS",95,30,61,4
"Augusta, GA HCS",93,24,62,7
"Cincinnati, OH HCS",90,14,73,3
"Hampton, VA HCS",88,12,71,5
New Mexico HCS,86,11,63,12
"Battle Creek, MI HCS",81,3,68,10
"Portland, OR HCS",81,6,69,6
"Coatesville, PA HCS",80,2,68,10
"Palo Alto, CA HCS",79,22,50,7
"Pittsburgh, PA HCS",78,4,71,3
"San Juan, PR HCS",78,3,75,0
"Columbus, OH HCS",77,14,58,5
Texas Valley Coastal Bend HCS,77,51,23,3
Northern Indiana HCS,75,10,60,5
"Oklahoma City, OK HCS",75,14,53,8
"Asheville, NC HCS",71,19,41,11
