Facility ID,Facility,Latitude,Longitude,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
652,"Richmond, VA HCS",37.49796,-77.46681,215,16,181,18
590,"Hampton, VA HCS",37.015768,-76.332371,147,49,93,5
658,"Salem, VA HCS",37.276111,-80.023889,54,19,33,2
