Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2785,287,2482,16
"San Antonio, TX HCS",2056,138,1831,87
"Orlando, FL HCS",2037,172,1826,39
"Houston, TX HCS",1983,114,1791,78
"Cleveland, OH HCS",1974,519,1361,94
"Minneapolis, MN HCS",1959,415,1449,95
"Phoenix, AZ HCS",1904,215,1595,94
"Atlanta, GA HCS",1888,121,1704,63
"Columbia, SC HCS",1878,141,1642,95
"Gainesville, FL HCS",1716,163,1485,68
"Milwaukee, WI HCS",1701,252,1409,40
"Aurora, CO HCS",1659,321,1287,51
"Dallas, TX HCS",1615,216,1338,61
Texas Valley Coastal Bend HCS,1560,63,1395,102
"Temple, TX HCS",1477,183,1253,41
"Tampa, FL HCS",1476,104,1302,70
"St. Louis, MO HCS",1474,213,1189,72
Nebraska-W Iowa HCS,1469,214,1180,75
"Bay Pines, FL HCS",1441,148,1243,50
"Hines, IL HCS",1434,195,1188,51
"Kansas City, MO HCS",1384,228,1100,56
Middle Tennessee HCS,1360,190,1117,53
"Charleston, SC HCS",1314,69,1216,29
"Miami, FL HCS",1302,57,1206,39
"Chicago, IL HCS",1243,138,1051,54
New Jersey HCS,1235,94,1018,123
"Las Vegas, NV HCS",1231,219,976,36
"Loma Linda, CA HCS",1215,217,968,30
"New Orleans, LA HCS",1200,44,1078,78
New York Harbor HCS,1180,36,1024,120
"Mountain Home, TN HCS",1156,202,902,52
"Salisbury, NC HCS",1117,156,903,58
"Philadelphia, PA HCS",1112,165,885,62
"Indianapolis, IN HCS",1098,213,818,67
"Columbia, MO HCS",1081,241,788,52
"Washington, DC HCS",1076,109,898,69
"Muskogee, OK HCS",1064,162,830,72
"Little Rock, AR HCS",1024,153,840,31
"Long Beach, CA HCS",995,138,835,22
"Madison, WI HCS",984,149,801,34
"Oklahoma City, OK HCS",977,192,720,65
"Bronx, NY HCS",966,57,815,94
N. California HCS,960,210,716,34
"Gulf Coast, MS HCS",955,70,848,37
"Boston, MA HCS",952,52,801,99
"Fargo, ND HCS",927,157,700,70
"Fayetteville, NC HCS",927,91,803,33
"Birmingham, AL HCS",916,103,770,43
"West Palm Beach, FL HCS",916,72,805,39
"Durham, NC HCS",893,98,755,40
"Shreveport, LA HCS",892,98,738,56
"Boise, ID HCS",891,183,682,26
"Greater Los Angeles, CA HCS",870,100,733,37
Connecticut HCS,862,127,692,43
"El Paso, TX HCS",858,99,711,48
"Ann Arbor, MI HCS",837,194,606,37
"San Diego, CA HCS",832,141,677,14
"Louisville, KY HCS",829,127,672,30
"St. Cloud, MN HCS",815,177,606,32
"Iowa City, IA HCS",810,157,634,19
"Salt Lake City, UT HCS",799,137,629,33
"Amarillo, TX HCS",788,94,671,23
Central Alabama HCS,758,51,689,18
"Sioux Falls, SD HCS",755,129,587,39
"Richmond, VA HCS",746,88,609,49
"Dublin, GA HCS",737,43,671,23
"Cincinnati, OH HCS",729,190,528,11
"Augusta, GA HCS",726,46,638,42
"Baltimore, MD HCS",713,90,587,36
"Memphis, TN HCS",713,83,596,34
"Lebanon, PA HCS",708,159,506,43
Southern Arizona HCS,707,120,542,45
"Puget Sound, WA HCS",701,99,576,26
"San Juan, PR HCS",700,91,588,21
"Alexandria, LA HCS",698,41,625,32
"Asheville, NC HCS",698,107,553,38
"Dayton, OH HCS",693,165,506,22
"Fayetteville, AR HCS",692,86,575,31
