Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,927,22,797,108
New York Harbor HCS,848,27,719,102
"Bronx, NY HCS",702,10,607,85
"North Chicago, IL HCS",689,120,561,8
"Phoenix, AZ HCS",609,342,245,22
"New Orleans, LA HCS",598,24,526,48
"Boston, MA HCS",593,27,493,73
"San Antonio, TX HCS",575,347,218,10
"Washington, DC HCS",570,28,483,59
"Philadelphia, PA HCS",560,26,498,36
"Houston, TX HCS",513,239,259,15
"Orlando, FL HCS",446,259,182,5
"Chicago, IL HCS",425,17,383,25
"Atlanta, GA HCS",418,76,319,23
Connecticut HCS,394,13,352,29
"Cleveland, OH HCS",388,55,289,44
"Aurora, CO HCS",371,23,321,27
"Columbia, SC HCS",370,95,262,13
"Miami, FL HCS",352,93,251,8
"Northport, NY HCS",346,10,302,34
"Indianapolis, IN HCS",340,19,278,43
"Detroit, MI HCS",331,16,273,42
"Tampa, FL HCS",325,161,159,5
"Bay Pines, FL HCS",322,148,169,5
"Hines, IL HCS",320,19,275,26
"Long Beach, CA HCS",313,125,181,7
Western New York HCS,286,17,235,34
"Bedford, MA HCS",282,8,239,35
"Greater Los Angeles, CA HCS",279,102,164,13
Texas Valley Coastal Bend HCS,275,217,54,4
"Hudson Valley, NY HCS",264,1,248,15
"Dallas, TX HCS",258,87,158,13
"St. Louis, MO HCS",252,31,202,19
"Baltimore, MD HCS",250,19,212,19
"Charleston, SC HCS",246,126,120,0
"West Palm Beach, FL HCS",239,63,160,16
"Loma Linda, CA HCS",233,89,139,5
"Minneapolis, MN HCS",221,22,165,34
"Temple, TX HCS",216,109,101,6
"Salisbury, NC HCS",212,40,153,19
Nebraska-W Iowa HCS,203,25,156,22
"Richmond, VA HCS",198,18,164,16
"Ann Arbor, MI HCS",196,9,165,22
"San Diego, CA HCS",189,61,122,6
Southern Arizona HCS,184,77,95,12
"Las Vegas, NV HCS",183,75,105,3
"Lebanon, PA HCS",180,16,145,19
"Jackson, MS HCS",179,33,131,15
"Fayetteville, NC HCS",177,14,152,11
Middle Tennessee HCS,171,48,117,6
"Puget Sound, WA HCS",171,21,142,8
"Shreveport, LA HCS",168,26,127,15
"Milwaukee, WI HCS",164,16,141,7
Central Alabama HCS,160,44,111,5
"Wilmington, DE HCS",160,11,135,14
"Durham, NC HCS",159,26,127,6
"Gainesville, FL HCS",156,65,86,5
"Alexandria, LA HCS",149,64,81,4
"Providence, RI HCS",142,5,117,20
"Dublin, GA HCS",140,15,122,3
"Kansas City, MO HCS",139,20,115,4
"Little Rock, AR HCS",135,47,82,6
Central Western Massachusetts HCS,129,4,116,9
"Birmingham, AL HCS",127,23,93,11
