Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2404,167,2224,13
"San Antonio, TX HCS",1854,69,1700,85
"Orlando, FL HCS",1812,126,1647,39
"Houston, TX HCS",1782,50,1663,69
"Atlanta, GA HCS",1668,70,1541,57
"Phoenix, AZ HCS",1610,104,1416,90
"Columbia, SC HCS",1600,91,1439,70
"Gainesville, FL HCS",1500,69,1367,64
Texas Valley Coastal Bend HCS,1472,42,1332,98
"Dallas, TX HCS",1316,154,1110,52
"Minneapolis, MN HCS",1307,331,904,72
"Tampa, FL HCS",1302,62,1174,66
"Milwaukee, WI HCS",1273,296,952,25
"Cleveland, OH HCS",1247,247,918,82
"Bay Pines, FL HCS",1231,85,1100,46
"Miami, FL HCS",1219,36,1145,38
"Temple, TX HCS",1215,128,1051,36
"Aurora, CO HCS",1195,284,867,44
"Charleston, SC HCS",1185,45,1114,26
Nebraska-W Iowa HCS,1172,213,901,58
"St. Louis, MO HCS",1165,171,925,69
"New Orleans, LA HCS",1126,24,1025,77
New York Harbor HCS,1110,16,976,118
"Hines, IL HCS",1100,201,857,42
New Jersey HCS,1095,28,945,122
"Kansas City, MO HCS",1062,217,803,42
Middle Tennessee HCS,1057,102,917,38
"Chicago, IL HCS",1042,134,860,48
"Washington, DC HCS",937,45,825,67
"Loma Linda, CA HCS",927,86,819,22
"Las Vegas, NV HCS",919,112,775,32
"Philadelphia, PA HCS",886,72,755,59
"Salisbury, NC HCS",884,64,763,57
"Boston, MA HCS",860,34,729,97
"Bronx, NY HCS",841,16,731,94
"Mountain Home, TN HCS",841,88,710,43
"Gulf Coast, MS HCS",823,41,750,32
"Muskogee, OK HCS",819,110,653,56
"Long Beach, CA HCS",806,61,726,19
"Indianapolis, IN HCS",805,164,581,60
"West Palm Beach, FL HCS",801,51,712,38
"Fayetteville, NC HCS",787,47,710,30
"Birmingham, AL HCS",774,88,647,39
"Little Rock, AR HCS",763,80,658,25
"Shreveport, LA HCS",751,74,627,50
"Durham, NC HCS",726,81,608,37
"Oklahoma City, OK HCS",725,127,552,46
"Greater Los Angeles, CA HCS",715,38,640,37
"Columbia, MO HCS",714,214,473,27
"Madison, WI HCS",702,168,510,24
Central Alabama HCS,677,39,622,16
Connecticut HCS,677,99,538,40
"Dublin, GA HCS",665,28,616,21
"Fargo, ND HCS",656,154,452,50
"Augusta, GA HCS",652,28,584,40
"El Paso, TX HCS",651,140,483,28
N. California HCS,643,95,516,32
"San Diego, CA HCS",642,50,580,12
"Louisville, KY HCS",638,105,508,25
"Richmond, VA HCS",628,37,546,45
"Alexandria, LA HCS",624,40,554,30
"Boise, ID HCS",618,112,487,19
"Amarillo, TX HCS",608,91,501,16
"Salt Lake City, UT HCS",604,97,481,26
"Jackson, MS HCS",589,19,523,47
"Memphis, TN HCS",587,54,502,31
"San Juan, PR HCS",581,85,478,18
"Baltimore, MD HCS",578,57,487,34
"Ann Arbor, MI HCS",575,137,406,32
"Iowa City, IA HCS",553,210,332,11
"Sioux Falls, SD HCS",550,123,403,24
Southern Arizona HCS,543,60,442,41
"Asheville, NC HCS",537,49,453,35
"Puget Sound, WA HCS",531,61,448,22
"St. Cloud, MN HCS",518,142,358,18
"Palo Alto, CA HCS",512,26,453,33
"Fayetteville, AR HCS",511,74,415,22
"Dayton, OH HCS",492,127,347,18
"Hampton, VA HCS",488,28,448,12
"Lebanon, PA HCS",482,64,383,35
"Cincinnati, OH HCS",478,103,366,9
"Black Hills, SD HCS",476,103,361,12
Western New York HCS,475,58,371,46
"Fresno, CA HCS",472,35,416,21
"Detroit, MI HCS",449,40,350,59
"Lexington, KY HCS",424,63,328,33
New Mexico HCS,413,107,286,20
Northern Indiana HCS,413,74,329,10
"Northport, NY HCS",413,10,353,50
Montana HCS,410,109,295,6
Eastern Kansas HCS,406,107,294,5
"Wichita, KS HCS",406,121,268,17
Central Iowa HCS,402,109,276,17
"Tomah, WI HCS",399,92,303,4
"Pittsburgh, PA HCS",380,66,296,18
"Columbus, OH HCS",369,53,294,22
"Poplar Bluff, MO HCS",369,95,263,11
"Portland, OR HCS",365,59,292,14
"Bedford, MA HCS",345,9,299,37
"Providence, RI HCS",330,44,257,29
"Salem, VA HCS",330,49,256,25
"Hudson Valley, NY HCS",328,14,292,22
"Danville, IL HCS",325,37,277,11
"Wilmington, DE HCS",322,21,281,20
"Reno, NV HCS",321,54,250,17
"Battle Creek, MI HCS",301,49,237,15
"Iron Mountain, MI HCS",298,65,225,8
"Martinsburg, WV HCS",279,22,244,13
"Tuscaloosa, AL HCS",267,10,245,12
"Anchorage, AK HCS",250,51,197,2
"Wilkes-Barre, PA HCS",246,42,182,22
"San Francisco, CA HCS",236,16,207,13
Central Western Massachusetts HCS,229,21,186,22
"Spokane, WA HCS",228,0,208,20
"Big Spring, TX HCS",223,22,194,7
"Cheyenne, WY HCS",218,69,146,3
"Altoona, PA HCS",217,92,119,6
Northern Arizona HCS,208,21,179,8
"Marion, IL HCS",196,44,137,15
"Honolulu, HI HCS",184,12,165,7
"Huntington, WV HCS",181,16,147,18
"Saginaw, MI HCS",180,28,143,9
"Walla Walla, WA HCS",177,13,153,11
"Coatesville, PA HCS",162,12,138,12
