Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1587,180,1397,10
"San Antonio, TX HCS",1501,41,1397,63
"Houston, TX HCS",1454,33,1369,52
"Phoenix, AZ HCS",1322,28,1219,75
"Orlando, FL HCS",1286,47,1213,26
"Atlanta, GA HCS",1263,40,1176,47
Texas Valley Coastal Bend HCS,1254,37,1133,84
"Columbia, SC HCS",1118,78,989,51
"Gainesville, FL HCS",1081,61,981,39
New York Harbor HCS,1038,5,917,116
"Miami, FL HCS",1034,40,967,27
New Jersey HCS,1014,10,883,121
"New Orleans, LA HCS",1005,15,921,69
"Tampa, FL HCS",954,33,874,47
"Charleston, SC HCS",920,29,873,18
"Bay Pines, FL HCS",883,26,827,30
"Temple, TX HCS",808,38,750,20
"Dallas, TX HCS",785,35,716,34
"Bronx, NY HCS",776,6,678,92
"Washington, DC HCS",765,32,670,63
"Boston, MA HCS",737,7,637,93
"Cleveland, OH HCS",717,27,619,71
"Chicago, IL HCS",700,17,635,48
"Philadelphia, PA HCS",694,18,620,56
"Loma Linda, CA HCS",641,18,611,12
"St. Louis, MO HCS",627,68,527,32
Middle Tennessee HCS,614,39,554,21
"West Palm Beach, FL HCS",613,31,551,31
"Long Beach, CA HCS",612,10,586,16
"Las Vegas, NV HCS",611,26,564,21
"Gulf Coast, MS HCS",601,38,539,24
"Hines, IL HCS",597,44,516,37
"Salisbury, NC HCS",586,43,509,34
"Aurora, CO HCS",561,25,502,34
"Greater Los Angeles, CA HCS",561,14,512,35
Nebraska-W Iowa HCS,546,49,457,40
"Augusta, GA HCS",504,36,443,25
"Indianapolis, IN HCS",503,9,439,55
Central Alabama HCS,501,44,447,10
"Kansas City, MO HCS",487,50,425,12
"Shreveport, LA HCS",484,20,425,39
"Birmingham, AL HCS",481,30,423,28
"Dublin, GA HCS",479,27,439,13
"Minneapolis, MN HCS",477,33,395,49
"Fayetteville, NC HCS",464,51,394,19
"San Diego, CA HCS",461,22,428,11
Connecticut HCS,458,2,419,37
"Alexandria, LA HCS",455,13,422,20
"Jackson, MS HCS",450,23,394,33
"Little Rock, AR HCS",440,47,382,11
"Durham, NC HCS",432,37,372,23
"Richmond, VA HCS",424,30,367,27
Southern Arizona HCS,411,3,369,39
"Baltimore, MD HCS",406,16,359,31
"Milwaukee, WI HCS",402,18,368,16
"Mountain Home, TN HCS",393,41,336,16
N. California HCS,390,32,341,17
"Palo Alto, CA HCS",390,12,355,23
"Hampton, VA HCS",386,22,355,9
"Northport, NY HCS",379,5,325,49
Western New York HCS,376,12,322,42
"Detroit, MI HCS",372,6,312,54
"Memphis, TN HCS",367,24,326,17
"Muskogee, OK HCS",365,32,302,31
