Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2038,126,1900,12
"San Antonio, TX HCS",1744,71,1595,78
"Houston, TX HCS",1693,75,1552,66
"Orlando, FL HCS",1608,93,1481,34
"Atlanta, GA HCS",1555,75,1424,56
"Columbia, SC HCS",1457,94,1296,67
"Phoenix, AZ HCS",1449,34,1329,86
Texas Valley Coastal Bend HCS,1406,37,1272,97
"Gainesville, FL HCS",1378,67,1254,57
"Tampa, FL HCS",1186,66,1058,62
"Miami, FL HCS",1158,26,1098,34
"Charleston, SC HCS",1106,66,1017,23
"Bay Pines, FL HCS",1087,63,981,43
New York Harbor HCS,1086,9,960,117
"New Orleans, LA HCS",1083,16,993,74
"Dallas, TX HCS",1071,92,934,45
New Jersey HCS,1056,15,920,121
"Temple, TX HCS",1052,80,944,28
"St. Louis, MO HCS",935,61,812,62
"Cleveland, OH HCS",897,83,736,78
Middle Tennessee HCS,897,80,782,35
"Washington, DC HCS",880,38,778,64
Nebraska-W Iowa HCS,868,97,720,51
"Chicago, IL HCS",844,69,727,48
"Minneapolis, MN HCS",838,150,626,62
"Milwaukee, WI HCS",822,189,613,20
"Bronx, NY HCS",811,9,709,93
"Aurora, CO HCS",808,87,685,36
"Loma Linda, CA HCS",802,38,746,18
"Boston, MA HCS",793,8,688,97
"Hines, IL HCS",790,74,677,39
"Salisbury, NC HCS",780,61,670,49
"Kansas City, MO HCS",778,95,648,35
"Philadelphia, PA HCS",776,43,676,57
"Las Vegas, NV HCS",762,50,683,29
"Gulf Coast, MS HCS",744,26,689,29
"Long Beach, CA HCS",725,28,679,18
"West Palm Beach, FL HCS",717,16,663,38
"Fayetteville, NC HCS",705,71,611,23
"Mountain Home, TN HCS",665,102,530,33
"Greater Los Angeles, CA HCS",658,25,596,37
"Birmingham, AL HCS",651,36,578,37
"Shreveport, LA HCS",638,43,546,49
"Muskogee, OK HCS",637,93,496,48
"Little Rock, AR HCS",634,52,561,21
"Dublin, GA HCS",622,36,566,20
Central Alabama HCS,621,35,571,15
"Augusta, GA HCS",612,20,554,38
"Durham, NC HCS",610,52,524,34
"Indianapolis, IN HCS",602,35,507,60
"Richmond, VA HCS",570,35,497,38
"San Diego, CA HCS",564,23,530,11
"Alexandria, LA HCS",562,20,516,26
"Jackson, MS HCS",553,23,483,47
"Oklahoma City, OK HCS",542,64,443,35
Connecticut HCS,534,21,473,40
N. California HCS,515,38,448,29
"Baltimore, MD HCS",496,19,444,33
"Memphis, TN HCS",492,44,425,23
"Louisville, KY HCS",487,80,387,20
"Palo Alto, CA HCS",473,13,429,31
Southern Arizona HCS,465,15,409,41
"Madison, WI HCS",459,117,327,15
"San Juan, PR HCS",456,71,375,10
"Salt Lake City, UT HCS",454,67,364,23
"Hampton, VA HCS",450,12,426,12
"Boise, ID HCS",437,45,379,13
"Asheville, NC HCS",434,35,369,30
"Puget Sound, WA HCS",431,22,388,21
"Fresno, CA HCS",421,20,382,19
"Fargo, ND HCS",414,117,265,32
"El Paso, TX HCS",409,93,301,15
"Amarillo, TX HCS",408,89,307,12
"Columbia, MO HCS",404,104,285,15
"Detroit, MI HCS",401,7,336,58
Western New York HCS,401,8,349,44
"Ann Arbor, MI HCS",400,40,330,30
"Northport, NY HCS",392,0,342,50
"Fayetteville, AR HCS",390,46,326,18
"Lebanon, PA HCS",388,35,322,31
"Sioux Falls, SD HCS",368,81,267,20
"Cincinnati, OH HCS",346,55,282,9
"Dayton, OH HCS",332,59,258,15
"Bedford, MA HCS",324,3,284,37
"Lexington, KY HCS",312,38,253,21
"Hudson Valley, NY HCS",311,9,281,21
"Black Hills, SD HCS",309,72,228,9
"Pittsburgh, PA HCS",294,27,251,16
"St. Cloud, MN HCS",291,91,188,12
"Iowa City, IA HCS",289,63,218,8
"Columbus, OH HCS",287,27,241,19
"Wilmington, DE HCS",287,11,257,19
"Portland, OR HCS",276,20,242,14
Northern Indiana HCS,269,37,223,9
"Providence, RI HCS",264,20,218,26
"Salem, VA HCS",260,28,209,23
Eastern Kansas HCS,258,28,229,1
Central Iowa HCS,249,24,212,13
New Mexico HCS,249,46,189,14
"Tuscaloosa, AL HCS",247,12,223,12
"Martinsburg, WV HCS",237,19,205,13
"Wichita, KS HCS",237,59,166,12
"Reno, NV HCS",234,34,185,15
Montana HCS,233,60,167,6
"Poplar Bluff, MO HCS",232,54,172,6
"Danville, IL HCS",231,46,182,3
"Spokane, WA HCS",228,13,195,20
"Tomah, WI HCS",221,51,168,2
"Battle Creek, MI HCS",215,20,180,15
"San Francisco, CA HCS",212,9,190,13
Central Western Massachusetts HCS,195,4,170,21
