Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2368,153,2202,13
"San Antonio, TX HCS",1836,59,1692,85
"Orlando, FL HCS",1791,120,1632,39
"Houston, TX HCS",1769,47,1653,69
"Atlanta, GA HCS",1662,73,1532,57
"Columbia, SC HCS",1586,84,1432,70
"Phoenix, AZ HCS",1581,94,1397,90
"Gainesville, FL HCS",1487,64,1360,63
Texas Valley Coastal Bend HCS,1459,33,1328,98
"Tampa, FL HCS",1290,62,1163,65
"Dallas, TX HCS",1267,122,1094,51
"Minneapolis, MN HCS",1251,309,871,71
"Milwaukee, WI HCS",1247,301,922,24
"Miami, FL HCS",1215,34,1143,38
"Bay Pines, FL HCS",1213,82,1086,45
"Cleveland, OH HCS",1208,225,901,82
"Temple, TX HCS",1192,113,1044,35
"Charleston, SC HCS",1178,45,1107,26
Nebraska-W Iowa HCS,1143,202,883,58
"Aurora, CO HCS",1142,262,838,42
"St. Louis, MO HCS",1130,149,912,69
"New Orleans, LA HCS",1121,24,1021,76
New York Harbor HCS,1105,15,972,118
New Jersey HCS,1087,24,941,122
"Hines, IL HCS",1063,186,835,42
Middle Tennessee HCS,1031,92,901,38
"Kansas City, MO HCS",1022,190,791,41
"Chicago, IL HCS",1018,120,850,48
"Washington, DC HCS",925,39,819,67
"Las Vegas, NV HCS",897,97,768,32
"Loma Linda, CA HCS",896,65,809,22
"Philadelphia, PA HCS",878,74,746,58
"Salisbury, NC HCS",873,60,756,57
"Boston, MA HCS",854,30,727,97
"Bronx, NY HCS",838,13,731,94
"Mountain Home, TN HCS",828,91,694,43
"Gulf Coast, MS HCS",819,44,743,32
"Muskogee, OK HCS",800,106,639,55
"Long Beach, CA HCS",789,45,725,19
"West Palm Beach, FL HCS",788,41,709,38
"Fayetteville, NC HCS",782,44,708,30
"Indianapolis, IN HCS",781,147,574,60
"Little Rock, AR HCS",758,83,650,25
"Birmingham, AL HCS",747,70,638,39
"Shreveport, LA HCS",732,61,621,50
"Durham, NC HCS",716,79,600,37
"Greater Los Angeles, CA HCS",711,39,635,37
"Madison, WI HCS",694,171,499,24
"Oklahoma City, OK HCS",692,110,536,46
"Columbia, MO HCS",675,200,450,25
Central Alabama HCS,670,36,618,16
Connecticut HCS,662,93,529,40
"Dublin, GA HCS",662,26,615,21
"Augusta, GA HCS",648,25,583,40
"San Diego, CA HCS",635,48,575,12
N. California HCS,629,88,509,32
"El Paso, TX HCS",627,127,472,28
"Fargo, ND HCS",626,148,434,44
"Richmond, VA HCS",622,35,542,45
"Alexandria, LA HCS",619,38,551,30
"Louisville, KY HCS",613,94,494,25
"Boise, ID HCS",607,115,473,19
"Jackson, MS HCS",587,18,522,47
"Salt Lake City, UT HCS",587,92,469,26
"Amarillo, TX HCS",584,90,479,15
"Memphis, TN HCS",579,53,495,31
"Baltimore, MD HCS",567,49,484,34
"San Juan, PR HCS",560,74,471,15
"Ann Arbor, MI HCS",555,126,397,32
"Sioux Falls, SD HCS",545,134,387,24
Southern Arizona HCS,531,51,439,41
"Asheville, NC HCS",525,45,446,34
"Iowa City, IA HCS",517,182,324,11
"Puget Sound, WA HCS",514,49,443,22
"Palo Alto, CA HCS",504,20,451,33
"Fayetteville, AR HCS",493,71,400,22
"St. Cloud, MN HCS",491,143,330,18
"Hampton, VA HCS",485,26,447,12
"Lebanon, PA HCS",475,64,377,34
"Dayton, OH HCS",467,111,339,17
"Fresno, CA HCS",461,26,414,21
Western New York HCS,457,47,365,45
"Cincinnati, OH HCS",453,87,357,9
"Detroit, MI HCS",449,40,350,59
"Black Hills, SD HCS",447,84,351,12
"Northport, NY HCS",413,13,350,50
"Lexington, KY HCS",405,49,326,30
New Mexico HCS,396,100,277,19
"Wichita, KS HCS",392,120,255,17
Northern Indiana HCS,390,69,311,10
"Tomah, WI HCS",390,88,298,4
Central Iowa HCS,387,100,270,17
Eastern Kansas HCS,379,90,284,5
Montana HCS,374,92,276,6
"Pittsburgh, PA HCS",370,59,293,18
"Columbus, OH HCS",351,43,286,22
"Portland, OR HCS",349,48,287,14
"Poplar Bluff, MO HCS",346,78,257,11
"Bedford, MA HCS",340,7,296,37
"Hudson Valley, NY HCS",325,11,292,22
"Providence, RI HCS",324,40,255,29
"Salem, VA HCS",321,50,247,24
"Danville, IL HCS",319,46,263,10
"Reno, NV HCS",317,55,246,16
"Wilmington, DE HCS",312,15,277,20
"Battle Creek, MI HCS",293,53,225,15
"Iron Mountain, MI HCS",284,57,219,8
"Martinsburg, WV HCS",273,23,237,13
"Tuscaloosa, AL HCS",264,9,243,12
"Anchorage, AK HCS",247,54,191,2
"Wilkes-Barre, PA HCS",240,40,178,22
"San Francisco, CA HCS",234,16,205,13
Central Western Massachusetts HCS,228,21,185,22
"Spokane, WA HCS",228,0,208,20
"Big Spring, TX HCS",221,22,192,7
"Cheyenne, WY HCS",214,71,140,3
Northern Arizona HCS,207,21,178,8
"Altoona, PA HCS",199,78,115,6
"Marion, IL HCS",193,47,133,13
"Honolulu, HI HCS",184,15,162,7
"Saginaw, MI HCS",178,31,138,9
"Huntington, WV HCS",177,14,145,18
"Walla Walla, WA HCS",176,13,152,11
"Coatesville, PA HCS",161,12,137,12
"Manchester, NH HCS",124,11,97,16
"Finger Lakes, NY HCS",120,19,99,2
"Chillicothe, OH HCS",119,11,106,2
