Facility ID,Facility,Latitude,Longitude,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
652,"Richmond, VA HCS",37.49796,-77.46681,115,31,75,9
590,"Hampton, VA HCS",37.015768,-76.332371,70,4,62,4
658,"Salem, VA HCS",37.276111,-80.023889,10,2,8,0
