Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2409,166,2230,13
"San Antonio, TX HCS",1860,72,1703,85
"Orlando, FL HCS",1820,133,1648,39
"Houston, TX HCS",1792,55,1668,69
"Atlanta, GA HCS",1686,86,1543,57
"Phoenix, AZ HCS",1618,108,1420,90
"Columbia, SC HCS",1614,100,1444,70
"Gainesville, FL HCS",1512,77,1371,64
Texas Valley Coastal Bend HCS,1473,43,1332,98
"Minneapolis, MN HCS",1369,386,911,72
"Dallas, TX HCS",1317,150,1115,52
"Milwaukee, WI HCS",1316,329,961,26
"Tampa, FL HCS",1316,73,1177,66
"Cleveland, OH HCS",1261,257,922,82
"Bay Pines, FL HCS",1242,93,1103,46
"Miami, FL HCS",1227,42,1147,38
"Temple, TX HCS",1216,128,1052,36
"Aurora, CO HCS",1208,288,876,44
"Charleston, SC HCS",1197,57,1114,26
Nebraska-W Iowa HCS,1190,229,903,58
"St. Louis, MO HCS",1170,174,927,69
"New Orleans, LA HCS",1129,27,1025,77
New York Harbor HCS,1110,16,976,118
"Hines, IL HCS",1109,204,863,42
New Jersey HCS,1098,30,946,122
Middle Tennessee HCS,1078,117,922,39
"Kansas City, MO HCS",1070,222,806,42
"Chicago, IL HCS",1050,139,863,48
"Washington, DC HCS",942,49,826,67
"Las Vegas, NV HCS",936,125,779,32
"Loma Linda, CA HCS",931,90,819,22
"Philadelphia, PA HCS",908,93,756,59
"Salisbury, NC HCS",893,72,764,57
"Boston, MA HCS",865,39,729,97
"Mountain Home, TN HCS",863,101,719,43
"Bronx, NY HCS",852,24,734,94
"Muskogee, OK HCS",834,123,654,57
"Gulf Coast, MS HCS",827,44,750,33
"Indianapolis, IN HCS",810,165,585,60
"West Palm Beach, FL HCS",808,55,715,38
"Long Beach, CA HCS",807,60,728,19
"Fayetteville, NC HCS",797,57,710,30
"Birmingham, AL HCS",778,90,649,39
"Little Rock, AR HCS",778,91,662,25
"Shreveport, LA HCS",756,78,628,50
"Durham, NC HCS",736,88,611,37
"Oklahoma City, OK HCS",732,131,555,46
"Madison, WI HCS",730,193,513,24
"Columbia, MO HCS",718,209,482,27
"Greater Los Angeles, CA HCS",718,41,640,37
"Fargo, ND HCS",697,194,453,50
Central Alabama HCS,686,48,622,16
Connecticut HCS,680,102,538,40
"Dublin, GA HCS",670,31,617,22
"Augusta, GA HCS",656,29,587,40
"El Paso, TX HCS",654,143,483,28
N. California HCS,651,100,519,32
"Louisville, KY HCS",644,109,510,25
"San Diego, CA HCS",644,52,580,12
"Boise, ID HCS",632,125,487,20
"Richmond, VA HCS",630,37,548,45
"Alexandria, LA HCS",624,37,557,30
"Amarillo, TX HCS",611,92,503,16
"Salt Lake City, UT HCS",609,99,484,26
"Jackson, MS HCS",591,19,525,47
"Memphis, TN HCS",589,54,503,32
"San Juan, PR HCS",588,92,478,18
"Baltimore, MD HCS",586,62,490,34
"Ann Arbor, MI HCS",582,141,409,32
"Iowa City, IA HCS",572,227,334,11
"Sioux Falls, SD HCS",566,134,408,24
"St. Cloud, MN HCS",550,165,367,18
Southern Arizona HCS,544,61,442,41
"Puget Sound, WA HCS",543,71,450,22
"Asheville, NC HCS",539,47,457,35
"Fayetteville, AR HCS",522,80,420,22
"Palo Alto, CA HCS",516,29,454,33
"Lebanon, PA HCS",502,81,385,36
"Dayton, OH HCS",499,133,348,18
"Cincinnati, OH HCS",491,112,370,9
"Black Hills, SD HCS",490,115,363,12
"Hampton, VA HCS",488,26,450,12
Western New York HCS,477,59,372,46
"Fresno, CA HCS",473,36,416,21
"Detroit, MI HCS",452,41,352,59
"Lexington, KY HCS",435,73,328,34
Northern Indiana HCS,424,79,334,11
New Mexico HCS,422,115,287,20
Central Iowa HCS,421,126,278,17
Eastern Kansas HCS,415,115,295,5
Montana HCS,413,110,296,7
"Northport, NY HCS",413,9,354,50
"Wichita, KS HCS",410,122,271,17
"Tomah, WI HCS",403,95,304,4
"Pittsburgh, PA HCS",389,75,296,18
"Columbus, OH HCS",381,65,293,23
"Poplar Bluff, MO HCS",377,102,264,11
"Portland, OR HCS",373,64,295,14
"Bedford, MA HCS",346,9,300,37
"Danville, IL HCS",336,48,277,11
"Salem, VA HCS",336,52,259,25
"Providence, RI HCS",333,47,257,29
"Wilmington, DE HCS",330,29,281,20
"Reno, NV HCS",328,60,251,17
"Hudson Valley, NY HCS",327,14,291,22
"Iron Mountain, MI HCS",315,81,226,8
"Battle Creek, MI HCS",309,56,238,15
"Martinsburg, WV HCS",288,31,244,13
"Tuscaloosa, AL HCS",271,14,245,12
"Anchorage, AK HCS",261,62,197,2
"Wilkes-Barre, PA HCS",252,46,184,22
"San Francisco, CA HCS",237,17,207,13
Central Western Massachusetts HCS,231,23,186,22
"Spokane, WA HCS",228,0,208,20
"Altoona, PA HCS",226,84,136,6
"Cheyenne, WY HCS",226,76,147,3
"Big Spring, TX HCS",223,22,194,7
Northern Arizona HCS,210,23,179,8
"Marion, IL HCS",200,48,137,15
"Huntington, WV HCS",189,24,147,18
"Honolulu, HI HCS",187,12,168,7
"Walla Walla, WA HCS",181,17,153,11
"Saginaw, MI HCS",180,28,143,9
"Coatesville, PA HCS",171,20,139,12
"Manchester, NH HCS",128,15,97,16
"Finger Lakes, NY HCS",127,26,99,2
"Erie, PA HCS",122,47,71,4
"Chillicothe, OH HCS",119,9,108,2
"Grand Junction, CO HCS",118,33,80,5
"Butler, PA HCS",113,22,86,5
"Togus, ME HCS",113,26,83,4
"Sheridan, WY HCS",112,28,84,0
"Albany, NY HCS",87,18,61,8
"Syracuse, NY HCS",76,15,56,5
"Roseburg, OR HCS",71,19,52,0
"Clarksburg, WV HCS",63,15,45,3
"Beckley, WV HCS",46,10,35,1
"White River Junction, VT HCS",41,9,30,2
"White City, OR HCS",36,5,29,2
"Manila, PI HCS",0,0,0,0
