Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",4158,163,3972,23
"Cleveland, OH HCS",4155,190,3772,193
"Phoenix, AZ HCS",3791,237,3371,183
"Columbia, SC HCS",3742,266,3319,157
"San Antonio, TX HCS",3699,213,3355,131
"Atlanta, GA HCS",3500,279,3124,97
"Loma Linda, CA HCS",3441,209,3118,114
"Orlando, FL HCS",3369,210,3098,61
"Houston, TX HCS",3296,195,2992,109
"Dallas, TX HCS",3235,226,2889,120
"Gainesville, FL HCS",3149,203,2827,119
Middle Tennessee HCS,3099,179,2782,138
"Temple, TX HCS",3029,241,2712,76
"Minneapolis, MN HCS",2851,76,2607,168
"Greater Los Angeles, CA HCS",2716,183,2440,93
"Long Beach, CA HCS",2692,160,2450,82
"Aurora, CO HCS",2595,73,2443,79
"Tampa, FL HCS",2483,130,2253,100
"Milwaukee, WI HCS",2480,97,2307,76
"Salisbury, NC HCS",2468,148,2211,109
"Bay Pines, FL HCS",2455,133,2246,76
"Mountain Home, TN HCS",2442,107,2193,142
"Charleston, SC HCS",2341,189,2108,44
"Las Vegas, NV HCS",2264,135,2051,78
N. California HCS,2229,131,2019,79
"Indianapolis, IN HCS",2199,106,1991,102
"Little Rock, AR HCS",2141,175,1891,75
"Hines, IL HCS",2138,68,1992,78
Texas Valley Coastal Bend HCS,2112,78,1903,131
"San Diego, CA HCS",2099,159,1908,32
"Muskogee, OK HCS",2078,146,1810,122
"St. Louis, MO HCS",2065,88,1901,76
"Kansas City, MO HCS",2059,79,1893,87
"Birmingham, AL HCS",2016,128,1791,97
"Columbia, MO HCS",1925,82,1724,119
Nebraska-W Iowa HCS,1925,76,1742,107
"Fayetteville, NC HCS",1898,125,1720,53
"Oklahoma City, OK HCS",1884,92,1667,125
Southern Arizona HCS,1876,135,1613,128
"Durham, NC HCS",1874,120,1684,70
"Washington, DC HCS",1825,115,1609,101
"Miami, FL HCS",1819,85,1690,44
"Philadelphia, PA HCS",1777,66,1623,88
"Boston, MA HCS",1763,109,1538,116
"New Orleans, LA HCS",1758,73,1595,90
New Jersey HCS,1729,62,1525,142
"Chicago, IL HCS",1727,47,1606,74
"Louisville, KY HCS",1688,108,1508,72
"Gulf Coast, MS HCS",1687,103,1523,61
"Asheville, NC HCS",1682,124,1480,78
"Fayetteville, AR HCS",1656,123,1447,86
Connecticut HCS,1632,112,1448,72
"Lebanon, PA HCS",1609,101,1414,94
New York Harbor HCS,1603,73,1406,124
"Shreveport, LA HCS",1527,104,1337,86
"Cincinnati, OH HCS",1502,99,1360,43
"Palo Alto, CA HCS",1498,85,1341,72
"Augusta, GA HCS",1492,113,1308,71
"Richmond, VA HCS",1485,128,1290,67
"Madison, WI HCS",1451,61,1320,70
"Boise, ID HCS",1446,63,1330,53
"Dayton, OH HCS",1445,82,1313,50
"Salt Lake City, UT HCS",1434,64,1316,54
"Ann Arbor, MI HCS",1429,56,1321,52
Central Alabama HCS,1425,106,1278,41
"Pittsburgh, PA HCS",1419,62,1293,64
"West Palm Beach, FL HCS",1418,70,1292,56
"Bronx, NY HCS",1392,51,1232,109
"Fresno, CA HCS",1384,82,1234,68
"Iowa City, IA HCS",1380,58,1263,59
"Dublin, GA HCS",1331,75,1220,36
New Mexico HCS,1304,57,1169,78
"Baltimore, MD HCS",1300,65,1187,48
"Fargo, ND HCS",1273,25,1143,105
Northern Indiana HCS,1262,53,1156,53
"Columbus, OH HCS",1249,62,1138,49
"El Paso, TX HCS",1248,77,1078,93
"Wichita, KS HCS",1207,72,1071,64
Western New York HCS,1204,67,1071,66
"Amarillo, TX HCS",1189,39,1101,49
Eastern Kansas HCS,1183,62,1092,29
"Puget Sound, WA HCS",1183,41,1093,49
"Sioux Falls, SD HCS",1181,52,1064,65
"Lexington, KY HCS",1177,92,1007,78
"St. Cloud, MN HCS",1170,16,1099,55
"Memphis, TN HCS",1145,74,1007,64
"Hampton, VA HCS",1122,95,1009,18
Montana HCS,1116,35,1035,46
Central Iowa HCS,1111,43,1017,51
"Martinsburg, WV HCS",1065,65,958,42
"Poplar Bluff, MO HCS",1060,40,944,76
"Jackson, MS HCS",1046,39,945,62
"Portland, OR HCS",1026,54,932,40
"Alexandria, LA HCS",994,38,911,45
"San Juan, PR HCS",985,31,909,45
"Black Hills, SD HCS",959,23,898,38
"Salem, VA HCS",959,66,835,58
"Battle Creek, MI HCS",948,32,855,61
"Providence, RI HCS",940,51,824,65
"Reno, NV HCS",932,38,842,52
"Altoona, PA HCS",879,56,779,44
"Marion, IL HCS",873,41,785,47
"Wilkes-Barre, PA HCS",858,79,730,49
"Tomah, WI HCS",850,19,808,23
"Wilmington, DE HCS",808,47,731,30
"Syracuse, NY HCS",798,66,688,44
"Northport, NY HCS",791,45,691,55
"Detroit, MI HCS",766,24,662,80
Northern Arizona HCS,755,37,681,37
"Danville, IL HCS",733,33,662,38
"Hudson Valley, NY HCS",729,43,656,30
"Bedford, MA HCS",711,23,647,41
"Huntington, WV HCS",696,54,588,54
"Iron Mountain, MI HCS",653,17,608,28
"Finger Lakes, NY HCS",652,39,587,26
"Saginaw, MI HCS",651,24,588,39
"Tuscaloosa, AL HCS",632,21,577,34
"Erie, PA HCS",627,45,557,25
"Cheyenne, WY HCS",615,27,567,21
Central Western Massachusetts HCS,608,30,536,42
"Anchorage, AK HCS",593,11,573,9
"San Francisco, CA HCS",586,44,516,26
"Chillicothe, OH HCS",540,32,496,12
"Albany, NY HCS",516,47,438,31
"Big Spring, TX HCS",515,9,468,38
"Manchester, NH HCS",493,29,444,20
"Butler, PA HCS",465,23,428,14
"Togus, ME HCS",445,45,385,15
"Coatesville, PA HCS",408,21,369,18
"Clarksburg, WV HCS",406,43,345,18
"Grand Junction, CO HCS",406,25,361,20
"Walla Walla, WA HCS",365,10,336,19
"Sheridan, WY HCS",336,14,317,5
"Honolulu, HI HCS",282,10,260,12
"Spokane, WA HCS",256,2,234,20
"Beckley, WV HCS",244,14,223,7
"Roseburg, OR HCS",192,6,180,6
"White City, OR HCS",188,14,155,19
"White River Junction, VT HCS",183,26,152,5
"Manila, PI HCS",2,0,2,0
