Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1866,109,1746,11
"San Antonio, TX HCS",1663,53,1533,77
"Houston, TX HCS",1591,40,1487,64
"Orlando, FL HCS",1507,85,1392,30
"Atlanta, GA HCS",1469,76,1338,55
"Phoenix, AZ HCS",1381,26,1276,79
Texas Valley Coastal Bend HCS,1369,15,1259,95
"Columbia, SC HCS",1353,75,1218,60
"Gainesville, FL HCS",1311,64,1196,51
"Miami, FL HCS",1123,27,1062,34
"Tampa, FL HCS",1106,49,998,59
New York Harbor HCS,1072,11,944,117
"New Orleans, LA HCS",1064,14,979,71
New Jersey HCS,1043,14,908,121
"Charleston, SC HCS",1034,31,982,21
"Bay Pines, FL HCS",1012,38,933,41
"Dallas, TX HCS",968,50,876,42
"Temple, TX HCS",961,45,889,27
"St. Louis, MO HCS",868,64,756,48
"Washington, DC HCS",836,30,742,64
"Cleveland, OH HCS",804,35,693,76
Middle Tennessee HCS,801,70,699,32
"Bronx, NY HCS",797,6,698,93
"Boston, MA HCS",776,15,664,97
"Chicago, IL HCS",771,28,695,48
Nebraska-W Iowa HCS,763,87,631,45
"Loma Linda, CA HCS",742,22,702,18
"Philadelphia, PA HCS",730,18,657,55
"Hines, IL HCS",705,40,627,38
"Las Vegas, NV HCS",703,44,631,28
"Gulf Coast, MS HCS",697,24,645,28
"West Palm Beach, FL HCS",696,18,641,37
"Long Beach, CA HCS",692,27,647,18
"Kansas City, MO HCS",682,62,592,28
"Minneapolis, MN HCS",682,88,538,56
"Salisbury, NC HCS",677,34,599,44
"Aurora, CO HCS",675,39,601,35
"Milwaukee, WI HCS",620,124,478,18
"Greater Los Angeles, CA HCS",617,10,570,37
"Fayetteville, NC HCS",613,35,557,21
"Birmingham, AL HCS",612,49,527,36
"Dublin, GA HCS",588,33,535,20
Central Alabama HCS,584,34,538,12
"Shreveport, LA HCS",583,39,499,45
"Augusta, GA HCS",580,29,515,36
"Little Rock, AR HCS",566,39,509,18
"Indianapolis, IN HCS",562,29,476,57
"Mountain Home, TN HCS",556,70,456,30
"Alexandria, LA HCS",538,14,499,25
"Muskogee, OK HCS",529,54,430,45
"San Diego, CA HCS",526,25,490,11
"Jackson, MS HCS",520,13,464,43
"Durham, NC HCS",510,27,454,29
Connecticut HCS,507,10,457,40
"Richmond, VA HCS",500,26,444,30
N. California HCS,475,34,417,24
"Baltimore, MD HCS",472,7,432,33
"Palo Alto, CA HCS",459,22,411,26
"Oklahoma City, OK HCS",456,52,378,26
"Memphis, TN HCS",453,35,397,21
Southern Arizona HCS,433,5,388,40
"Hampton, VA HCS",432,9,411,12
"Louisville, KY HCS",405,45,341,19
"Puget Sound, WA HCS",404,23,361,20
"Fresno, CA HCS",398,17,362,19
Western New York HCS,395,7,346,42
"Detroit, MI HCS",391,7,329,55
"Northport, NY HCS",390,4,336,50
"Boise, ID HCS",382,39,330,13
"San Juan, PR HCS",382,39,333,10
"Salt Lake City, UT HCS",370,48,301,21
"Asheville, NC HCS",366,22,315,29
"Ann Arbor, MI HCS",358,19,309,30
"Lebanon, PA HCS",350,35,286,29
"Madison, WI HCS",326,66,251,9
