Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"San Antonio, TX HCS",1443,63,1322,58
"Houston, TX HCS",1421,52,1318,51
"North Chicago, IL HCS",1414,166,1240,8
"Phoenix, AZ HCS",1288,37,1182,69
"Orlando, FL HCS",1214,70,1125,19
"Atlanta, GA HCS",1211,57,1111,43
Texas Valley Coastal Bend HCS,1201,70,1058,73
"Columbia, SC HCS",1048,83,921,44
New York Harbor HCS,1032,13,904,115
New Jersey HCS,1004,8,877,119
"New Orleans, LA HCS",990,21,905,64
"Miami, FL HCS",977,37,920,20
"Gainesville, FL HCS",954,89,839,26
"Tampa, FL HCS",887,38,811,38
"Charleston, SC HCS",884,39,828,17
"Bay Pines, FL HCS",827,38,765,24
"Bronx, NY HCS",769,7,671,91
"Temple, TX HCS",762,62,683,17
"Washington, DC HCS",743,36,644,63
"Boston, MA HCS",732,10,635,87
"Dallas, TX HCS",730,38,661,31
"Cleveland, OH HCS",688,43,579,66
"Chicago, IL HCS",684,22,615,47
"Philadelphia, PA HCS",681,16,614,51
"Loma Linda, CA HCS",620,32,576,12
"Long Beach, CA HCS",599,26,558,15
"Las Vegas, NV HCS",594,50,525,19
"West Palm Beach, FL HCS",568,35,504,29
Middle Tennessee HCS,567,44,503,20
"St. Louis, MO HCS",563,76,457,30
"Gulf Coast, MS HCS",558,38,498,22
"Hines, IL HCS",546,37,475,34
"Salisbury, NC HCS",542,45,466,31
"Aurora, CO HCS",541,19,489,33
"Greater Los Angeles, CA HCS",538,27,477,34
"Indianapolis, IN HCS",493,23,417,53
Nebraska-W Iowa HCS,490,49,402,39
"Augusta, GA HCS",473,51,398,24
Central Alabama HCS,468,44,416,8
"Shreveport, LA HCS",468,41,389,38
"Birmingham, AL HCS",452,40,387,25
Connecticut HCS,451,4,411,36
"Minneapolis, MN HCS",447,53,349,45
"Dublin, GA HCS",446,42,396,8
"Kansas City, MO HCS",446,66,372,8
"San Diego, CA HCS",442,31,401,10
"Alexandria, LA HCS",440,15,407,18
"Jackson, MS HCS",424,17,380,27
"Fayetteville, NC HCS",410,38,356,16
Southern Arizona HCS,409,16,356,37
"Little Rock, AR HCS",400,41,348,11
"Richmond, VA HCS",399,36,337,26
"Durham, NC HCS",394,39,336,19
"Baltimore, MD HCS",388,25,335,28
"Milwaukee, WI HCS",387,22,352,13
"Northport, NY HCS",377,7,324,46
"Palo Alto, CA HCS",375,27,327,21
"Hampton, VA HCS",370,30,331,9
"Detroit, MI HCS",365,6,309,50
Western New York HCS,364,10,312,42
N. California HCS,359,36,309,14
"Mountain Home, TN HCS",347,52,284,11
"Memphis, TN HCS",345,30,298,17
"Puget Sound, WA HCS",342,18,311,13
"Fresno, CA HCS",335,22,297,16
"Muskogee, OK HCS",332,36,267,29
"Ann Arbor, MI HCS",300,15,257,28
"Bedford, MA HCS",300,4,261,35
"Louisville, KY HCS",292,31,247,14
"Hudson Valley, NY HCS",280,0,260,20
"Boise, ID HCS",279,30,238,11
"Asheville, NC HCS",271,28,218,25
"Oklahoma City, OK HCS",268,35,214,19
"Lebanon, PA HCS",266,12,231,23
"El Paso, TX HCS",249,9,227,13
"San Juan, PR HCS",241,42,191,8
"Wilmington, DE HCS",222,8,197,17
"Pittsburgh, PA HCS",220,13,195,12
"Cincinnati, OH HCS",211,16,188,7
"Columbus, OH HCS",205,11,178,16
"Salt Lake City, UT HCS",197,15,171,11
"Portland, OR HCS",185,13,163,9
"Dayton, OH HCS",184,29,146,9
"Tuscaloosa, AL HCS",176,8,159,9
Northern Indiana HCS,174,20,146,8
Central Western Massachusetts HCS,172,5,151,16
"Providence, RI HCS",171,5,144,22
"Martinsburg, WV HCS",168,10,147,11
"Spokane, WA HCS",165,6,143,16
"Fayetteville, AR HCS",163,21,131,11
"Amarillo, TX HCS",161,15,142,4
New Mexico HCS,160,4,142,14
"San Francisco, CA HCS",151,14,129,8
Central Iowa HCS,150,23,117,10
"Lexington, KY HCS",149,14,127,8
"Reno, NV HCS",149,11,123,15
"Madison, WI HCS",147,23,117,7
Northern Arizona HCS,145,6,133,6
"Battle Creek, MI HCS",142,5,122,15
Eastern Kansas HCS,139,23,115,1
"Wilkes-Barre, PA HCS",138,1,119,18
"Fargo, ND HCS",137,19,104,14
"Salem, VA HCS",134,26,98,10
"Sioux Falls, SD HCS",131,21,102,8
"Iowa City, IA HCS",128,23,101,4
"Wichita, KS HCS",123,17,101,5
"Walla Walla, WA HCS",120,7,104,9
"Big Spring, TX HCS",104,8,92,4
"Coatesville, PA HCS",101,3,88,10
"Columbia, MO HCS",101,31,68,2
"Saginaw, MI HCS",94,5,82,7
"Manchester, NH HCS",84,3,69,12
"Honolulu, HI HCS",82,32,50,0
"Huntington, WV HCS",76,11,58,7
"St. Cloud, MN HCS",76,12,59,5
"Black Hills, SD HCS",73,37,35,1
"Tomah, WI HCS",71,10,60,1
"Anchorage, AK HCS",70,9,61,0
Montana HCS,65,11,52,2
"Chillicothe, OH HCS",63,10,51,2
"Danville, IL HCS",59,15,42,2
"Albany, NY HCS",49,0,42,7
"Altoona, PA HCS",49,8,40,1
"Cheyenne, WY HCS",47,2,43,2
"Togus, ME HCS",47,3,41,3
"Iron Mountain, MI HCS",43,5,38,0
"Poplar Bluff, MO HCS",43,8,34,1
"Butler, PA HCS",40,4,32,4
"Marion, IL HCS",38,13,25,0
"Erie, PA HCS",35,4,28,3
"Finger Lakes, NY HCS",32,2,29,1
"Syracuse, NY HCS",29,0,26,3
"Grand Junction, CO HCS",26,2,21,3
"White River Junction, VT HCS",24,1,21,2
"Roseburg, OR HCS",23,2,21,0
"Clarksburg, WV HCS",20,5,15,0
"Sheridan, WY HCS",16,3,13,0
"Beckley, WV HCS",13,3,9,1
"White City, OR HCS",8,2,5,1
"Manila, PI HCS",0,0,0,0
