Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,767,182,504,81
New York Harbor HCS,691,86,513,92
"Bronx, NY HCS",563,59,442,62
"New Orleans, LA HCS",513,23,448,42
"Philadelphia, PA HCS",400,106,271,23
"Boston, MA HCS",391,92,252,47
"Washington, DC HCS",338,79,231,28
"North Chicago, IL HCS",317,105,211,1
"Chicago, IL HCS",280,48,216,16
Connecticut HCS,279,57,213,9
"Aurora, CO HCS",276,34,226,16
"Northport, NY HCS",244,45,173,26
"Indianapolis, IN HCS",238,56,152,30
"Detroit, MI HCS",229,24,174,31
"Bedford, MA HCS",228,55,150,23
"Hudson Valley, NY HCS",222,30,182,10
"Atlanta, GA HCS",212,35,165,12
"Cleveland, OH HCS",212,47,145,20
Western New York HCS,191,45,123,23
"Hines, IL HCS",173,58,102,13
"Columbia, SC HCS",145,15,121,9
"St. Louis, MO HCS",140,24,104,12
"Ann Arbor, MI HCS",137,16,107,14
"Minneapolis, MN HCS",131,47,67,17
"Miami, FL HCS",123,12,105,6
"Baltimore, MD HCS",117,46,69,2
"Puget Sound, WA HCS",110,19,85,6
"Greater Los Angeles, CA HCS",104,18,79,7
"Lebanon, PA HCS",104,28,65,11
"Wilmington, DE HCS",101,34,61,6
"Milwaukee, WI HCS",91,15,70,6
"Orlando, FL HCS",91,15,74,2
"Providence, RI HCS",89,12,63,14
Nebraska-W Iowa HCS,86,29,48,9
"Kansas City, MO HCS",85,8,74,3
"Richmond, VA HCS",85,11,65,9
"Salisbury, NC HCS",83,24,52,7
"Long Beach, CA HCS",81,10,67,4
"Dallas, TX HCS",77,23,49,5
"Houston, TX HCS",74,24,44,6
"Shreveport, LA HCS",72,12,52,8
"Las Vegas, NV HCS",71,10,60,1
"San Juan, PR HCS",71,2,69,0
Central Western Massachusetts HCS,70,17,50,3
"Wilkes-Barre, PA HCS",70,13,49,8
"Louisville, KY HCS",67,11,50,6
"Martinsburg, WV HCS",67,27,36,4
"Jackson, MS HCS",66,36,27,3
"Hampton, VA HCS",64,4,55,5
"Durham, NC HCS",63,13,47,3
"San Antonio, TX HCS",61,14,41,6
"San Diego, CA HCS",61,14,46,1
Middle Tennessee HCS,60,16,41,3
"Phoenix, AZ HCS",60,13,42,5
"Cincinnati, OH HCS",57,8,47,2
"Fayetteville, NC HCS",53,22,30,1
"Pittsburgh, PA HCS",53,13,37,3
"Loma Linda, CA HCS",51,17,34,0
