Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2223,130,2080,13
"San Antonio, TX HCS",1779,63,1632,84
"Houston, TX HCS",1729,55,1606,68
"Orlando, FL HCS",1660,82,1542,36
"Atlanta, GA HCS",1602,68,1478,56
"Columbia, SC HCS",1510,75,1366,69
"Phoenix, AZ HCS",1499,57,1356,86
"Gainesville, FL HCS",1430,78,1291,61
Texas Valley Coastal Bend HCS,1425,26,1302,97
"Tampa, FL HCS",1228,62,1104,62
"Miami, FL HCS",1181,36,1109,36
"Dallas, TX HCS",1156,95,1012,49
"Bay Pines, FL HCS",1145,75,1026,44
"Charleston, SC HCS",1140,48,1068,24
"New Orleans, LA HCS",1097,18,1005,74
New York Harbor HCS,1096,15,963,118
"Temple, TX HCS",1086,63,990,33
New Jersey HCS,1071,17,932,122
"St. Louis, MO HCS",1002,93,844,65
"Cleveland, OH HCS",992,125,787,80
Nebraska-W Iowa HCS,988,162,775,51
"Minneapolis, MN HCS",974,198,712,64
"Milwaukee, WI HCS",961,185,756,20
Middle Tennessee HCS,952,76,840,36
"Aurora, CO HCS",915,133,741,41
"Chicago, IL HCS",912,96,768,48
"Washington, DC HCS",898,27,805,66
"Hines, IL HCS",892,122,731,39
"Kansas City, MO HCS",862,120,704,38
"Loma Linda, CA HCS",836,45,771,20
"Philadelphia, PA HCS",822,56,708,58
"Bronx, NY HCS",820,11,715,94
"Salisbury, NC HCS",817,57,707,53
"Las Vegas, NV HCS",814,68,715,31
"Boston, MA HCS",810,18,695,97
"Gulf Coast, MS HCS",770,20,718,32
"Mountain Home, TN HCS",750,104,610,36
"Long Beach, CA HCS",746,26,701,19
"West Palm Beach, FL HCS",742,30,674,38
"Fayetteville, NC HCS",730,58,642,30
"Muskogee, OK HCS",688,71,565,52
"Birmingham, AL HCS",686,42,605,39
"Little Rock, AR HCS",678,50,604,24
"Greater Los Angeles, CA HCS",667,12,618,37
"Shreveport, LA HCS",667,42,576,49
"Indianapolis, IN HCS",648,53,535,60
"Durham, NC HCS",640,54,551,35
