"﻿Report Date","Health District",Ethnicity,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-24,Southside,"Not Reported",156,26,14
2020-05-24,"Lord Fairfax","Hispanic or Latino",270,22,4
2020-05-24,"Eastern Shore","Not Hispanic or Latino",692,55,24
2020-05-24,Portsmouth,"Hispanic or Latino",6,2,0
2020-05-24,Fairfax,"Not Reported",2319,109,107
2020-05-24,Richmond,"Hispanic or Latino",312,32,1
2020-05-24,Chesapeake,"Not Reported",86,6,0
2020-05-24,Arlington,"Hispanic or Latino",579,149,11
2020-05-24,"West Piedmont","Not Hispanic or Latino",82,10,3
2020-05-24,Fairfax,"Not Hispanic or Latino",2407,584,197
2020-05-24,Piedmont,"Hispanic or Latino",16,0,0
2020-05-24,Crater,"Not Hispanic or Latino",245,53,7
2020-05-24,Chickahominy,"Not Hispanic or Latino",189,61,23
2020-05-24,"New River","Not Hispanic or Latino",57,12,1
2020-05-24,"Lord Fairfax","Not Reported",313,20,11
2020-05-24,Rappahannock,"Not Reported",423,21,1
2020-05-24,"Central Shenandoah","Not Reported",203,3,5
2020-05-24,"Central Virginia","Not Hispanic or Latino",69,11,3
2020-05-24,Lenowisco,"Not Hispanic or Latino",23,11,2
2020-05-24,"Cumberland Plateau","Not Hispanic or Latino",18,2,0
2020-05-24,"Western Tidewater","Not Hispanic or Latino",353,61,34
2020-05-24,"New River","Not Reported",31,0,0
2020-05-24,Chesterfield,"Not Reported",805,16,18
2020-05-24,Chesterfield,"Hispanic or Latino",198,7,0
2020-05-24,Hampton,"Not Hispanic or Latino",124,29,3
2020-05-24,Chesapeake,"Not Hispanic or Latino",321,71,12
2020-05-24,Peninsula,"Hispanic or Latino",48,10,1
2020-05-24,Arlington,"Not Reported",778,71,18
2020-05-24,Roanoke,"Not Hispanic or Latino",73,7,8
2020-05-24,"Lord Fairfax","Not Hispanic or Latino",514,59,28
2020-05-24,"Eastern Shore","Hispanic or Latino",145,5,3
2020-05-24,"Mount Rogers","Not Reported",19,2,0
2020-05-24,"Three Rivers","Not Hispanic or Latino",281,24,3
2020-05-24,"Thomas Jefferson","Not Reported",48,0,0
2020-05-24,"Three Rivers","Not Reported",157,9,3
2020-05-24,Arlington,"Not Hispanic or Latino",516,144,69
2020-05-24,Alleghany,"Not Hispanic or Latino",112,17,13
2020-05-24,Loudoun,"Not Reported",789,6,7
2020-05-24,Fairfax,"Hispanic or Latino",4362,517,31
2020-05-24,Peninsula,"Not Reported",129,3,2
2020-05-24,Crater,"Hispanic or Latino",27,1,0
2020-05-24,Piedmont,"Not Hispanic or Latino",313,31,3
2020-05-24,Henrico,"Hispanic or Latino",126,15,3
2020-05-24,Alexandria,"Not Hispanic or Latino",548,96,29
2020-05-24,"Central Virginia","Hispanic or Latino",14,1,1
2020-05-24,Alleghany,"Not Reported",50,3,1
2020-05-24,"Cumberland Plateau","Hispanic or Latino",0,0,0
2020-05-24,"Western Tidewater","Hispanic or Latino",3,0,0
2020-05-24,Chesterfield,"Not Hispanic or Latino",302,52,19
2020-05-24,Pittsylvania-Danville,"Not Hispanic or Latino",56,19,3
2020-05-24,"Mount Rogers","Hispanic or Latino",110,0,0
2020-05-24,Richmond,"Not Reported",371,23,1
2020-05-24,Peninsula,"Not Hispanic or Latino",374,100,29
2020-05-24,Chesapeake,"Hispanic or Latino",26,5,1
2020-05-24,Southside,"Hispanic or Latino",2,1,0
2020-05-24,"Thomas Jefferson","Not Hispanic or Latino",326,67,19
2020-05-24,Norfolk,"Not Hispanic or Latino",260,53,6
2020-05-24,Portsmouth,"Not Reported",145,7,2
2020-05-24,Norfolk,"Not Reported",75,1,0
2020-05-24,"Three Rivers","Hispanic or Latino",34,0,0
2020-05-24,"Eastern Shore","Not Reported",103,0,0
2020-05-24,Alleghany,"Hispanic or Latino",12,4,0
2020-05-24,Henrico,"Not Reported",557,19,22
2020-05-24,Henrico,"Not Hispanic or Latino",763,142,93
2020-05-24,Loudoun,"Not Hispanic or Latino",537,94,42
2020-05-24,Hampton,"Not Reported",40,1,0
2020-05-24,"Rappahannock Rapidan","Not Hispanic or Latino",200,25,7
2020-05-24,Alexandria,"Not Reported",373,4,3
2020-05-24,Rappahannock,"Not Hispanic or Latino",385,67,13
2020-05-24,"Western Tidewater","Not Reported",244,3,1
2020-05-24,"Cumberland Plateau","Not Reported",14,0,0
2020-05-24,Alexandria,"Hispanic or Latino",812,75,6
2020-05-24,"Virginia Beach","Not Hispanic or Latino",434,78,17
2020-05-24,"Prince William","Hispanic or Latino",2042,300,21
2020-05-24,"Virginia Beach","Not Reported",121,6,1
2020-05-24,"Central Shenandoah","Hispanic or Latino",621,37,2
2020-05-24,Pittsylvania-Danville,"Hispanic or Latino",7,1,0
2020-05-24,"Mount Rogers","Not Hispanic or Latino",146,18,6
2020-05-24,Piedmont,"Not Reported",314,12,2
2020-05-24,Southside,"Not Hispanic or Latino",92,10,7
2020-05-24,"Thomas Jefferson","Hispanic or Latino",42,1,0
2020-05-24,Pittsylvania-Danville,"Not Reported",15,5,0
2020-05-24,Norfolk,"Hispanic or Latino",64,7,0
2020-05-24,Portsmouth,"Not Hispanic or Latino",111,31,9
2020-05-24,"West Piedmont","Not Reported",37,5,1
2020-05-24,Richmond,"Not Hispanic or Latino",329,75,17
2020-05-24,"West Piedmont","Hispanic or Latino",18,0,0
2020-05-24,"Prince William","Not Reported",2589,16,4
2020-05-24,"Rappahannock Rapidan","Not Reported",324,10,1
2020-05-24,Chickahominy,"Hispanic or Latino",20,2,0
2020-05-24,Lenowisco,"Not Reported",19,4,2
2020-05-24,"New River","Hispanic or Latino",6,1,0
2020-05-24,Crater,"Not Reported",223,28,7
2020-05-24,Chickahominy,"Not Reported",187,14,3
2020-05-24,Loudoun,"Hispanic or Latino",495,50,3
2020-05-24,"Rappahannock Rapidan","Hispanic or Latino",476,37,3
2020-05-24,Roanoke,"Not Reported",40,0,1
2020-05-24,Rappahannock,"Hispanic or Latino",393,47,1
2020-05-24,Lenowisco,"Hispanic or Latino",0,0,0
2020-05-24,"Virginia Beach","Hispanic or Latino",48,6,1
2020-05-24,"Prince William","Not Hispanic or Latino",882,185,70
2020-05-24,"Central Virginia","Not Reported",99,3,0
2020-05-24,"Central Shenandoah","Not Hispanic or Latino",543,69,21
2020-05-24,Hampton,"Hispanic or Latino",10,0,0
2020-05-24,Roanoke,"Hispanic or Latino",27,0,0
,Roanoke,"Hispanic or Latino",27,0,0
,,,,,
