Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
2020-05-23,Richmond,979,130,19
2020-05-23,Roanoke,141,7,9
2020-05-23,Southside,243,37,21
2020-05-23,Thomas Jefferson,402,68,16
2020-05-23,Three Rivers,469,33,6
2020-05-23,Virginia Beach,598,90,19
2020-05-23,West Piedmont,132,15,4
2020-05-23,Western Tidewater,593,60,31
2020-05-24,Alexandria,1733,175,38
2020-05-24,Alleghany,174,24,14
2020-05-24,Arlington,1873,364,98
2020-05-24,Central Shenandoah,1367,109,28
2020-05-24,Central Virginia,182,15,4
2020-05-24,Chesapeake,433,82,13
2020-05-24,Chesterfield,1305,75,37
2020-05-24,Chickahominy,396,77,26
2020-05-24,Crater,495,82,14
2020-05-24,Cumberland Plateau,32,2,0
2020-05-24,Eastern Shore,940,60,27
2020-05-24,Fairfax,9088,1210,335
2020-05-24,Hampton,174,30,3
2020-05-24,Henrico,1446,176,118
2020-05-24,Lenowisco,42,15,4
2020-05-24,Lord Fairfax,1097,101,43
2020-05-24,Loudoun,1821,150,52
2020-05-24,Mount Rogers,275,20,6
2020-05-24,New River,94,13,1
2020-05-24,Norfolk,399,61,6
2020-05-24,Peninsula,551,113,32
2020-05-24,Piedmont,643,43,5
2020-05-24,Pittsylvania-Danville,78,25,3
2020-05-24,Portsmouth,262,40,11
2020-05-24,Prince William,5513,501,95
2020-05-24,Rappahannock,1201,135,15
2020-05-24,Rappahannock Rapidan,1000,72,11
2020-05-24,Richmond,1012,130,19
2020-05-24,Roanoke,140,7,9
2020-05-24,Southside,250,37,21
2020-05-24,Thomas Jefferson,416,68,19
2020-05-24,Three Rivers,472,33,6
2020-05-24,Virginia Beach,603,90,19
2020-05-24,West Piedmont,137,15,4
2020-05-24,Western Tidewater,600,64,35
2020-05-25,Alexandria,1754,175,38
2020-05-25,Alleghany,179,24,16
2020-05-25,Arlington,1897,368,101
2020-05-25,Central Shenandoah,1398,110,28
2020-05-25,Central Virginia,183,15,4
2020-05-25,Chesapeake,449,82,14
2020-05-25,Chesterfield,1312,76,38
2020-05-25,Chickahominy,424,77,27
2020-05-25,Crater,499,82,16
2020-05-25,Cumberland Plateau,32,2,0
2020-05-25,Eastern Shore,947,62,28
2020-05-25,Fairfax,9587,1235,339
2020-05-25,Hampton,181,30,3
2020-05-25,Henrico,1492,177,118
2020-05-25,Lenowisco,42,15,4
2020-05-25,Lord Fairfax,1128,103,45
2020-05-25,Loudoun,2047,150,52
2020-05-25,Mount Rogers,290,20,6
2020-05-25,New River,97,13,1
2020-05-25,Norfolk,432,61,6
2020-05-25,Peninsula,561,113,32
2020-05-25,Piedmont,645,44,6
2020-05-25,Pittsylvania-Danville,83,25,3
2020-05-25,Portsmouth,272,40,11
2020-05-25,Prince William,5812,512,108
2020-05-25,Rappahannock,1249,137,16
2020-05-25,Rappahannock Rapidan,1025,73,11
2020-05-25,Richmond,1040,134,20
2020-05-25,Roanoke,140,7,9
2020-05-25,Southside,255,37,21
2020-05-25,Thomas Jefferson,422,68,19
2020-05-25,Three Rivers,480,33,6
2020-05-25,Virginia Beach,618,90,20
2020-05-25,West Piedmont,148,15,5
2020-05-25,Western Tidewater,607,64,37
2020-05-26,Alexandria,1785,175,41
2020-05-26,Alleghany,184,24,16
2020-05-26,Arlington,1935,367,104
2020-05-26,Central Shenandoah,1436,114,28
2020-05-26,Central Virginia,189,16,4
2020-05-26,Chesapeake,459,84,14
2020-05-26,Chesterfield,1327,76,42
2020-05-26,Chickahominy,456,77,27
2020-05-26,Crater,556,82,16
2020-05-26,Cumberland Plateau,33,2,0
2020-05-26,Eastern Shore,979,63,28
2020-05-26,Fairfax,9947,1263,350
2020-05-26,Hampton,183,30,3
2020-05-26,Henrico,1546,179,118
2020-05-26,Lenowisco,42,15,4
2020-05-26,Lord Fairfax,1135,104,45
2020-05-26,Loudoun,2186,153,52
2020-05-26,Mount Rogers,310,21,6
2020-05-26,New River,98,13,1
2020-05-26,Norfolk,450,61,6
2020-05-26,Peninsula,571,113,32
2020-05-26,Piedmont,674,43,6
2020-05-26,Pittsylvania-Danville,83,25,3
2020-05-26,Portsmouth,281,41,11
2020-05-26,Prince William,6225,521,111
2020-05-26,Rappahannock,1354,139,16
2020-05-26,Rappahannock Rapidan,1074,74,12
2020-05-26,Richmond,1089,134,20
2020-05-26,Roanoke,146,9,9
2020-05-26,Southside,262,37,21
2020-05-26,Thomas Jefferson,451,68,19
2020-05-26,Three Rivers,489,33,6
2020-05-26,Virginia Beach,638,90,23
2020-05-26,West Piedmont,159,15,5
2020-05-26,Western Tidewater,610,64,37
2020-05-27,Alexandria,1824,175,42
2020-05-27,Alleghany,184,24,16
2020-05-27,Arlington,1988,371,109
2020-05-27,Central Shenandoah,1447,116,28
2020-05-27,Central Virginia,199,16,4
2020-05-27,Chesapeake,472,85,14
2020-05-27,Chesterfield,1377,76,42
2020-05-27,Chickahominy,465,78,30
2020-05-27,Crater,593,83,17
2020-05-27,Cumberland Plateau,32,2,0
2020-05-27,Eastern Shore,1005,65,30
2020-05-27,Fairfax,10181,1285,376
2020-05-27,Hampton,183,30,3
2020-05-27,Henrico,1579,180,119
2020-05-27,Lenowisco,42,15,4
2020-05-27,Lord Fairfax,1206,112,45
2020-05-27,Loudoun,2274,155,53
2020-05-27,Mount Rogers,315,22,6
2020-05-27,New River,101,14,1
2020-05-27,Norfolk,451,62,6
2020-05-27,Peninsula,575,113,32
2020-05-27,Piedmont,683,43,6
2020-05-27,Pittsylvania-Danville,83,25,3
2020-05-27,Portsmouth,282,41,11
2020-05-27,Prince William,6320,526,115
2020-05-27,Rappahannock,1381,139,16
2020-05-27,Rappahannock Rapidan,1089,74,11
2020-05-27,Richmond,1112,137,21
2020-05-27,Roanoke,146,9,9
2020-05-27,Southside,263,37,22
2020-05-27,Thomas Jefferson,470,68,19
2020-05-27,Three Rivers,494,34,6
2020-05-27,Virginia Beach,646,90,22
2020-05-27,West Piedmont,171,18,6
2020-05-27,Western Tidewater,616,65,37
2020-05-28,Alexandria,1887,180,44
2020-05-28,Alleghany,186,24,16
2020-05-28,Arlington,2039,373,109
2020-05-28,Central Shenandoah,1468,118,30
2020-05-28,Central Virginia,201,16,4
2020-05-28,Chesapeake,481,86,14
2020-05-28,Chesterfield,1447,80,51
2020-05-28,Chickahominy,472,79,32
2020-05-28,Crater,632,88,18
2020-05-28,Cumberland Plateau,33,2,0
2020-05-28,Eastern Shore,1034,67,32
2020-05-28,Fairfax,10619,1286,385
2020-05-28,Hampton,190,30,3
2020-05-28,Henrico,1624,184,131
2020-05-28,Lenowisco,42,16,4
2020-05-28,Lord Fairfax,1279,118,48
2020-05-28,Loudoun,2318,156,63
2020-05-28,Mount Rogers,318,22,6
2020-05-28,New River,106,14,1
2020-05-28,Norfolk,452,62,6
2020-05-28,Peninsula,582,113,32
2020-05-28,Piedmont,695,44,6
2020-05-28,Pittsylvania-Danville,88,27,3
2020-05-28,Portsmouth,284,42,11
2020-05-28,Prince William,6409,532,117
2020-05-28,Rappahannock,1419,143,16
2020-05-28,Rappahannock Rapidan,1102,75,12
2020-05-28,Richmond,1133,138,21
2020-05-28,Roanoke,147,9,9
2020-05-28,Southside,268,38,22
2020-05-28,Thomas Jefferson,480,68,19
2020-05-28,Three Rivers,504,36,8
2020-05-28,Virginia Beach,662,91,22
2020-05-28,West Piedmont,179,19,5
2020-05-28,Western Tidewater,621,66,38
2020-05-29,Alexandria,1941,181,44
2020-05-29,Alleghany,195,24,16
2020-05-29,Arlington,2089,372,111
2020-05-29,Central Shenandoah,1491,118,30
2020-05-29,Central Virginia,202,16,4
2020-05-29,Chesapeake,494,86,15
2020-05-29,Chesterfield,1518,85,52
2020-05-29,Chickahominy,478,81,32
2020-05-29,Crater,703,90,18
2020-05-29,Cumberland Plateau,33,2,0
2020-05-29,Eastern Shore,1055,75,32
2020-05-29,Fairfax,10856,1300,392
2020-05-29,Hampton,192,30,3
2020-05-29,Henrico,1678,194,133
2020-05-29,Lenowisco,42,16,4
2020-05-29,Lord Fairfax,1321,119,50
2020-05-29,Loudoun,2429,159,62
2020-05-29,Mount Rogers,322,24,6
2020-05-29,New River,109,15,1
2020-05-29,Norfolk,470,67,6
2020-05-29,Peninsula,582,114,32
2020-05-29,Piedmont,702,47,6
2020-05-29,Pittsylvania-Danville,90,28,3
2020-05-29,Portsmouth,294,43,11
2020-05-29,Prince William,6561,539,117
2020-05-29,Rappahannock,1448,148,17
2020-05-29,Rappahannock Rapidan,1123,77,14
2020-05-29,Richmond,1202,146,22
2020-05-29,Roanoke,152,9,9
2020-05-29,Southside,269,38,22
2020-05-29,Thomas Jefferson,498,69,19
2020-05-29,Three Rivers,505,36,8
2020-05-29,Virginia Beach,680,92,23
2020-05-29,West Piedmont,183,19,5
2020-05-29,Western Tidewater,626,70,39
2020-05-30,Alexandria,1960,187,44
2020-05-30,Alleghany,199,24,16
2020-05-30,Arlington,2107,371,113
2020-05-30,Central Shenandoah,1517,120,30
2020-05-30,Central Virginia,207,16,4
2020-05-30,Chesapeake,520,87,15
2020-05-30,Chesterfield,1584,88,52
2020-05-30,Chickahominy,481,84,32
2020-05-30,Crater,732,90,18
2020-05-30,Cumberland Plateau,33,2,0
2020-05-30,Eastern Shore,1093,75,32
2020-05-30,Fairfax,11026,1319,397
2020-05-30,Hampton,197,30,3
2020-05-30,Henrico,1754,201,133
2020-05-30,Lenowisco,42,16,4
2020-05-30,Lord Fairfax,1374,119,50
2020-05-30,Loudoun,2529,162,62
2020-05-30,Mount Rogers,331,25,6
2020-05-30,New River,109,15,1
2020-05-30,Norfolk,490,69,6
2020-05-30,Peninsula,583,115,32
2020-05-30,Piedmont,716,47,6
2020-05-30,Pittsylvania-Danville,91,28,3
2020-05-30,Portsmouth,307,44,11
2020-05-30,Prince William,6757,553,120
2020-05-30,Rappahannock,1513,150,17
2020-05-30,Rappahannock Rapidan,1140,78,14
2020-05-30,Richmond,1249,149,24
2020-05-30,Roanoke,155,9,9
2020-05-30,Southside,272,38,22
2020-05-30,Thomas Jefferson,515,70,19
2020-05-30,Three Rivers,510,38,8
2020-05-30,Virginia Beach,699,92,23
2020-05-30,West Piedmont,189,19,5
2020-05-30,Western Tidewater,630,71,39
2020-05-31,Alexandria,1974,190,44
2020-05-31,Alleghany,200,24,16
2020-05-31,Arlington,2116,372,115
2020-05-31,Central Shenandoah,1538,120,30
2020-05-31,Central Virginia,213,16,4
2020-05-31,Chesapeake,521,87,15
2020-05-31,Chesterfield,1678,88,52
2020-05-31,Chickahominy,488,85,32
2020-05-31,Crater,746,90,18
2020-05-31,Cumberland Plateau,35,2,0
2020-05-31,Eastern Shore,1146,76,35
2020-05-31,Fairfax,11230,1330,397
2020-05-31,Hampton,207,30,3
2020-05-31,Henrico,1820,203,133
2020-05-31,Lenowisco,43,16,4
2020-05-31,Lord Fairfax,1390,120,50
2020-05-31,Loudoun,2575,163,62
2020-05-31,Mount Rogers,350,34,6
2020-05-31,New River,113,15,1
2020-05-31,Norfolk,503,69,6
2020-05-31,Peninsula,604,115,32
2020-05-31,Piedmont,720,47,6
2020-05-31,Pittsylvania-Danville,99,27,3
2020-05-31,Portsmouth,308,44,11
2020-05-31,Prince William,6930,556,120
2020-05-31,Rappahannock,1568,154,17
2020-05-31,Rappahannock Rapidan,1162,80,14
2020-05-31,Richmond,1316,151,24
2020-05-31,Roanoke,160,9,9
2020-05-31,Southside,272,38,22
2020-05-31,Thomas Jefferson,525,70,19
2020-05-31,Three Rivers,518,38,8
2020-05-31,Virginia Beach,708,94,23
2020-05-31,West Piedmont,199,19,5
2020-05-31,Western Tidewater,632,71,39
2020-06-01,Alexandria,1981,192,45
2020-06-01,Alleghany,204,24,16
2020-06-01,Arlington,2123,376,116
2020-06-01,Central Shenandoah,1585,122,30
2020-06-01,Central Virginia,216,16,4
2020-06-01,Chesapeake,535,88,15
2020-06-01,Chesterfield,1699,88,52
2020-06-01,Chickahominy,489,85,32
2020-06-01,Crater,769,92,20
2020-06-01,Cumberland Plateau,35,2,0
2020-06-01,Eastern Shore,1158,77,35
2020-06-01,Fairfax,11341,1348,401
2020-06-01,Hampton,210,30,3
2020-06-01,Henrico,1858,203,134
2020-06-01,Lenowisco,43,16,4
2020-06-01,Lord Fairfax,1418,121,50
2020-06-01,Loudoun,2611,163,66
2020-06-01,Mount Rogers,352,34,6
2020-06-01,New River,114,15,1
2020-06-01,Norfolk,521,69,6
2020-06-01,Peninsula,617,115,32
2020-06-01,Piedmont,731,48,6
2020-06-01,Pittsylvania-Danville,100,28,3
2020-06-01,Portsmouth,313,44,11
2020-06-01,Prince William,7085,569,121
2020-06-01,Rappahannock,1597,158,18
2020-06-01,Rappahannock Rapidan,1196,80,14
2020-06-01,Richmond,1397,151,25
2020-06-01,Roanoke,167,9,9
2020-06-01,Southside,275,38,22
2020-06-01,Thomas Jefferson,546,70,19
2020-06-01,Three Rivers,533,38,8
2020-06-01,Virginia Beach,745,94,23
2020-06-01,West Piedmont,201,19,5
2020-06-01,Western Tidewater,633,72,40
2020-06-02,Alexandria,2000,193,44
2020-06-02,Alleghany,211,24,16
2020-06-02,Arlington,2133,377,117
2020-06-02,Central Shenandoah,1597,123,31
2020-06-02,Central Virginia,218,16,4
2020-06-02,Chesapeake,541,89,15
2020-06-02,Chesterfield,1759,88,54
2020-06-02,Chickahominy,501,85,32
2020-06-02,Crater,809,92,20
2020-06-02,Cumberland Plateau,35,2,0
2020-06-02,Eastern Shore,1182,77,35
2020-06-02,Fairfax,11548,1377,405
2020-06-02,Hampton,212,30,3
2020-06-02,Henrico,1919,208,135
2020-06-02,Lenowisco,43,16,4
2020-06-02,Lord Fairfax,1456,123,54
2020-06-02,Loudoun,2636,165,67
2020-06-02,Mount Rogers,361,34,6
2020-06-02,New River,118,15,1
2020-06-02,Norfolk,530,70,6
2020-06-02,Peninsula,630,117,32
2020-06-02,Piedmont,751,51,6
2020-06-02,Pittsylvania-Danville,102,28,3
2020-06-02,Portsmouth,325,47,11
2020-06-02,Prince William,7186,578,121
2020-06-02,Rappahannock,1637,159,18
2020-06-02,Rappahannock Rapidan,1211,83,16
2020-06-02,Richmond,1434,158,24
2020-06-02,Roanoke,171,9,9
2020-06-02,Southside,276,39,23
2020-06-02,Thomas Jefferson,552,70,19
2020-06-02,Three Rivers,535,38,8
2020-06-02,Virginia Beach,752,95,23
2020-06-02,West Piedmont,228,21,5
2020-06-02,Western Tidewater,640,73,40
2020-06-03,Alexandria,2016,197,46
2020-06-03,Alleghany,216,24,15
2020-06-03,Arlington,2142,379,120
2020-06-03,Central Shenandoah,1611,127,31
2020-06-03,Central Virginia,218,16,4
2020-06-03,Chesapeake,548,90,15
2020-06-03,Chesterfield,1793,100,54
2020-06-03,Chickahominy,499,87,33
2020-06-03,Crater,872,98,20
2020-06-03,Cumberland Plateau,35,2,0
2020-06-03,Eastern Shore,1198,80,35
2020-06-03,Fairfax,11718,1396,410
2020-06-03,Hampton,212,30,3
2020-06-03,Henrico,1933,214,134
2020-06-03,Lenowisco,43,16,4
2020-06-03,Lord Fairfax,1505,125,55
2020-06-03,Loudoun,2659,171,67
2020-06-03,Mount Rogers,379,34,7
2020-06-03,New River,119,15,1
2020-06-03,Norfolk,539,70,6
2020-06-03,Peninsula,633,117,32
2020-06-03,Piedmont,759,54,6
2020-06-03,Pittsylvania-Danville,103,28,3
2020-06-03,Portsmouth,322,47,11
2020-06-03,Prince William,7323,608,127
2020-06-03,Rappahannock,1646,160,18
2020-06-03,Rappahannock Rapidan,1222,87,16
2020-06-03,Richmond,1455,161,24
2020-06-03,Roanoke,176,10,10
2020-06-03,Southside,279,40,25
2020-06-03,Thomas Jefferson,556,70,19
2020-06-03,Three Rivers,541,38,9
2020-06-03,Virginia Beach,752,97,23
2020-06-03,West Piedmont,240,21,5
2020-06-03,Western Tidewater,643,75,40
2020-06-04,Alexandria,2031,202,46
2020-06-04,Alleghany,216,24,15
2020-06-04,Arlington,2150,384,120
2020-06-04,Central Shenandoah,1631,127,31
2020-06-04,Central Virginia,219,16,4
2020-06-04,Chesapeake,554,90,15
2020-06-04,Chesterfield,1854,101,54
2020-06-04,Chickahominy,505,87,33
2020-06-04,Crater,972,104,21
2020-06-04,Cumberland Plateau,35,2,0
2020-06-04,Eastern Shore,1213,82,37
2020-06-04,Fairfax,11938,1405,417
2020-06-04,Hampton,214,32,4
2020-06-04,Henrico,1946,217,134
2020-06-04,Lenowisco,45,16,4
2020-06-04,Lord Fairfax,1548,127,55
2020-06-04,Loudoun,2794,173,67
2020-06-04,Mount Rogers,410,35,7
2020-06-04,New River,120,15,2
2020-06-04,Norfolk,552,71,6
2020-06-04,Peninsula,640,118,33
2020-06-04,Piedmont,766,57,6
2020-06-04,Pittsylvania-Danville,103,28,3
2020-06-04,Portsmouth,325,47,11
2020-06-04,Prince William,7437,623,128
2020-06-04,Rappahannock,1661,164,20
2020-06-04,Rappahannock Rapidan,1237,90,16
2020-06-04,Richmond,1488,163,24
2020-06-04,Roanoke,176,10,10
2020-06-04,Southside,281,40,25
2020-06-04,Thomas Jefferson,573,72,19
2020-06-04,Three Rivers,557,38,9
2020-06-04,Virginia Beach,770,100,24
2020-06-04,West Piedmont,250,22,5
2020-06-04,Western Tidewater,645,75,40
2020-06-05,Alexandria,2045,203,45
2020-06-05,Alleghany,224,25,15
2020-06-05,Arlington,2173,385,121
2020-06-05,Central Shenandoah,1644,128,31
2020-06-05,Central Virginia,239,17,4
2020-06-05,Chesapeake,563,91,15
2020-06-05,Chesterfield,1895,101,54
2020-06-05,Chickahominy,509,87,33
2020-06-05,Crater,1003,104,21
2020-06-05,Cumberland Plateau,35,2,0
2020-06-05,Eastern Shore,1218,84,37
2020-06-05,Fairfax,12027,1419,423
2020-06-05,Hampton,215,33,4
2020-06-05,Henrico,1983,218,134
2020-06-05,Lenowisco,45,16,4
2020-06-05,Lord Fairfax,1569,132,56
2020-06-05,Loudoun,2837,175,67
2020-06-05,Mount Rogers,410,35,7
2020-06-05,New River,123,15,2
2020-06-05,Norfolk,560,71,6
2020-06-05,Peninsula,652,118,33
2020-06-05,Piedmont,779,57,6
2020-06-05,Pittsylvania-Danville,107,28,3
2020-06-05,Portsmouth,325,47,11
2020-06-05,Prince William,7563,631,128
2020-06-05,Rappahannock,1702,165,19
2020-06-05,Rappahannock Rapidan,1254,93,16
2020-06-05,Richmond,1527,165,25
2020-06-05,Roanoke,190,10,10
2020-06-05,Southside,283,41,25
2020-06-05,Thomas Jefferson,579,73,19
2020-06-05,Three Rivers,560,38,9
2020-06-05,Virginia Beach,784,102,25
2020-06-05,West Piedmont,257,22,5
2020-06-05,Western Tidewater,653,77,40
2020-06-06,Alexandria,2070,209,45
2020-06-06,Alleghany,235,25,15
2020-06-06,Arlington,2195,389,120
2020-06-06,Central Shenandoah,1662,129,31
2020-06-06,Central Virginia,244,17,4
2020-06-06,Chesapeake,577,94,15
2020-06-06,Chesterfield,1938,101,54
2020-06-06,Chickahominy,515,88,33
2020-06-06,Crater,1033,106,21
2020-06-06,Cumberland Plateau,36,2,0
2020-06-06,Eastern Shore,1221,86,38
2020-06-06,Fairfax,12180,1427,426
2020-06-06,Hampton,215,33,4
2020-06-06,Henrico,2033,218,134
2020-06-06,Lenowisco,45,16,4
2020-06-06,Lord Fairfax,1591,132,56
2020-06-06,Loudoun,2939,177,67
2020-06-06,Mount Rogers,421,37,7
2020-06-06,New River,133,16,3
2020-06-06,Norfolk,562,71,7
2020-06-06,Peninsula,660,118,33
2020-06-06,Piedmont,790,58,6
2020-06-06,Pittsylvania-Danville,107,28,3
2020-06-06,Portsmouth,335,47,11
2020-06-06,Prince William,7686,636,128
2020-06-06,Rappahannock,1747,166,19
2020-06-06,Rappahannock Rapidan,1266,94,17
2020-06-06,Richmond,1592,167,25
2020-06-06,Roanoke,197,10,10
2020-06-06,Southside,285,41,25
2020-06-06,Thomas Jefferson,593,74,19
2020-06-06,Three Rivers,565,40,10
2020-06-06,Virginia Beach,798,102,25
2020-06-06,West Piedmont,272,23,5
2020-06-06,Western Tidewater,659,77,40
2020-06-07,Alexandria,2095,208,45
2020-06-07,Alleghany,236,25,15
2020-06-07,Arlington,2225,392,121
2020-06-07,Central Shenandoah,1689,132,31
2020-06-07,Central Virginia,247,17,4
2020-06-07,Chesapeake,592,96,15
2020-06-07,Chesterfield,1974,101,54
2020-06-07,Chickahominy,527,88,33
2020-06-07,Crater,1055,106,21
2020-06-07,Cumberland Plateau,36,2,0
2020-06-07,Eastern Shore,1238,87,39
2020-06-07,Fairfax,12580,1441,427
2020-06-07,Hampton,226,33,4
2020-06-07,Henrico,2096,218,134
2020-06-07,Lenowisco,46,16,4
2020-06-07,Lord Fairfax,1621,132,56
2020-06-07,Loudoun,3094,179,67
2020-06-07,Mount Rogers,442,38,8
2020-06-07,New River,136,16,3
2020-06-07,Norfolk,583,71,7
2020-06-07,Peninsula,677,118,33
2020-06-07,Piedmont,794,59,6
2020-06-07,Pittsylvania-Danville,110,28,3
2020-06-07,Portsmouth,343,48,11
2020-06-07,Prince William,7790,647,135
2020-06-07,Rappahannock,1874,171,19
2020-06-07,Rappahannock Rapidan,1294,95,17
2020-06-07,Richmond,1621,169,26
2020-06-07,Roanoke,199,10,10
2020-06-07,Southside,295,44,25
2020-06-07,Thomas Jefferson,634,76,19
2020-06-07,Three Rivers,569,41,10
2020-06-07,Virginia Beach,801,102,25
2020-06-07,West Piedmont,282,23,5
2020-06-07,Western Tidewater,660,77,40
2020-06-08,Alexandria,2102,208,45
2020-06-08,Alleghany,238,25,15
2020-06-08,Arlington,2256,392,122
2020-06-08,Central Shenandoah,1709,133,31
2020-06-08,Central Virginia,247,17,4
2020-06-08,Chesapeake,596,97,15
2020-06-08,Chesterfield,2014,101,54
2020-06-08,Chickahominy,526,88,33
2020-06-08,Crater,1062,106,21
2020-06-08,Cumberland Plateau,36,2,0
2020-06-08,Eastern Shore,1238,87,39
2020-06-08,Fairfax,12728,1449,427
2020-06-08,Hampton,227,33,4
2020-06-08,Henrico,2128,218,134
2020-06-08,Lenowisco,46,16,4
2020-06-08,Lord Fairfax,1628,134,58
2020-06-08,Loudoun,3147,181,67
2020-06-08,Mount Rogers,454,41,10
2020-06-08,New River,142,17,3
2020-06-08,Norfolk,589,71,7
2020-06-08,Peninsula,680,118,33
2020-06-08,Piedmont,804,59,6
2020-06-08,Pittsylvania-Danville,110,28,3
2020-06-08,Portsmouth,343,48,11
2020-06-08,Prince William,7885,658,135
2020-06-08,Rappahannock,1889,172,19
2020-06-08,Rappahannock Rapidan,1303,96,17
2020-06-08,Richmond,1651,174,26
2020-06-08,Roanoke,199,10,10
2020-06-08,Southside,297,44,25
2020-06-08,Thomas Jefferson,644,77,19
2020-06-08,Three Rivers,571,41,10
2020-06-08,Virginia Beach,810,102,25
2020-06-08,West Piedmont,287,23,5
2020-06-08,Western Tidewater,665,77,40
2020-06-09,Alexandria,2115,212,47
2020-06-09,Alleghany,243,25,15
2020-06-09,Arlington,2265,395,122
2020-06-09,Central Shenandoah,1721,135,31
2020-06-09,Central Virginia,250,17,4
2020-06-09,Chesapeake,605,97,15
2020-06-09,Chesterfield,2093,103,54
2020-06-09,Chickahominy,532,90,33
2020-06-09,Crater,1093,106,21
2020-06-09,Cumberland Plateau,35,2,0
2020-06-09,Eastern Shore,1239,88,40
2020-06-09,Fairfax,12820,1455,429
2020-06-09,Hampton,228,35,4
2020-06-09,Henrico,2146,220,134
2020-06-09,Lenowisco,45,16,4
2020-06-09,Lord Fairfax,1641,136,58
2020-06-09,Loudoun,3174,185,67
2020-06-09,Mount Rogers,466,45,12
2020-06-09,New River,143,17,3
2020-06-09,Norfolk,596,73,7
2020-06-09,Peninsula,690,118,33
2020-06-09,Piedmont,810,60,6
2020-06-09,Pittsylvania-Danville,110,28,3
2020-06-09,Portsmouth,351,48,11
2020-06-09,Prince William,7949,669,136
2020-06-09,Rappahannock,1905,177,21
2020-06-09,Rappahannock Rapidan,1312,96,17
2020-06-09,Richmond,1667,177,27
2020-06-09,Roanoke,204,10,10
2020-06-09,Southside,297,44,26
2020-06-09,Thomas Jefferson,649,77,19
2020-06-09,Three Rivers,567,40,9
2020-06-09,Virginia Beach,815,104,27
2020-06-09,West Piedmont,293,26,5
2020-06-09,Western Tidewater,669,77,46
2020-06-10,Alexandria,2125,216,47
2020-06-10,Alleghany,243,25,14
2020-06-10,Arlington,2280,394,121
2020-06-10,Central Shenandoah,1734,135,31
2020-06-10,Central Virginia,254,17,4
2020-06-10,Chesapeake,617,97,15
2020-06-10,Chesterfield,2149,104,55
2020-06-10,Chickahominy,533,95,34
2020-06-10,Crater,1126,107,21
2020-06-10,Cumberland Plateau,35,2,0
2020-06-10,Eastern Shore,1241,88,40
2020-06-10,Fairfax,12871,1469,436
2020-06-10,Hampton,231,36,5
2020-06-10,Henrico,2162,223,135
2020-06-10,Lenowisco,45,16,4
2020-06-10,Lord Fairfax,1662,136,60
2020-06-10,Loudoun,3180,196,67
2020-06-10,Mount Rogers,482,46,18
2020-06-10,New River,146,18,3
2020-06-10,Norfolk,605,74,7
2020-06-10,Peninsula,695,120,33
2020-06-10,Piedmont,827,61,7
2020-06-10,Pittsylvania-Danville,115,28,3
2020-06-10,Portsmouth,354,49,11
2020-06-10,Prince William,7998,683,136
2020-06-10,Rappahannock,1930,178,22
2020-06-10,Rappahannock Rapidan,1319,96,18
2020-06-10,Richmond,1686,180,26
2020-06-10,Roanoke,207,10,10
2020-06-10,Southside,299,44,26
2020-06-10,Thomas Jefferson,655,77,19
2020-06-10,Three Rivers,569,42,9
2020-06-10,Virginia Beach,823,105,27
2020-06-10,West Piedmont,303,28,5
2020-06-10,Western Tidewater,676,77,45
2020-06-11,Alexandria,2127,218,48
2020-06-11,Alleghany,250,25,14
2020-06-11,Arlington,2299,396,124
2020-06-11,Central Shenandoah,1740,138,32
2020-06-11,Central Virginia,253,17,4
2020-06-11,Chesapeake,622,98,15
2020-06-11,Chesterfield,2195,117,55
2020-06-11,Chickahominy,539,96,34
2020-06-11,Crater,1139,108,21
2020-06-11,Cumberland Plateau,35,2,0
2020-06-11,Eastern Shore,1243,89,40
2020-06-11,Fairfax,12936,1478,432
2020-06-11,Hampton,233,37,5
2020-06-11,Henrico,2170,229,135
2020-06-11,Lenowisco,45,16,4
2020-06-11,Lord Fairfax,1675,137,60
2020-06-11,Loudoun,3229,201,69
2020-06-11,Mount Rogers,506,52,19
2020-06-11,New River,146,18,4
2020-06-11,Norfolk,619,74,7
2020-06-11,Peninsula,710,120,33
2020-06-11,Piedmont,857,63,7
2020-06-11,Pittsylvania-Danville,117,30,3
2020-06-11,Portsmouth,364,56,11
2020-06-11,Prince William,8028,695,136
2020-06-11,Rappahannock,1950,180,23
2020-06-11,Rappahannock Rapidan,1324,98,18
2020-06-11,Richmond,1709,184,26
2020-06-11,Roanoke,222,10,10
2020-06-11,Southside,301,44,26
2020-06-11,Thomas Jefferson,669,78,19
2020-06-11,Three Rivers,570,43,9
2020-06-11,Virginia Beach,832,107,27
2020-06-11,West Piedmont,312,29,5
2020-06-11,Western Tidewater,681,77,45
2020-06-12,Alexandria,2128,222,48
2020-06-12,Alleghany,256,26,14
2020-06-12,Arlington,2307,397,125
2020-06-12,Central Shenandoah,1756,138,32
2020-06-12,Central Virginia,260,17,4
2020-06-12,Chesapeake,636,99,16
2020-06-12,Chesterfield,2270,126,55
2020-06-12,Chickahominy,546,95,34
2020-06-12,Crater,1160,109,21
2020-06-12,Cumberland Plateau,35,2,0
2020-06-12,Eastern Shore,1246,92,40
2020-06-12,Fairfax,12987,1482,435
2020-06-12,Hampton,234,37,5
2020-06-12,Henrico,2193,231,136
2020-06-12,Lenowisco,45,16,4
