"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-31,20105,83,863
2020-05-31,20106,29,131
2020-05-31,20109,896,2822
2020-05-31,20110,1166,3596
2020-05-31,20111,707,2204
2020-05-31,20112,168,1104
2020-05-31,20115,30,187
2020-05-31,20117,7,74
2020-05-31,20118,Suppressed*,45
2020-05-31,20119,21,135
2020-05-31,20120,248,1301
2020-05-31,20121,182,886
2020-05-31,20124,47,406
2020-05-31,20129,7,30
2020-05-31,20130,0,8
2020-05-31,20132,47,448
2020-05-31,20135,5,92
2020-05-31,20136,144,921
2020-05-31,20137,12,54
2020-05-31,20139,Suppressed*,9
2020-05-31,20141,13,177
2020-05-31,20143,Suppressed*,32
2020-05-31,20144,Suppressed*,21
2020-05-31,20147,297,2128
2020-05-31,20148,130,1146
2020-05-31,20151,219,874
2020-05-31,20152,135,1103
2020-05-31,20155,195,1339
2020-05-31,20158,12,107
2020-05-31,20164,797,2561
2020-05-31,20165,213,1327
2020-05-31,20166,118,610
2020-05-31,20169,83,756
2020-05-31,20170,738,2124
2020-05-31,20171,236,1140
2020-05-31,20175,151,1138
2020-05-31,20176,472,2003
2020-05-31,20180,17,200
2020-05-31,20181,33,313
2020-05-31,20184,Suppressed*,35
2020-05-31,20186,54,620
2020-05-31,20187,59,497
2020-05-31,20190,179,1157
2020-05-31,20191,246,1072
2020-05-31,20194,29,322
2020-05-31,20197,Suppressed*,71
2020-05-31,20198,6,48
2020-05-31,22003,1017,3408
2020-05-31,22015,337,1496
2020-05-31,22025,99,656
2020-05-31,22026,179,904
2020-05-31,22027,42,110
2020-05-31,22030,336,2151
2020-05-31,22031,320,1727
2020-05-31,22032,111,846
2020-05-31,22033,208,1243
2020-05-31,22035,0,8
2020-05-31,22039,51,473
2020-05-31,22041,622,2397
2020-05-31,22042,630,2067
2020-05-31,22043,188,807
2020-05-31,22044,221,756
2020-05-31,22046,166,826
2020-05-31,22060,13,137
2020-05-31,22066,61,481
2020-05-31,22079,264,1316
2020-05-31,22101,112,1283
2020-05-31,22102,91,848
2020-05-31,22124,52,482
2020-05-31,22125,Suppressed*,36
2020-05-31,22134,16,67
2020-05-31,22150,660,2464
2020-05-31,22151,243,856
2020-05-31,22152,169,921
2020-05-31,22153,128,915
2020-05-31,22172,123,503
2020-05-31,22180,169,856
2020-05-31,22181,46,363
2020-05-31,22182,95,761
2020-05-31,22191,1240,4930
2020-05-31,22192,534,3017
2020-05-31,22193,1175,4670
2020-05-31,22201,185,1245
2020-05-31,22202,175,893
2020-05-31,22203,283,1123
2020-05-31,22204,855,3187
2020-05-31,22205,117,968
2020-05-31,22206,149,878
2020-05-31,22207,241,1327
2020-05-31,22209,74,488
2020-05-31,22211,Suppressed*,15
2020-05-31,22213,16,104
2020-05-31,22214,0,2
2020-05-31,22301,65,603
2020-05-31,22302,197,1217
2020-05-31,22303,169,734
2020-05-31,22304,577,2928
2020-05-31,22305,548,1736
2020-05-31,22306,722,2253
2020-05-31,22307,56,396
2020-05-31,22308,58,321
2020-05-31,22309,517,1668
2020-05-31,22310,251,1103
2020-05-31,22311,386,1463
2020-05-31,22312,454,1703
2020-05-31,22314,166,1408
2020-05-31,22315,87,793
2020-05-31,22401,142,1054
2020-05-31,22405,102,962
2020-05-31,22406,76,761
2020-05-31,22407,346,2012
2020-05-31,22408,114,924
2020-05-31,22427,5,80
2020-05-31,22432,Suppressed*,24
2020-05-31,22433,Suppressed*,7
2020-05-31,22435,Suppressed*,67
2020-05-31,22436,0,13
2020-05-31,22437,Suppressed*,20
2020-05-31,22438,Suppressed*,8
2020-05-31,22443,20,210
2020-05-31,22448,Suppressed*,23
2020-05-31,22454,Suppressed*,37
2020-05-31,22460,Suppressed*,39
2020-05-31,22469,9,61
2020-05-31,22473,18,155
2020-05-31,22476,Suppressed*,6
2020-05-31,22480,0,27
2020-05-31,22482,Suppressed*,97
2020-05-31,22485,66,712
2020-05-31,22488,Suppressed*,29
2020-05-31,22503,5,152
2020-05-31,22504,0,7
2020-05-31,22508,44,443
2020-05-31,22509,Suppressed*,1
2020-05-31,22511,5,29
2020-05-31,22514,6,51
2020-05-31,22520,30,154
2020-05-31,22529,Suppressed*,8
2020-05-31,22530,0,2
2020-05-31,22534,Suppressed*,59
2020-05-31,22535,0,17
2020-05-31,22538,0,8
2020-05-31,22539,Suppressed*,63
2020-05-31,22542,Suppressed*,72
2020-05-31,22546,39,386
2020-05-31,22548,0,3
2020-05-31,22551,65,584
2020-05-31,22553,32,437
2020-05-31,22554,349,1939
2020-05-31,22556,173,944
2020-05-31,22560,35,469
2020-05-31,22567,6,113
2020-05-31,22572,265,548
2020-05-31,22576,0,41
2020-05-31,22578,Suppressed*,54
2020-05-31,22579,Suppressed*,6
2020-05-31,22580,10,129
2020-05-31,22601,197,6593
2020-05-31,22602,131,301
2020-05-31,22603,72,180
2020-05-31,22610,8,18
2020-05-31,22611,13,107
2020-05-31,22620,6,36
2020-05-31,22623,Suppressed*,2
2020-05-31,22624,Suppressed*,13
2020-05-31,22625,6,22
2020-05-31,22627,0,13
2020-05-31,22630,128,472
2020-05-31,22637,Suppressed*,11
2020-05-31,22639,0,7
2020-05-31,22640,Suppressed*,6
2020-05-31,22641,0,1
2020-05-31,22642,19,67
2020-05-31,22643,0,8
2020-05-31,22644,46,45
2020-05-31,22645,17,39
2020-05-31,22646,0,5
2020-05-31,22650,6,13
2020-05-31,22652,Suppressed*,16
2020-05-31,22654,Suppressed*,5
2020-05-31,22655,87,176
2020-05-31,22656,17,48
2020-05-31,22657,44,124
2020-05-31,22660,10,13
2020-05-31,22663,8,11
2020-05-31,22664,158,478
2020-05-31,22701,593,1900
2020-05-31,22709,Suppressed*,27
2020-05-31,22711,0,2
2020-05-31,22712,80,407
2020-05-31,22713,6,34
2020-05-31,22714,15,47
2020-05-31,22715,Suppressed*,37
2020-05-31,22716,Suppressed*,16
2020-05-31,22718,Suppressed*,14
2020-05-31,22719,0,7
2020-05-31,22720,0,22
2020-05-31,22722,0,3
2020-05-31,22723,0,4
2020-05-31,22724,12,65
2020-05-31,22726,22,85
2020-05-31,22727,18,180
2020-05-31,22728,7,92
2020-05-31,22729,Suppressed*,12
2020-05-31,22730,Suppressed*,3
2020-05-31,22731,Suppressed*,9
2020-05-31,22732,Suppressed*,11
2020-05-31,22733,14,59
2020-05-31,22734,21,130
2020-05-31,22735,Suppressed*,57
2020-05-31,22736,Suppressed*,18
2020-05-31,22737,6,79
2020-05-31,22738,Suppressed*,30
2020-05-31,22740,Suppressed*,31
2020-05-31,22741,0,5
2020-05-31,22742,15,73
2020-05-31,22743,0,2
2020-05-31,22747,0,23
2020-05-31,22749,0,6
2020-05-31,22801,543,1636
2020-05-31,22802,452,1406
2020-05-31,22807,Suppressed*,4
2020-05-31,22810,Suppressed*,18
2020-05-31,22811,Suppressed*,21
2020-05-31,22812,19,259
2020-05-31,22815,69,280
2020-05-31,22820,0,2
2020-05-31,22821,19,145
2020-05-31,22824,68,85
2020-05-31,22827,50,374
2020-05-31,22830,15,56
2020-05-31,22831,Suppressed*,26
2020-05-31,22832,Suppressed*,26
2020-05-31,22834,Suppressed*,41
2020-05-31,22835,135,427
2020-05-31,22840,12,124
2020-05-31,22841,13,86
2020-05-31,22842,57,124
2020-05-31,22843,Suppressed*,45
2020-05-31,22844,37,143
2020-05-31,22845,0,3
2020-05-31,22846,8,65
2020-05-31,22847,Suppressed*,17
2020-05-31,22849,18,137
2020-05-31,22850,6,37
2020-05-31,22851,61,145
2020-05-31,22853,50,164
2020-05-31,22901,116,1535
2020-05-31,22902,57,886
2020-05-31,22903,66,1448
2020-05-31,22904,0,6
2020-05-31,22911,23,681
2020-05-31,22920,Suppressed*,76
2020-05-31,22922,6,62
2020-05-31,22923,11,159
2020-05-31,22931,0,9
2020-05-31,22932,16,266
2020-05-31,22935,Suppressed*,31
2020-05-31,22936,Suppressed*,139
2020-05-31,22937,Suppressed*,47
2020-05-31,22938,Suppressed*,43
2020-05-31,22939,7,165
2020-05-31,22940,Suppressed*,32
2020-05-31,22942,12,369
2020-05-31,22943,0,17
2020-05-31,22946,Suppressed*,8
2020-05-31,22947,Suppressed*,131
2020-05-31,22948,0,4
2020-05-31,22949,0,50
2020-05-31,22952,0,49
2020-05-31,22958,Suppressed*,43
2020-05-31,22959,5,75
2020-05-31,22960,32,438
2020-05-31,22963,28,541
2020-05-31,22964,0,4
2020-05-31,22967,Suppressed*,37
2020-05-31,22968,18,358
2020-05-31,22969,Suppressed*,44
2020-05-31,22971,0,55
2020-05-31,22972,Suppressed*,19
2020-05-31,22973,9,243
2020-05-31,22974,7,171
2020-05-31,22976,0,11
2020-05-31,22980,50,778
2020-05-31,22989,0,5
2020-05-31,23002,23,377
2020-05-31,23004,10,58
2020-05-31,23005,60,586
2020-05-31,23009,18,195
2020-05-31,23011,Suppressed*,29
2020-05-31,23015,11,116
2020-05-31,23021,0,7
2020-05-31,23022,8,50
2020-05-31,23023,Suppressed*,7
2020-05-31,23024,27,245
2020-05-31,23025,0,9
2020-05-31,23027,5,59
2020-05-31,23030,18,166
2020-05-31,23032,0,5
2020-05-31,23035,Suppressed*,22
2020-05-31,23038,8,53
