"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
6/18/2020,20105,106,1358
6/18/2020,20106,35,218
6/18/2020,20109,1079,4031
6/18/2020,20110,1425,5839
6/18/2020,20111,877,3244
6/18/2020,20112,199,1582
6/18/2020,20115,36,274
6/18/2020,20117,8,109
6/18/2020,20118,Suppressed*,83
6/18/2020,20119,27,206
6/18/2020,20120,311,1929
6/18/2020,20121,215,1317
6/18/2020,20124,63,650
6/18/2020,20129,7,57
6/18/2020,20130,0,14
6/18/2020,20132,61,839
6/18/2020,20135,10,144
6/18/2020,20136,183,1411
6/18/2020,20137,15,94
6/18/2020,20139,Suppressed*,12
6/18/2020,20141,18,312
6/18/2020,20143,Suppressed*,59
6/18/2020,20144,Suppressed*,36
6/18/2020,20147,363,3609
6/18/2020,20148,177,2038
6/18/2020,20151,261,1291
6/18/2020,20152,160,1605
6/18/2020,20155,242,1975
6/18/2020,20158,17,196
6/18/2020,20164,1118,4121
6/18/2020,20165,276,2744
6/18/2020,20166,186,977
6/18/2020,20169,93,1120
6/18/2020,20170,975,3251
6/18/2020,20171,288,1827
6/18/2020,20175,219,2195
6/18/2020,20176,664,3649
6/18/2020,20180,25,350
6/18/2020,20181,37,470
6/18/2020,20184,Suppressed*,48
6/18/2020,20186,71,1000
6/18/2020,20187,72,807
6/18/2020,20190,211,1624
6/18/2020,20191,302,1583
6/18/2020,20194,35,502
6/18/2020,20197,6,127
6/18/2020,20198,6,89
6/18/2020,22003,1212,4734
6/18/2020,22015,363,2147
6/18/2020,22025,113,977
6/18/2020,22026,227,1375
6/18/2020,22027,54,157
6/18/2020,22030,386,3097
6/18/2020,22031,394,2438
6/18/2020,22032,130,1255
6/18/2020,22033,247,1899
6/18/2020,22035,Suppressed*,38
6/18/2020,22039,58,749
6/18/2020,22041,716,3002
6/18/2020,22042,767,2936
6/18/2020,22043,237,1209
6/18/2020,22044,264,1063
6/18/2020,22046,198,1148
6/18/2020,22060,14,174
6/18/2020,22066,73,728
6/18/2020,22079,298,1813
6/18/2020,22101,123,1845
6/18/2020,22102,122,1258
6/18/2020,22124,61,744
6/18/2020,22125,Suppressed*,48
6/18/2020,22134,18,112
6/18/2020,22150,742,3252
6/18/2020,22151,269,1170
6/18/2020,22152,195,1346
6/18/2020,22153,165,1392
6/18/2020,22172,143,741
6/18/2020,22180,216,1340
6/18/2020,22181,62,588
6/18/2020,22182,119,1181
6/18/2020,22191,1501,6853
6/18/2020,22192,650,4743
