"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-07,Southside,"Not Reported",64,8,2
2020-05-07,Chesapeake,White,116,25,1
2020-05-07,"New River",Other,0,0,0
2020-05-07,Norfolk,"Black or African American",158,31,3
2020-05-07,"Central Shenandoah",Other,127,8,2
2020-05-07,Southside,Other,15,0,1
2020-05-07,Pittsylvania-Danville,Other,0,0,0
2020-05-07,"Cumberland Plateau",White,17,2,0
2020-05-07,"Rappahannock Rapidan","Black or African American",18,4,1
2020-05-07,Fairfax,"Not Reported",1340,90,69
2020-05-07,Chesapeake,"Not Reported",57,3,1
2020-05-07,"Thomas Jefferson",White,192,23,8
2020-05-07,Richmond,Other,63,12,0
2020-05-07,Peninsula,"Black or African American",95,30,8
2020-05-07,Henrico,Other,65,8,3
2020-05-07,"Cumberland Plateau","Black or African American",11,0,0
2020-05-07,Loudoun,Other,207,31,3
2020-05-07,Crater,Other,2,1,1
2020-05-07,Arlington,"Black or African American",87,26,10
2020-05-07,Alexandria,"Black or African American",159,37,5
2020-05-07,Richmond,"Black or African American",244,53,16
2020-05-07,"Lord Fairfax","Not Reported",94,2,2
2020-05-07,Fairfax,"Black or African American",364,98,11
2020-05-07,"Thomas Jefferson","Black or African American",99,35,5
2020-05-07,"West Piedmont",White,35,4,0
2020-05-07,Rappahannock,"Not Reported",239,19,0
2020-05-07,"Central Shenandoah","Not Reported",173,2,1
2020-05-07,Peninsula,White,210,67,19
2020-05-07,"Rappahannock Rapidan",White,161,16,6
2020-05-07,"Prince William",White,576,139,24
2020-05-07,"New River","Not Reported",28,1,0
2020-05-07,Chesterfield,"Not Reported",322,3,8
2020-05-07,Alleghany,Other,1,0,0
2020-05-07,Lenowisco,White,31,13,1
2020-05-07,"Western Tidewater",White,134,20,13
2020-05-07,Hampton,Other,4,1,0
2020-05-07,Alleghany,White,88,14,3
2020-05-07,"Prince William",Other,600,86,5
2020-05-07,Arlington,"Not Reported",629,64,8
2020-05-07,"West Piedmont","Black or African American",6,2,0
2020-05-07,Peninsula,Other,22,6,1
2020-05-07,Norfolk,Other,11,2,0
2020-05-07,"Lord Fairfax","Black or African American",26,3,1
2020-05-07,"Mount Rogers","Not Reported",9,1,0
2020-05-07,"Central Virginia","Black or African American",14,0,0
2020-05-07,"West Piedmont",Other,2,1,1
2020-05-07,Portsmouth,White,42,7,1
2020-05-07,"Thomas Jefferson","Not Reported",12,0,0
2020-05-07,"Three Rivers","Not Reported",79,4,3
2020-05-07,"Virginia Beach","Black or African American",102,17,2
2020-05-07,"Prince William","Black or African American",251,52,13
2020-05-07,Loudoun,"Not Reported",343,3,3
2020-05-07,Loudoun,White,433,64,20
2020-05-07,Peninsula,"Not Reported",64,2,0
2020-05-07,Pittsylvania-Danville,"Black or African American",22,6,0
2020-05-07,Henrico,White,377,62,56
2020-05-07,Richmond,White,94,15,1
2020-05-07,Southside,"Black or African American",26,9,2
2020-05-07,Chickahominy,White,132,35,15
2020-05-07,"Thomas Jefferson",Other,25,2,0
2020-05-07,"Virginia Beach",Other,46,16,2
2020-05-07,"Central Shenandoah","Black or African American",49,3,1
2020-05-07,Chesterfield,White,224,26,17
2020-05-07,"Central Virginia",White,48,8,2
2020-05-07,Rappahannock,White,226,46,9
2020-05-07,"New River",White,46,10,1
2020-05-07,"Mount Rogers",Other,6,1,0
2020-05-07,Crater,White,44,12,5
2020-05-07,Alleghany,"Not Reported",35,1,0
2020-05-07,Arlington,Other,227,69,12
2020-05-07,Piedmont,White,128,4,2
2020-05-07,"Cumberland Plateau",Other,0,0,0
2020-05-07,Pittsylvania-Danville,White,25,12,2
2020-05-07,Roanoke,"Black or African American",14,4,0
2020-05-07,Alleghany,"Black or African American",5,1,0
2020-05-07,Richmond,"Not Reported",72,1,0
2020-05-07,"Central Virginia",Other,0,0,0
2020-05-07,Rappahannock,Other,136,24,0
2020-05-07,Roanoke,Other,1,0,0
2020-05-07,Piedmont,"Black or African American",128,19,1
2020-05-07,Chesterfield,Other,53,1,0
2020-05-07,Portsmouth,"Black or African American",94,25,6
2020-05-07,Portsmouth,"Not Reported",47,3,1
2020-05-07,Norfolk,"Not Reported",35,0,0
2020-05-07,"Eastern Shore",White,169,7,4
2020-05-07,"Eastern Shore","Not Reported",51,0,0
2020-05-07,Roanoke,White,54,2,1
2020-05-07,"Three Rivers",Other,9,1,0
2020-05-07,Fairfax,Other,1879,379,36
2020-05-07,Henrico,"Not Reported",170,0,1
2020-05-07,"Lord Fairfax",Other,71,8,0
2020-05-07,Piedmont,Other,2,0,0
2020-05-07,Lenowisco,"Black or African American",0,0,0
2020-05-07,Arlington,White,305,63,22
2020-05-07,Hampton,"Black or African American",79,22,3
2020-05-07,Alexandria,White,370,51,19
2020-05-07,Hampton,"Not Reported",24,1,0
2020-05-07,"Mount Rogers",White,115,14,4
2020-05-07,Alexandria,"Not Reported",347,11,4
2020-05-07,Chickahominy,"Black or African American",47,22,6
2020-05-07,Chesapeake,"Black or African American",110,35,4
2020-05-07,"Western Tidewater","Not Reported",110,1,1
2020-05-07,"Cumberland Plateau","Not Reported",0,0,0
2020-05-07,"Western Tidewater",Other,18,1,1
2020-05-07,Loudoun,"Black or African American",60,7,0
2020-05-07,"Virginia Beach",White,234,48,13
